"","ivy24","ivy29","ivy36","ivy44","ivy46","ivy47","ivy70"
"ivy24",0,0.155757389424688,0.313580455956468,0.128751293430135,0.156963648775428,0.234101356383519,0.133513139374295
"ivy29",0.155757389424688,0,0.303483415043139,0.135281150147691,0.105931685565566,0.173821909709442,0.122695232707865
"ivy36",0.313580455956468,0.303483415043139,0,0.303119668022233,0.345645290239893,0.191807056135799,0.322231317214191
"ivy44",0.128751293430135,0.135281150147691,0.303119668022233,0,0.163511323173554,0.218038571743017,0.121307509730603
"ivy46",0.156963648775428,0.105931685565566,0.345645290239893,0.163511323173554,0,0.221960026528645,0.133824875079607
"ivy47",0.234101356383519,0.173821909709442,0.191807056135799,0.218038571743017,0.221960026528645,0,0.214153714379184
"ivy70",0.133513139374295,0.122695232707865,0.322231317214191,0.121307509730603,0.133824875079607,0.214153714379184,0
