"Taxa"	"hamlet11"	"hamlet17"	"hamlet22"	"hamlet25"	"hamlet31"	"hamlet41"	"hamlet59"	"hamlet67"
"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"	0.0389385590192311	0.0340839572348297	0.169783902873482	0.0364759925626162	0.0288864331422991	0.0301496519085643	0.0386270892727374	0.0209234448078208
"Sucrose -- Consumption"	0.0946467421511489	0.0466105398083142	0.0213284582571603	0.0498195340697802	0.0488165300300686	0.0486779834451002	0.0466394618666965	0.0328796989837184
"Acetate -- Production"	0.0471010465134745	0.0515629096629475	0.0330942670979234	0.0503117138794706	0.0529156279715248	0.0551829992508268	0.0520804218607338	0.0442733059042796
"D-Fructose (Fructose) -- Consumption"	0.0431468453732671	0.0464940134587934	0.0224066001031266	0.0486437711910751	0.0477499935750816	0.0480384453743125	0.0460804591275831	0.0428666877659387
"D-Glucose (Glucose) -- Consumption"	0.0422416667990027	0.0471931715559181	0.0235081798153096	0.0494640708738926	0.0490992264398242	0.0478922652438467	0.045092887621816	0.0373808770264093
"D-Mannose (Mannose) -- Consumption"	0.0422416667990027	0.0470183820316369	0.0234378662166596	0.0493546975828503	0.0489835779085606	0.0478374476949221	0.0451301544710902	0.0372050497591166
"Cellobiose -- Consumption"	0.0421940258214099	0.0469309872694963	0.0230628603571931	0.0493546975828503	0.0489450283981393	0.0475268149176823	0.0448879199508078	0.0372050497591166
"Raffinose -- Consumption"	0.0424481110352384	0.0473970926675795	0.0212581446585103	0.0492726676145685	0.0488422297036828	0.0474719973687577	0.0439562487189521	0.0356929352604002
"Lactose -- Consumption"	0.0420828635403598	0.0470766452063973	0.0213518961233769	0.0491359510007656	0.048880779214104	0.0474719973687577	0.04345314625375	0.0348137989239371
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.0421305045179527	0.0466979345704547	0.0215862747855435	0.049108607678005	0.0488036801932615	0.047581632466607	0.0436581139247582	0.0328093680768013
"D-Xylose (Xylose) -- Consumption"	0.0421305045179527	0.0466979345704547	0.0215862747855435	0.049108607678005	0.0488036801932615	0.047581632466607	0.0436581139247582	0.0328093680768013
"Maltose -- Consumption"	0.0420828635403598	0.0466979345704547	0.0213518961233769	0.0491359510007656	0.0488422297036828	0.0474719973687577	0.04345314625375	0.0328796989837184
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"	0.0416064537644312	0.0430856177353104	0.0315239300614072	0.0464836486929892	0.046233712831847	0.0506879602390045	0.0442171166638717	0.0242993283398389
"Indole -- Production"	0.0411776849660955	0.0452704867888251	0.0201565649463273	0.0480148747675818	0.0472745496132199	0.0452062053465383	0.0431736448841933	0.0327742026233428
"Trehalose -- Consumption"	0.0414158898540598	0.0455326710752469	0.0214925233206769	0.0476594115716942	0.0484181850890494	0.0472344546567508	0.0416457040639499	0.0220487393184935
"Propanoate (Propionate) -- Production"	0.0425116323386956	0.0428525650362688	0.0198753105517274	0.0468391118888767	0.0460409652797409	0.0462660112924151	0.0427823429668139	0.0244751556071316
"Succinate -- Production"	0.0397802162900383	0.0362396947009643	0.0241644400693761	0.0376517554413212	0.0280126442394182	0.0338589727191332	0.0407140328320942	0.042479867777895
"Nitrate (NO3-) -- Consumption"	0.040542471931524	0.0406676959827541	0.0197815590868607	0.0448157060045937	0.0452699750713166	0.0446945748899081	0.0380494531089869	0.0062946161690755
"D-Mannitol (Mannitol) -- Consumption"	0.038605072176081	0.0339674308853089	0.015422115970562	0.0364759925626162	0.0279226953817687	0.0285051254408245	0.033819665716362	0.0205014593663185
"Glycerol -- Consumption"	0.038605072176081	0.0339674308853089	0.0153518023719121	0.0364486492398556	0.0278584461977333	0.0285051254408245	0.033819665716362	0.0204311284594015
"Formate -- Production"	0.00455765352305029	0.0039910274710869	0.168072938639666	0.000902329651099202	0.0045873917401249	0.00855153763224734	0.0125961950546891	0.00872103245771354
"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"	0.000111162281050007	0.000466105398083142	0.139361552524258	0	0.000848089229266788	0.00109635097849325	0.00184470903907429	0.00210992720751134
"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"	0.00728906957170761	0.0189064002097474	0.0091173299582806	0.0144099310948266	0.0263421654544987	0.0213422990480019	0.0144595375184005	0.0195871575763969
"Melibiose -- Consumption"	0.00308078321767163	0.0124391878113438	0.00679698120283129	0.0122224652739801	0.0218575724088304	0.0184369689549948	0.00896267725045186	0.00432535077539825
"Mucin (Mucus Glycoprotein) -- Macromolecule"	0.0052722681869432	0.00853555510239753	0.00311723620681573	0.00481242480586241	0.00638636889311506	0.00339868803332907	0.00896267725045186	0.0274290536976474
"Fructan (Inulin, Levan) -- Macromolecule"	0.00512934525416462	0.00856468668977773	0.00318754980546571	0.00456633490101717	0.00637351905630798	0.00376413835949349	0.00868317588089515	0.0270773991630622
"Butyrate -- Production"	0.0527385621952962	0.000582631747603927	0.000328130127033235	0.000984359619380947	0.000436894451440467	0.00230233705483582	0.00352171725641456	0.000668143615711925
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"	0.000746375315621477	0.00337926413610278	0.0293442085032579	0.00164059936563491	0.00204312405232454	0.00217442944067828	0.00691300054036932	0.0145936631852868
"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"	0.00295374061075733	0.00690418620910653	0.00264847888248254	0.00519523132451055	0.00471589010819563	0.00358141319641128	0.00620493040415898	0.0274290536976474
"H2 (Hydrogen) -- Production"	0.00554223372663607	0.00515629096629475	0.0038906857919655	0.0025702723394947	0.00413764745187736	0.00389204597365103	0.00924217862000857	0.0231388683757077
"CO2 -- Production"	0.00236616855377872	0.00244705333993649	0.010054844606947	0.00202340588428306	0.00124643417028604	0.00694355619712391	0.00739746958093428	0.0188838485072265
"Mannan -- Macromolecule"	0.00163567356402153	0.00457365921869083	0.00138283410678292	0.00289839221262168	0.00303256148646912	0.00226579202221938	0.00510555835056925	0.0208531139009038
"Hemicellulose, not specified -- Macromolecule"	0.00109574248463578	0.00387450112156611	0.000726573852716449	0.00289839221262168	0.00178612731618308	0.00120598607634257	0.00389438574915684	0.0226465520272884
"D-Galactose -- Consumption"	0.00068285401216433	0.00407842223322749	0.00248441381896592	0.00202340588428306	0.00192747552106088	0.00200997679390429	0.0037080515027857	0.0190596757745191
"CO2 -- Consumption"	0.00201680138476442	0.00224313222827512	0.000210940795949937	0.00199606256152248	0.000770990208424353	0.00204652182652073	0.00471425643318986	0.0182157048915146
"Urea -- Production"	0.000746375315621477	0.00419494858274827	0.00131252050813294	0.00265230230777644	0.00278841458713474	0.00127907614157546	0.00309314848976093	0.0149101522664135
"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"	0.00196916040717155	0.00183529000495237	0.000234378662166596	0.00188668927048015	0.000693891187581918	0.00148007382096589	0.00460245588536717	0.0180047121707634
"Ethanol -- Production"	0.000460529450064315	0.000670026509744516	0.0116251816434632	0.000246089904845237	0.000513993472282902	0.00478739927275385	0.00404345314625375	0.00699792523824595
"Arabinogalactan -- Macromolecule"	0.000889298248400057	0.00250531651469689	0.000843763183799747	0.00235152575741004	0.00174757780576187	0.000803990717561715	0.00314904876367228	0.0138551886626578
