"","joans14","joans21","joans29","joans41","joans44","joans49","joans51","joans56","joans57"
"joans14",0,0.551219611037642,0.528108469979992,0.596008585590651,0.582806453675059,0.627831792973307,0.653876942836966,0.642776962963331,0.302796110273265
"joans21",0.551219611037642,0,0.113796645870283,0.24885700137519,0.182031742497948,0.242400656011426,0.379820672331421,0.168511078540297,0.322031263769916
"joans29",0.528108469979992,0.113796645870283,0,0.182314185594253,0.191851883191222,0.25640945491753,0.404612418584114,0.204575496430544,0.260983520724973
"joans41",0.596008585590651,0.24885700137519,0.182314185594253,0,0.274648928157263,0.265539618091086,0.424639464656323,0.240070160909186,0.375075439451657
"joans44",0.582806453675059,0.182031742497948,0.191851883191222,0.274648928157263,0,0.0998631758388527,0.223603432259396,0.172203110725242,0.340535787901833
"joans49",0.627831792973307,0.242400656011426,0.25640945491753,0.265539618091086,0.0998631758388527,0,0.176915733545649,0.161578313983023,0.413174420130187
"joans51",0.653876942836966,0.379820672331421,0.404612418584114,0.424639464656323,0.223603432259396,0.176915733545649,0,0.30806768605987,0.475695946709268
"joans56",0.642776962963331,0.168511078540297,0.204575496430544,0.240070160909186,0.172203110725242,0.161578313983023,0.30806768605987,0,0.423109008707668
"joans57",0.302796110273265,0.322031263769916,0.260983520724973,0.375075439451657,0.340535787901833,0.413174420130187,0.475695946709268,0.423109008707668,0
