"","hamlet11","hamlet17","hamlet22","hamlet25","hamlet31","hamlet41","hamlet59","hamlet67"
"hamlet11",0,0.200458207288313,0.263587245555413,0.168453329515291,0.177590266440923,0.171779176728935,0.144239488793493,0.279363982196227
"hamlet17",0.200458207288313,0,0.321072227109794,0.138234638185772,0.146117004664747,0.150712340687035,0.159799151814035,0.211049909824069
"hamlet22",0.263587245555413,0.321072227109794,0,0.3026921362231,0.310625961820378,0.286841912889714,0.272503477760942,0.354811356412844
"hamlet25",0.168453329515291,0.138234638185772,0.3026921362231,0,0.164993552663493,0.174028916477772,0.12181595083114,0.249189933729766
"hamlet31",0.177590266440923,0.146117004664747,0.310625961820378,0.164993552663493,0,0.102110463754142,0.132436733725057,0.244391946126233
"hamlet41",0.171779176728935,0.150712340687035,0.286841912889714,0.174028916477772,0.102110463754142,0,0.104270298156353,0.256672786641266
"hamlet59",0.144239488793493,0.159799151814035,0.272503477760942,0.12181595083114,0.132436733725057,0.104270298156353,0,0.25864201220366
"hamlet67",0.279363982196227,0.211049909824069,0.354811356412844,0.249189933729766,0.244391946126233,0.256672786641266,0.25864201220366,0
