"","ginger14","ginger27","ginger43","ginger46","ginger49","ginger50","ginger52","ginger55","ginger66"
"ginger14",0,0.312946141894419,0.48157662734606,0.317992911173854,0.307338364571731,0.357577226742493,0.355008306263516,0.282887358779287,0.463107389914389
"ginger27",0.312946141894419,0,0.380812659760886,0.206073870143164,0.250311557433721,0.240258070132434,0.246072234989811,0.320785434904979,0.33477866640353
"ginger43",0.48157662734606,0.380812659760886,0,0.355840458032969,0.371508497795713,0.389479958281616,0.378053974890909,0.413787268458427,0.208758347835709
"ginger46",0.317992911173854,0.206073870143164,0.355840458032969,0,0.2168629117589,0.239126429479242,0.229334492083851,0.298842091839215,0.329735338882562
"ginger49",0.307338364571731,0.250311557433721,0.371508497795713,0.2168629117589,0,0.22384560900848,0.208156481139695,0.249057158002721,0.404535599705887
"ginger50",0.357577226742493,0.240258070132434,0.389479958281616,0.239126429479242,0.22384560900848,0,0.229084351519894,0.274294051968907,0.39862875423452
"ginger52",0.355008306263516,0.246072234989811,0.378053974890909,0.229334492083851,0.208156481139695,0.229084351519894,0,0.330777525906068,0.385739108465662
"ginger55",0.282887358779287,0.320785434904979,0.413787268458427,0.298842091839215,0.249057158002721,0.274294051968907,0.330777525906068,0,0.437051461605818
"ginger66",0.463107389914389,0.33477866640353,0.208758347835709,0.329735338882562,0.404535599705887,0.39862875423452,0.385739108465662,0.437051461605818,0
