"Taxa"	"ophelia19"	"ophelia37"	"ophelia43"	"ophelia45"	"ophelia48"	"ophelia49"	"ophelia55"	"ophelia57"	"ophelia59"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium"	0.306790564689064	0.0942505720823799	0.190741534504929	0.143204926249463	0.231550343249428	0.238953238953239	0.172955974842767	0.108838672768879	0.128579610538373
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas"	0.193995711222302	0.0546338672768879	0.251893127589656	0.310181870256337	0.085383295194508	0.0554840554840555	0.181532304173814	0.156893592677346	0.0518327605956472
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola"	0.141100786275911	0.0646453089244851	0.0800114302043149	0.094658456250895	0.230120137299771	0.224367224367224	0.0864779874213836	0.210097254004577	0.0914948453608247
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella"	0.000428877769835597	0.417048054919908	0.0184312044577797	0.00701704138622369	0.00300343249427918	0.0296010296010296	0.0970554602630074	0.0085812356979405	0.0859106529209622
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter"	0	0.00100114416475973	0.0975853693384769	0.110983817843334	0.0421910755148741	0.0165880165880166	0.127644368210406	0.00414759725400458	0.198596792668958
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"	0.0201572551822731	0.0230263157894737	0.0232890412916131	0.0267793212086496	0.0938215102974828	0.0986700986700987	0.0261578044596913	0.0573512585812357	0.0315005727376861
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera"	0.0799142244460329	0.016304347826087	0.0364337762537505	0.0393813547186023	0.0389016018306636	0.0383240383240383	0.0224413950829045	0.0523455377574371	0.0684421534936999
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia"	0.055325232308792	0.00772311212814645	0.01343049007001	0.017327796076185	0.0358981693363844	0.0459030459030459	0.0151515151515152	0.0899599542334096	0.0763172966781214
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia"	0.000714796283059328	0.219679633867277	0.0107158165452207	0.00372332808248604	0.00085812356979405	0.0125840125840126	0.0500285877644368	0.00557780320366133	0.0449599083619702
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium"	0.0317369549678342	0.0151601830663616	0.0422917559651379	0.0347987970786195	0.0327517162471396	0.041041041041041	0.0364493996569468	0.0364702517162471	0.0365120274914089
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0.0248749106504646	0.0125858123569794	0.0102871838834119	0.0171845911499356	0.0261727688787185	0.0307450307450307	0.015008576329331	0.0768020594965675	0.0495418098510882
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia"	0.0164403145103645	0.0133009153318078	0.0525789398485498	0.0406701990548475	0.0143020594965675	0.00958100958100958	0.02715837621498	0.0284610983981693	0.00572737686139748
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium"	0.014867762687634	0.0051487414187643	0.0208601228746964	0.0164685665186882	0.0205949656750572	0.0287430287430287	0.0140080045740423	0.00886727688787185	0.00744558991981672
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella"	0.0175839885632595	0.0022883295194508	0.0145735105015002	0.0167549763711872	0.0091533180778032	0.0112970112970113	0.00886220697541452	0.0185926773455378	0.0100229095074456
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"	0.00843459614010007	0.00314645308924485	0.00228604086298043	0.00673063153372476	0.0140160183066362	0.0154440154440154	0.00500285877644368	0.0145881006864989	0.0353665521191294
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia"	0.0120085775553967	0.00600686498855835	0.0208601228746964	0.00859229557496778	0.00815217391304348	0.0118690118690119	0.0120068610634648	0.0148741418764302	0.00644329896907216
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas"	0.0087205146533238	0.00357551487414188	0.0135733676239463	0.0131748532149506	0.00929633867276888	0.011011011011011	0.0110062893081761	0.00943935926773455	0.00529782359679267
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella"	0.00886347390993567	0.0022883295194508	0.00085726532361766	0.00300730345123872	0.0148741418764302	0.004004004004004	0.0142938822184105	0.0150171624713959	0.00873424971363116
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster"	0.00714796283059328	0.00314645308924485	0.00800114302043149	0.0104539596162108	0.0101544622425629	0.0155870155870156	0.00743281875357347	0.0034324942791762	0.00415234822451317
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor"	0.00100071479628306	0.00357551487414188	0.00871553079011287	0.0065874266074753	0.0165903890160183	0.00858000858000858	0.00886220697541452	0.0074370709382151	0.00515463917525773
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena"	0.0045746962115797	0.0034324942791762	0.020145735105015	0.00973793498496348	0.00257437070938215	0.00286000286000286	0.00843339050886221	0.00672196796338673	0.00128865979381443
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter"	0.00114367405289492	0.005720823798627	0.0184312044577797	0.0138908778461979	0.0040045766590389	0.00214500214500214	0.00485991995425958	0.00700800915331808	0.00200458190148912
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora"	0.00314510364546104	0.00243135011441648	0.00814402057436777	0.00601460690247744	0.00872425629290618	0.00915200915200915	0.00614636935391652	0.00243135011441648	0.00286368843069874
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus"	0.00657612580414582	0.0017162471395881	0.00271467352478926	0.00572819704997852	0.0045766590389016	0.00700700700700701	0.00357347055460263	0.00429061784897025	0.0050114547537228
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"	0	0.0034324942791762	0.00685812258894128	0.0050121724187312	0.00657894736842105	0.000715000715000715	0.00586049170954831	0.00185926773455378	0.000143184421534937
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella"	0.00443173695496783	0.000429061784897025	0.000142877553936277	0.000859229557496778	0.00271739130434783	0.00286000286000286	0.00214408233276158	0.00586384439359268	0.00128865979381443
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus"	0.00243030736240172	0.0005720823798627	0.00571510215745106	0.000859229557496778	0.000715102974828375	0.000429000429000429	0.00157232704402516	0.0074370709382151	0.000286368843069874
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum"	0.00371694067190851	0.00143020594965675	0.000714387769681383	0.0011456394099957	0.00128718535469108	0.00143000143000143	0.00142938822184105	0.00529176201372998	0.00200458190148912
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma"	0.00243030736240172	0.00143020594965675	0.00342906129447064	0.00300730345123872	0.00185926773455378	0.000429000429000429	0.00028587764436821	0.0028604118993135	0.00143184421534937
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter"	0.000571837026447462	0.000715102974828375	0.000714387769681383	0.000859229557496778	0.00257437070938215	0.00114400114400114	0.00157232704402516	0.00600686498855835	0.000859106529209622
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor"	0.00142959256611866	0.00028604118993135	0.00200028575510787	0.00229127881999141	0.00128718535469108	0.000858000858000858	0.00200114351057747	0.0022883295194508	0.00200458190148912
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella"	0.00100071479628306	0.00085812356979405	0.000571510215745106	0.000572819704997852	0.00471967963386728	0.00386100386100386	0.000428816466552316	0.00100114416475973	0.00143184421534937
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium"	0.00142959256611866	0.0005720823798627	0.00085726532361766	0.00186166404124302	0.00143020594965675	0.00185900185900186	0.00328759291023442	0.0005720823798627	0.000859106529209622
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea"	0	0	0.000142877553936277	0.000859229557496778	0.000143020594965675	0	0.00214408233276158	0.00414759725400458	0.00515463917525773
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella"	0.00471765546819157	0.00028604118993135	0.00200028575510787	0.000859229557496778	0.000715102974828375	0.00157300157300157	0.000714694110920526	0.0005720823798627	0.000286368843069874
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus"	0.000285918513223731	0.00028604118993135	0.000714387769681383	0.00214807389374194	0.0022883295194508	0.00214500214500214	0.00128644939965695	0.000715102974828375	0.00143184421534937
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__"	0.00185847033595425	0.000715102974828375	0.00171453064723532	0.00200486896749248	0.0011441647597254	0.000858000858000858	0.000571755288736421	0.000143020594965675	0.00229095074455899
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio"	0.000428877769835597	0.00085812356979405	0.00100014287755394	0.00257768867249033	0.00128718535469108	0.000858000858000858	0.00185820468839337	0.0005720823798627	0.00171821305841924
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella"	0.00243030736240172	0.00028604118993135	0.000142877553936277	0.000286409852498926	0.0005720823798627	0.00114400114400114	0.000857632933104631	0.00271739130434783	0.00143184421534937
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera"	0.00100071479628306	0.000429061784897025	0.00128589798542649	0.00128884433624517	0.00100114416475973	0.000715000715000715	0.00114351057747284	0.00085812356979405	0.00100229095074456
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus"	0.000714796283059328	0.00028604118993135	0	0.000286409852498926	0.00085812356979405	0.001001001001001	0.000571755288736421	0.00200228832951945	0.00128865979381443
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus"	0.000142959256611866	0.00143020594965675	0.000285755107872553	0.000716024631247315	0.00085812356979405	0.000572000572000572	0.000714694110920526	0	0.00157502863688431
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Catenibacillus"	0.000857755539671194	0.0005720823798627	0.00142877553936277	0.000572819704997852	0	0	0.000714694110920526	0.0011441647597254	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella"	0	0.00028604118993135	0.000142877553936277	0.000859229557496778	0.0011441647597254	0.00128700128700129	0.000142938822184105	0.000429061784897025	0.000286368843069874
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia"	0	0.000143020594965675	0.000571510215745106	0.000716024631247315	0	0.00128700128700129	0.00028587764436821	0.000715102974828375	0.000143184421534937
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella"	0.000285918513223731	0	0	0.000286409852498926	0.00143020594965675	0.000286000286000286	0.000142938822184105	0.000143020594965675	0.0011454753722795
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter"	0.000857755539671194	0	0.000285755107872553	0.000143204926249463	0.000429061784897025	0.000143000143000143	0.000714694110920526	0.00100114416475973	0.000143184421534937
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola"	0	0.00028604118993135	0	0.000429614778748389	0.0005720823798627	0.000429000429000429	0.000857632933104631	0.000143020594965675	0.000859106529209622
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix"	0	0.00028604118993135	0.000285755107872553	0.000572819704997852	0.0005720823798627	0.000429000429000429	0.000428816466552316	0.0005720823798627	0.000286368843069874
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium"	0.000142959256611866	0.000143020594965675	0.000714387769681383	0.000286409852498926	0.00028604118993135	0.000286000286000286	0.000571755288736421	0.00028604118993135	0.000143184421534937
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"	0.00142959256611866	0	0	0.000429614778748389	0.000143020594965675	0.000143000143000143	0.000142938822184105	0.00028604118993135	0.000143184421534937
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla"	0	0.00028604118993135	0	0.000143204926249463	0.000429061784897025	0.000143000143000143	0	0.000143020594965675	0.00143184421534937
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pseudocitrobacter"	0	0	0	0	0	0	0	0	0.00186139747995418
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella"	0	0.000143020594965675	0	0.000143204926249463	0.000143020594965675	0.000143000143000143	0.000571755288736421	0	0.000572737686139748
