"identifier"	"subject"	"rel_biscuit"	"rel_HDZ_oatgel"	"rel_invertebrates"	"rel_protein_rotate"	"rel_gum_arabic"	"rel_seasonal_veggies"	"biscuit"	"gum_arabic"	"invertebrates"	"protein_rotate"	"seasonal_veggies"	"HDZ_oatgel"
"HDZ-393-S270"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-348-S259"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-340-S326"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-392-S269"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-341-S170"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-349-S173"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-229-S130"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-218-S204"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-211-S106"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-406-S336"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-405-S335"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-391-S268"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-350-S174"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-316-S256"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-224-S123"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-223-S122"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-390-S267"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-217-S89"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-215-S108"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-212-S250"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-228-S129"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-404"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-227-S128"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-216"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-226-S124"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-403-S334"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-402-S333"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-388-S265"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-387-S264"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-401-S332"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-377-S287"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-376-S286"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-370-S216"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-371-S217"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-375-S285"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-369-S215"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-372-S218"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-378-S288"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-381-S327"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-363-S209"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-364-S210"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-379-S289"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-365-S211"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-366-S212"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-357-S180"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-358-S181"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-359-S182"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-352-S176"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-351-S175"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-353-E1"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-354-S177"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-367-S213"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-361-S184"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-355-S178"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-386-S263"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-360-S183"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-374-S284"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-380-S290"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-368-S214"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-362-S208"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-356-S179"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-450-S322"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-451-S343"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-452-S344"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-453-S345"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-449-S299"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-448-S298"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-438-S275"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-439-S276"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-437-S253"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-432-S228"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-433-S229"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-431-S227"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-426-S226"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-425-S225"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-434-S230"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-440-S293"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-444-S296"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-430-S292"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-442-S294"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-443-S295"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-445-S297"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-424-S224"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-166-S197"	"culi"	13200	5000	8000	2100	12000	20000	13200	12000	8000	2100	20000	5000
"HDZ-165-S196"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-214-S251"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-446-S341"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-436-E1-S357"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-447-S342"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-189-S200"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-427-E1-S353"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-475-S377"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-441-S340"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-160-S242"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-435-E1-S356"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-464-S372"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-428-E1-S354"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-164-S195"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-474-S376"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-429-E1-S355"	"culi"	0	0	18000	5000	17000	30000	0	17000	18000	5000	30000	0
"HDZ-422-S291"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-423-S223"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-420-S207"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-178-S199"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-416-S220"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-417-S221"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-415-S206"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-419-E1-S352"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-414-S321"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-418-E1-S351"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-171-S303"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-172-S304"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-413-S320"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-412-S319"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-159-S302"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-471"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-470-E1-S368"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-469-E1-S367"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-468-E1-S366"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-473-S375"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-465-S373"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-472"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-463-S371"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-462-S370"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-467-E1-S365"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-158-S301"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-459-E1-S363"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-458-E1-S362"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-461-S369"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-457-E1-S361"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-456-E1-S360"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-466-S374"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-455-E1-S359"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-460-E1-S364"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-454-E1-S358"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-482-S384"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-488-S390"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-483-S385"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-489-S391"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-495-S397"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-494-S396"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-477-S379"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-476-S378"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-500-S402"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-478-S380"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-484-S386"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-490-S392"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-501-S403"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-507-S408"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-502-S404"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-497-S399"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-508-S409"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-503-S405"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-491-S393"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-506-S407"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-485-S387"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-509-S410"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-479-S381"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-510-S411"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-504-S406"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-498-S400"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-492-S394"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-505-E1"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-480-S382"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-517-S412"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-499-S401"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-493-S395"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-487-S389"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-481-S383"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-486-S388"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-525-S414"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-522-S413"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-526-E1"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-530"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-518-E1"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-511-E1"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-514-E1"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-513-E1"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-521-E1"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-551"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-550"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-552"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-547"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-546"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-556"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-549"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-548"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-553"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-555"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-554"	"warble"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
"HDZ-311-S120"	"culi"	13200	0	10000	2100	12000	15000	13200	12000	10000	2100	15000	0
