"identifier"	"subject"	"rel_calcium"	"rel_magnesium"	"rel_phosphorus"	"rel_potassium"	"rel_copper"	"rel_iodine"	"rel_iron"	"rel_manganese"	"rel_zinc"	"rel_Ash_total"	"calcium"	"magnesium"	"phosphorus"	"potassium"	"copper"	"iodine"	"iron"	"manganese"	"zinc"	"Ash_total"
"HDZ-190-S59"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-193-S70"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-192-S75"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-191-S56"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-264-S167"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-268-S308"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-263-S166"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-257-E1"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-258-S162"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-256-E1"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-259-S163"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-269-S309"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-274-S314"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-255-E1"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-245-S145"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-251-S151"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-253-S153"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-323-S134"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-252-S152"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-246-S146"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-249-S149"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-240-S140"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-247-S147"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-250-S150"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-272-S312"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-248-S148"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-270-S310"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-267-S255"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-273-S313"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-265-S205"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-262-S165"	"culi"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-271-S311"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-203-S203"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-209-S104"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-202-E1-S348"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-207-S102"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-266-S254"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-260-S164"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-204-S249"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-205-S101"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-208-S103"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-394-S271"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-411-E1-S350"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-254-S154"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-194-S87"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-201-E1-S347"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-200-S100"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-197-S202"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-196-S76"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-239-S307"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-238-S306"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-199-S86"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-235-S282"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-234-S281"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-198-S88"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-237-S305"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-326-S137"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-307-S116"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-330-S323"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-315-S127"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-318-S156"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-306-S115"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-336-S159"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-331-S324"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-317-S155"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-303-S112"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-312-S121"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-308-S117"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-304-S113"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-314-S126"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-313-S125"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-319-S157"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-324-S135"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-329-S315"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-305-S114"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-333-S169"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-310-S119"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-335-S257"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-320-S131"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-332-S168"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-301-S110"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-325-S136"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-241-S141"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-242-S142"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-328-S158"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-334-S325"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-327-S138"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-302-S111"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-243-S143"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-410-E1-S349"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-236-S283"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-244-S144"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-233-S280"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-232-S279"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-231-S278"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-309-S118"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-230-S277"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-222-S109"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-322-S133"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-389-S266"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-395-S272"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-400-S331"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-399-S330"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-398-S329"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-339-S252"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-373-S219"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-337-S160"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-342-S171"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-383-S260"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-344-S316"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-382-S328"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-321-S132"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-338-S161"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-347-S318"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-384-S261"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-343-S172"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-396-S273"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-409-S339"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-345-S258"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-346-S317"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-221-S90"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
"HDZ-210-S105"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-385-S262"	"warble"	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000
"HDZ-408-S338"	"culi"	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337
