"identifier"	"nutrient"	"fed"	"fed_unit"	"relative_fed"	"relative_unit"
"HDZ-078-S27"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-078-S27"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-074-E1"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-074-E1"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-074-E1"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-074-E1"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-074-E1"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-074-E1"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-063-S1"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-063-S1"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-063-S1"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-063-S1"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-063-S1"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-063-S1"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-068-S26"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-068-S26"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-068-S26"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-068-S26"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-068-S26"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-068-S26"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-057-S233"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-057-S233"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-057-S233"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-057-S233"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-057-S233"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-057-S233"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-073-S194"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-073-S194"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-073-S194"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-073-S194"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-073-S194"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-073-S194"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-077-S38"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-077-S38"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-077-S38"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-077-S38"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-077-S38"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-077-S38"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-067-S9"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-067-S9"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-067-S9"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-067-S9"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-067-S9"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-067-S9"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-056-E1"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-056-E1"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-056-E1"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-056-E1"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-056-E1"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-056-E1"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-072-S34"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-072-S34"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-072-S34"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-072-S34"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-072-S34"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-072-S34"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-066-S5"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-066-S5"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-066-S5"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-066-S5"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-066-S5"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-066-S5"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-061-E1"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-061-E1"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-061-E1"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-061-E1"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-061-E1"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-061-E1"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-076-S24"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-076-S24"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-076-S24"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-076-S24"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-076-S24"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-076-S24"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-075-E1"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-075-E1"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-075-E1"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-075-E1"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-075-E1"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-075-E1"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-071-S79"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-071-S79"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-071-S79"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-071-S79"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-071-S79"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-071-S79"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-070-S29"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-070-S29"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-070-S29"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-070-S29"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-070-S29"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-070-S29"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-065-S4"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-065-S4"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-065-S4"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-065-S4"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-065-S4"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-065-S4"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-188-S62"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-188-S62"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-188-S62"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-188-S62"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-188-S62"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-188-S62"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-187-S71"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-187-S71"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-187-S71"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-187-S71"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-187-S71"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-187-S71"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-186-S73"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-186-S73"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-186-S73"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-186-S73"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-186-S73"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-186-S73"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-184-S248"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-184-S248"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-184-S248"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-184-S248"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-184-S248"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-184-S248"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-183-S84"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-183-S84"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-183-S84"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-183-S84"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-183-S84"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-183-S84"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-182-S52"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-182-S52"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-182-S52"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-182-S52"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-182-S52"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-182-S52"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-176-S51"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-176-S51"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-176-S51"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-176-S51"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-176-S51"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-176-S51"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-185"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-185"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-185"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-185"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-185"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-185"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-195-S201"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-195-S201"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-195-S201"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-195-S201"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-195-S201"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-195-S201"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-181-S74"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-181-S74"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-181-S74"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-181-S74"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-181-S74"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-181-S74"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-179-S98"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-179-S98"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-179-S98"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-179-S98"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-179-S98"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-179-S98"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-180-S99"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-180-S99"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-180-S99"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-180-S99"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-180-S99"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-180-S99"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-175-S61"	"Acid Detergent Fiber"	2435.20325	"mg"	8.14	"%"
"HDZ-175-S61"	"Neutral Detergent Fiber"	9629.23644	"mg"	32.2	"%"
"HDZ-175-S61"	"Total Dietary Fiber"	606.16274	"mg"	2.03	"%"
"HDZ-175-S61"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-175-S61"	"Crude Fiber"	12395	"mg"	41.45	"%"
"HDZ-175-S61"	"Starch"	3102.91905	"mg"	10.38	"%"
"HDZ-177-S47"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-177-S47"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-177-S47"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-177-S47"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-177-S47"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-177-S47"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-167-S198"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-167-S198"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-167-S198"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-167-S198"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-167-S198"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-167-S198"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-157-S241"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-157-S241"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-157-S241"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-157-S241"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-157-S241"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-157-S241"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-173-S246"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-173-S246"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-173-S246"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-173-S246"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-173-S246"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-173-S246"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-060-S80"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-060-S80"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-060-S80"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-060-S80"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-060-S80"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-060-S80"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-156-S68"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-156-S68"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-156-S68"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-156-S68"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-156-S68"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-156-S68"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-155-S67"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-155-S67"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-155-S67"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-155-S67"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-155-S67"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-155-S67"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-174-S247"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-174-S247"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-174-S247"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-174-S247"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-174-S247"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-174-S247"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-161-S77"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-161-S77"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-161-S77"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-161-S77"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-161-S77"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-161-S77"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-168-S58"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-168-S58"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-168-S58"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-168-S58"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-168-S58"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-168-S58"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-162-S243"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-162-S243"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-162-S243"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-162-S243"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-162-S243"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-162-S243"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-169-S244"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-169-S244"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-169-S244"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-169-S244"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-169-S244"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-169-S244"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-170-S245"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-170-S245"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-170-S245"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-170-S245"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-170-S245"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-170-S245"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-163-S82"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-163-S82"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-163-S82"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-163-S82"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-163-S82"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-163-S82"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-084-S35"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-084-S35"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-084-S35"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-084-S35"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-084-S35"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-084-S35"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-099-S72"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-099-S72"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-099-S72"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-099-S72"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-099-S72"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-099-S72"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-098-S238"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-098-S238"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-098-S238"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-098-S238"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-098-S238"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-098-S238"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-103-S239"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-103-S239"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-103-S239"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-103-S239"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-103-S239"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-103-S239"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-102-S96"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-102-S96"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-102-S96"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-102-S96"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-102-S96"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-102-S96"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-093-S65"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-093-S65"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-093-S65"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-093-S65"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-093-S65"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-093-S65"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-089-S64"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-089-S64"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-089-S64"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-089-S64"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-089-S64"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-089-S64"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-101-S57"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-101-S57"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-101-S57"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-101-S57"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-101-S57"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-101-S57"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-097-S91"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-097-S91"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-097-S91"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-097-S91"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-097-S91"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-097-S91"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-092-S237"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-092-S237"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-092-S237"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-092-S237"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-092-S237"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-092-S237"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-088-S234"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-088-S234"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-088-S234"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-088-S234"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-088-S234"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-088-S234"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-083-S39"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-083-S39"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-083-S39"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-083-S39"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-083-S39"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-083-S39"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-108-S60"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-108-S60"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-108-S60"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-108-S60"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-108-S60"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-108-S60"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-096-S95"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
"HDZ-096-S95"	"Neutral Detergent Fiber"	9000	"mg"	32.1	"%"
"HDZ-096-S95"	"Total Dietary Fiber"	1000	"mg"	1.8	"%"
"HDZ-096-S95"	"Water-Soluble Carbohydrates"	0	"mg"	0	"%"
"HDZ-096-S95"	"Crude Fiber"	12000	"mg"	42.2	"%"
"HDZ-096-S95"	"Starch"	3000	"mg"	9.3	"%"
"HDZ-091-S236"	"Acid Detergent Fiber"	2000	"mg"	8.1	"%"
