sampleID	alias	collection	subject	seqrun	barcode	tech_replicates	kit	flow_cell	flow_cell_id	protocol_group_id	ster_mgpml	ster_dose_ml	ster_npday	ster_mgpday	diet_trial	location	med_type	med_name	mgpml	dose_ml	dose_npday	mg_p_day	warble_cycle	access	culi_trial	bristol_min	bristol_max	bristol_mean	note_type	note_detail
hdz-105	hdz-105-s97	2023-12-28	warble	hdz5	barcode05	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-087	hdz-087-s78	2023-12-29	culi	hdz4	barcode09	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	3	3	3	none	none
hdz-082	hdz-082-s41	2023-12-29	warble	hdz2	barcode19	1	SQK-16S114-24	FLO-FLG114	AUD789	HDZ-PL-002	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-086	hdz-086-s42	2023-12-30	culi	hdz2	barcode20	1	SQK-16S114-24	FLO-FLG114	AUD789	HDZ-PL-002	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	3	6	4.5	none	none
hdz-090	hdz-090-s235	2023-12-30	warble	hdz11	barcode05	1	SQK-16S114-24	FLO-FLG114	AVN953	HDZ-PL011	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-081	hdz-081-s40	2023-12-31	culi	hdz2	barcode18	1	SQK-16S114-24	FLO-FLG114	AUD789	HDZ-PL-002	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	3	3	3	none	none
hdz-109	hdz-109-s240	2023-12-31	warble	hdz11	barcode10	1	SQK-16S114-24	FLO-FLG114	AVN953	HDZ-PL011	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-085	hdz-085-s92	2024-01-01	culi	hdz4	barcode23	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	3	3	3	none	none
hdz-106	hdz-106-s83	2024-01-01	warble	hdz4	barcode14	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-107	hdz-107-s55	2024-01-02	warble	hdz3	barcode09	1	SQK-16S114-24	FLO-FLG114	AUA949	HDZ-PL-003	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-190	hdz-190-s59	2024-01-06	culi	hdz3	barcode13	1	SQK-16S114-24	FLO-FLG114	AUA949	HDZ-PL-003	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	6	6	6	none	none
hdz-193	hdz-193-s70	2024-01-06	warble	hdz4	barcode01	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-192	hdz-192-s75	2024-01-07	culi	hdz4	barcode06	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	3	3	3	none	none
hdz-191	hdz-191-s56	2024-01-07	warble	hdz3	barcode10	1	SQK-16S114-24	FLO-FLG114	AUA949	HDZ-PL-003	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-264	hdz-264-s167	2024-01-08	culi	hdz8	barcode06	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	3	3	3	none	none
hdz-263	hdz-263-s166	2024-01-09	culi	hdz8	barcode05	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	3	3	3	none	none
hdz-258	hdz-258-s162	2024-01-10	culi	hdz8	barcode01	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	3	3	3	none	none
hdz-259	hdz-259-s163	2024-01-13	warble	hdz8	barcode02	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-245	hdz-245-s145	2024-01-16	culi	hdz7	barcode07	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	0	0	0	none	none
hdz-251	hdz-251-s151	2024-01-16	warble	hdz7	barcode13	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-253	hdz-253-s153	2024-01-17	culi	hdz7	barcode15	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	3	6	4.5	none	none
hdz-323	hdz-323-s134	2024-01-17	warble	hdz6	barcode19	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-252	hdz-252-s152	2024-01-18	culi	hdz7	barcode14	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	2	2	2	none	none
hdz-246	hdz-246-s146	2024-01-18	warble	hdz7	barcode08	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-249	hdz-249-s149	2024-01-19	culi	hdz7	barcode11	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	1	1	1	none	none
hdz-240	hdz-240-s140	2024-01-20	culi	hdz7	barcode02	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	2	2	2	none	none
hdz-247	hdz-247-s147	2024-01-20	warble	hdz7	barcode09	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-250	hdz-250-s150	2024-01-21	culi	hdz7	barcode12	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	6	6	6	none	none
hdz-248	hdz-248-s148	2024-01-21	warble	hdz7	barcode10	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-265	hdz-265-s205	2024-01-23	warble	hdz9	barcode21	1	SQK-16S114-24	FLO-FLG114	AWN500	PL8-9	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	NA	NA	NA	none	none
hdz-262	hdz-262-s165	2024-01-24	culi	hdz8	barcode04	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid	2	2	2	none	none
hdz-203	hdz-203-s203	2024-01-26	culi	hdz9	barcode19	1	SQK-16S114-24	FLO-FLG114	AWN500	PL8-9	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	5	5	5	none	none
hdz-209	hdz-209-s104	2024-01-26	warble	hdz5	barcode12	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-207	hdz-207-s102	2024-01-27	warble	hdz5	barcode10	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-260	hdz-260-s164	2024-01-28	warble	hdz8	barcode03	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-204	hdz-204-s249	2024-01-29	culi	hdz11	barcode19	1	SQK-16S114-24	FLO-FLG114	AVN953	HDZ-PL011	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-205	hdz-205-s101	2024-01-29	warble	hdz5	barcode09	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-208	hdz-208-s103	2024-01-30	warble	hdz5	barcode11	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-254	hdz-254-s154	2024-02-02	culi	hdz7	barcode16	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-194	hdz-194-s87	2024-02-02	warble	hdz4	barcode18	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-200	hdz-200-s100	2024-02-03	warble	hdz5	barcode08	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-197	hdz-197-s202	2024-02-04	culi	hdz9	barcode18	1	SQK-16S114-24	FLO-FLG114	AWN500	PL8-9	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-196	hdz-196-s76	2024-02-05	culi	hdz4	barcode07	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-199	hdz-199-s86	2024-02-06	warble	hdz4	barcode17	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-198	hdz-198-s88	2024-02-08	culi	hdz4	barcode19	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-326	hdz-326-s137	2024-02-09	culi	hdz6	barcode22	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-307	hdz-307-s116	2024-02-09	warble	hdz6	barcode01	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-315	hdz-315-s127	2024-02-10	warble	hdz6	barcode12	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-318	hdz-318-s156	2024-02-11	culi	hdz7	barcode18	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-306	hdz-306-s115	2024-02-11	warble	hdz5	barcode23	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-336	hdz-336-s159	2024-02-12	culi	hdz7	barcode21	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-317	hdz-317-s155	2024-02-13	culi	hdz7	barcode17	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-303	hdz-303-s112	2024-02-13	warble	hdz5	barcode20	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-312	hdz-312-s121	2024-02-14	warble	hdz6	barcode06	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-308	hdz-308-s117	2024-02-15	culi	hdz6	barcode02	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-304	hdz-304-s113	2024-02-15	warble	hdz5	barcode21	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-314	hdz-314-s126	2024-02-16	culi	hdz6	barcode11	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	3	3	none	none
hdz-319	hdz-319-s157	2024-02-17	culi	hdz7	barcode19	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-324	hdz-324-s135	2024-02-18	culi	hdz6	barcode20	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-305	hdz-305-s114	2024-02-19	culi	hdz5	barcode22	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-333	hdz-333-s169	2024-02-19	warble	hdz8	barcode08	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-310	hdz-310-s119	2024-02-20	culi	hdz6	barcode04	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_oat	2	2	2	none	none
hdz-320	hdz-320-s131	2024-02-21	culi	hdz6	barcode16	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_oat	3	3	3	none	none
hdz-332	hdz-332-s168	2024-02-21	warble	hdz8	barcode07	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_oat	NA	NA	NA	none	none
hdz-301	hdz-301-s110	2024-02-22	culi	hdz5	barcode18	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	10	0.02	1	0.2	steroid_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_oat	3	3	3	none	none
hdz-325	hdz-325-s136	2024-02-22	warble	hdz6	barcode21	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_oat	NA	NA	NA	none	none
hdz-241	hdz-241-s141	2024-02-23	culi	hdz7	barcode03	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-242	hdz-242-s142	2024-02-23	warble	hdz7	barcode04	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-328	hdz-328-s158	2024-02-24	culi	hdz7	barcode20	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-327	hdz-327-s138	2024-02-25	culi	hdz6	barcode23	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-302	hdz-302-s111	2024-02-25	warble	hdz5	barcode19	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-243	hdz-243-s143	2024-02-26	culi	hdz7	barcode05	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-244	hdz-244-s144	2024-02-27	warble	hdz7	barcode06	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-309	hdz-309-s118	2024-02-29	warble	hdz6	barcode03	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-222	hdz-222-s109	2024-03-02	culi	hdz5	barcode17	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-322	hdz-322-s133	2024-03-03	culi	hdz6	barcode18	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	2	6	4	none	none
hdz-339	hdz-339-s252	2024-03-08	culi	hdz11	barcode22	1	SQK-16S114-24	FLO-FLG114	AVN953	HDZ-PL011	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-373	hdz-373-s219	2024-03-08	culi	hdz10	barcode12	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-337	hdz-337-s160	2024-03-08	warble	hdz7	barcode22	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-342	hdz-342-s171	2024-03-09	culi	hdz8	barcode10	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-321	hdz-321-s132	2024-03-10	culi	hdz6	barcode17	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-338	hdz-338-s161	2024-03-10	warble	hdz7	barcode23	1	SQK-16S114-24	FLO-FLG114	AVH171	HDZ-PL-007	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-343	hdz-343-s172	2024-03-11	warble	hdz8	barcode11	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-221	hdz-221-s90	2024-03-14	culi	hdz4	barcode21	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	3	3	none	none
hdz-210	hdz-210-s105	2024-03-14	warble	hdz5	barcode13	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-219	hdz-219-s81	2024-03-16	culi	hdz4	barcode12	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	5	6	5.5	none	none
hdz-220	hdz-220-s85	2024-03-17	culi	hdz4	barcode16	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	3	3	none	none
hdz-341	hdz-341-s170	2024-03-20	culi	hdz8	barcode09	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	5	5	5	none	none
hdz-349	hdz-349-s173	2024-03-20	warble	hdz8	barcode12	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-229	hdz-229-s130	2024-03-21	culi	hdz6	barcode15	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	5	4	none	none
hdz-218	hdz-218-s204	2024-03-21	warble	hdz9	barcode20	1	SQK-16S114-24	FLO-FLG114	AWN500	PL8-9	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-211	hdz-211-s106	2024-03-22	culi	hdz5	barcode14	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	5	6	5.5	none	none
hdz-350	hdz-350-s174	2024-03-24	culi	hdz8	barcode13	1	SQK-16S114-24	FLO-FLG114	AVP307	PL8-9	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-224	hdz-224-s123	2024-03-25	culi	hdz6	barcode08	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	5	5	5	none	none
hdz-223	hdz-223-s122	2024-03-25	warble	hdz6	barcode07	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-217	hdz-217-s89	2024-03-26	warble	hdz4	barcode20	1	SQK-16S114-24	FLO-FLG114	AUD364	HDZ-PL-004	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-215	hdz-215-s108	2024-03-27	culi	hdz5	barcode16	1	SQK-16S114-24	FLO-FLG114	AVI712	HDZ-PL-005	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	6	4.5	none	none
hdz-228	hdz-228-s129	2024-03-27	warble	hdz6	barcode14	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	0	0	0	0	baseline	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-227	hdz-227-s128	2024-03-29	culi	hdz6	barcode13	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	3	3	none	none
hdz-226	hdz-226-s124	2024-03-30	culi	hdz6	barcode09	1	SQK-16S114-24	FLO-FLG114	AVI490	HDZ-PL-006	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	not_estrus	separated	steroid_probiotic_oat	3	3	3	none	none
hdz-370	hdz-370-s216	2024-04-04	culi	hdz10	barcode09	1	SQK-16S114-24	FLO-FLG114	AXK913	PL10-11	10	0.02	1	0.2	steroid_probiotic_oat	new_enclosure	none	none	0	0	0	0	estrus	together	steroid_probiotic_oat	3	6	4.5	none	none
