"diet_name"	"nutrient_class"	"nutrient"	"fed"	"fed_unit"	"relative_fed"	"relative_unit"
"water31_root31_protein19_gum19"	"CHOs"	"total"	5548.425	"mg"	0.18411	"proportion"
"water31_root31_protein19_gum19"	"Ash"	"calcium"	254.52055	"mg"	0.00845	"proportion"
"water31_root31_protein19_gum19"	"Ash"	"magnesium"	356.98761	"mg"	0.01185	"proportion"
"water31_root31_protein19_gum19"	"Ash"	"phosphorus"	107.16394	"mg"	0.00356	"proportion"
"water31_root31_protein19_gum19"	"Ash"	"potassium"	330.54289	"mg"	0.01097	"proportion"
"water31_root31_protein19_gum19"	"Ash"	"copper"	0.11077	"mg"	3.67543	"mg_kg"
"water31_root31_protein19_gum19"	"Ash"	"iodine"	0	"mg"	0	"mg_kg"
"water31_root31_protein19_gum19"	"Ash"	"iron"	2.53316	"mg"	84.05507	"mg_kg"
"water31_root31_protein19_gum19"	"Ash"	"manganese"	0.26483	"mg"	8.78754	"mg_kg"
"water31_root31_protein19_gum19"	"Ash"	"zinc"	0.78669	"mg"	26.1039	"mg_kg"
"water31_root31_protein19_gum19"	"Ash"	"total"	1560.31388	"mg"	0.05177	"proportion"
"water31_root31_protein19_gum19"	"vitamins"	"beta_carotene"	1.02329	"mg"	33.95471	"mg_kg"
"water31_root31_protein19_gum19"	"vitamins"	"lycopene"	0.05936	"mg"	1.9696	"ug_kg"
"water31_root31_protein19_gum19"	"vitamins"	"choline"	46.25473	"mg"	1534.8198	"mg_kg"
"water31_root31_protein19_gum19"	"vitamins"	"folic_acid"	0.00563	"mg"	0.18665	"mg_kg"
"water31_root31_protein19_gum19"	"vitamins"	"vit_B1_thiamin"	0.0607	"mg"	2.01405	"mg_kg"
"water31_root31_protein19_gum19"	"vitamins"	"vit_B2_riboflavin"	0.17153	"mg"	5.69183	"mg_kg"
"water31_root31_protein19_gum19"	"vitamins"	"vit_B3_niacin"	0.7196	"mg"	23.87755	"mg_kg"
"water31_root31_protein19_gum19"	"vitamins"	"vit_B5_pantothenic_acid"	0.51371	"mg"	17.04597	"mg_kg"
"water31_root31_protein19_gum19"	"vitamins"	"vit_B6_pyridoxine"	0.11476	"mg"	3.80793	"mg_kg"
"water31_root31_protein19_gum19"	"vitamins"	"vit_B7_biotin"	0.00302	"mg"	0.10004	"mg_kg"
"water31_root31_protein19_gum19"	"vitamins"	"vit_B12"	0.05005	"mg"	1.66075	"ug_kg"
"water31_root31_protein19_gum19"	"vitamins"	"vit_C"	11.9245	"mg"	395.67758	"mg_kg"
"water31_root31_protein19_gum19"	"vitamins"	"vit_A"	2002.58571	"mg"	66.4496	"IU_g"
"water31_root31_protein19_gum19"	"vitamins"	"vit_D3"	107.838	"mg"	3.57827	"IU_g"
"water31_root31_protein19_gum19"	"vitamins"	"vit_E"	4.17978	"mg"	138.69307	"mg_kg"
"water31_root31_protein19_gum19"	"vitamins"	"vit_K"	0.02382	"mg"	0.79047	"mg_kg"
"water31_root31_protein19_gum19"	"vitamins"	"total"	0	"mg"	0	"mg_kg"
"water31_root31_protein19_gum19"	"total"	"total"	88	"kcal"	1	"proportion"
"water31_root31_protein19_gum19"	"total"	"total"	96000	"mg"	1	"proportion"
"water31_root31_protein19_gum19"	"total"	"total"	30136.91071	"mg_dry"	1	"proportion"
