"","wolverine14","wolverine17","wolverine37","wolverine44","wolverine49","wolverine57","wolverine58","wolverine60","wolverine70"
"wolverine14",0,0.173255937501612,0.139677033438401,0.233937217124315,0.155350149497285,0.35464436301842,0.252771324060894,0.179681972762151,0.266818440180774
"wolverine17",0.173255937501612,0,0.149682323042191,0.211634195625296,0.166041702524746,0.365621086239794,0.211079271809719,0.167971190812765,0.253590422767269
"wolverine37",0.139677033438401,0.149682323042191,0,0.24139230848433,0.166811009750991,0.327205958373921,0.190688897336028,0.117381847457171,0.276445029486899
"wolverine44",0.233937217124315,0.211634195625296,0.24139230848433,0,0.118841944246004,0.270820787564367,0.240294977060635,0.16301037570528,0.128483772601218
"wolverine49",0.155350149497285,0.166041702524746,0.166811009750991,0.118841944246004,0,0.282595760474256,0.215811105707631,0.118759185246721,0.192855028890729
"wolverine57",0.35464436301842,0.365621086239794,0.327205958373921,0.270820787564367,0.282595760474256,0,0.199481788054105,0.29006805990518,0.347995040267634
"wolverine58",0.252771324060894,0.211079271809719,0.190688897336028,0.240294977060635,0.215811105707631,0.199481788054105,0,0.15938753914138,0.362157278578211
"wolverine60",0.179681972762151,0.167971190812765,0.117381847457171,0.16301037570528,0.118759185246721,0.29006805990518,0.15938753914138,0,0.25458801266012
"wolverine70",0.266818440180774,0.253590422767269,0.276445029486899,0.128483772601218,0.192855028890729,0.347995040267634,0.362157278578211,0.25458801266012,0
