"","buddy11","buddy16","buddy44","buddy46","buddy48","buddy50","buddy56","buddy57"
"buddy11",0,0.164240662346517,0.165500561633696,0.200263827105969,0.160828602370614,0.129413898746411,0.144994324677529,0.144051943551874
"buddy16",0.164240662346517,0,0.222452568407406,0.169260779496623,0.215437175543483,0.193753334002254,0.220573493534972,0.207933958608423
"buddy44",0.165500561633696,0.222452568407406,0,0.145694176337458,0.136981134698281,0.171993472998881,0.226324873835376,0.109479962804441
"buddy46",0.200263827105969,0.169260779496623,0.145694176337458,0,0.129052649210446,0.240300804652469,0.287794484452131,0.143786085710154
"buddy48",0.160828602370614,0.215437175543483,0.136981134698281,0.129052649210446,0,0.210820461002948,0.249304657417534,0.0871803919451941
"buddy50",0.129413898746411,0.193753334002254,0.171993472998881,0.240300804652469,0.210820461002948,0,0.0925998478968146,0.198079445235441
"buddy56",0.144994324677529,0.220573493534972,0.226324873835376,0.287794484452131,0.249304657417534,0.0925998478968146,0,0.233695321945453
"buddy57",0.144051943551874,0.207933958608423,0.109479962804441,0.143786085710154,0.0871803919451941,0.198079445235441,0.233695321945453,0
