"Taxa"	"goose20"	"goose22"	"goose37"	"goose42"	"goose44"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera"	0.245892270324332	0.140285714285714	0.10990424467629	0.181532304173814	0.353681200857756
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas"	0.180168595513645	0.180142857142857	0.138202086608547	0.151658090337336	0.204860614724803
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium"	0.152878982711816	0.108	0.257396026868658	0.19811320754717	0.119370979270908
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium"	0.115159308472639	0.0934285714285714	0.0838930970415892	0.0731846769582619	0.0939242315939957
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"	0.0724389198456922	0.105285714285714	0.134200371587823	0.0996283590623213	0.0210150107219442
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum"	0.0295756536648093	0.0292857142857143	0.0780334429041018	0.0756146369353917	0.0250178699070765
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella"	0	0.101857142857143	0.024581963698728	0.00857632933104631	0.017012151536812
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio"	0.0280040005715102	0.02	0.0205802486780049	0.0485991995425958	0.021300929235168
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola"	0.0334333476210887	0.0292857142857143	0.0164356152636844	0.0137221269296741	0.00443173695496783
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia"	0.000285755107872553	0.0641428571428571	0.0162926968700872	0.00485991995425958	0.00829163688348821
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella"	0.0262894699242749	0.0134285714285714	0.0198656567100186	0.024442538593482	0.00757684060042888
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia"	0.029432776110873	0.0277142857142857	0.0084321852222381	0.012292738707833	0.0111508220157255
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia"	0.0222888984140592	0.011	0.0182935543804488	0.0172955974842767	0.00385989992852037
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella"	0.0100014287755394	0.00542857142857143	0.0035729598399314	0.0178673527730131	0.01915654038599
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0.00985855122160309	0.0131428571428571	0.0114334714877805	0.0100057175528874	0.00314510364546104
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas"	0.00714387769681383	0.00557142857142857	0.00600257253108475	0.0164379645511721	0.0087205146533238
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia"	0.00128589798542649	0.0131428571428571	0.00614549092468201	0.00614636935391652	0.0147248034310222
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster"	0.00685812258894128	0.00528571428571429	0.00400171502072317	0.00428816466552316	0.00428877769835597
