"Taxa"	"goose20"	"goose22"	"goose37"	"goose42"	"goose44"
"k__Bacteria|p__Firmicutes"	0.757536790970139	0.596	0.637558953837359	0.669096626643796	0.853323802716226
"k__Bacteria|p__Proteobacteria"	0.0968709815687955	0.237	0.170501643561526	0.183676386506575	0.0913509649749821
"k__Bacteria|p__Bacteroidota"	0.143163309044149	0.165428571428571	0.186508503644419	0.145940537449971	0.0343102215868477
"k__Bacteria|p__Actinobacteria"	0.00200028575510787	0.000142857142857143	0.00242961269115335	0.00128644939965695	0.0208720514653324
"k__Bacteria|p__Fusobacteria"	0.00042863266180883	0.00142857142857143	0.00300128626554238	0	0.000142959256611866
