"","joans14","joans21","joans29","joans41","joans44","joans49","joans51","joans56","joans57"
"joans14",0,0.40358183109992,0.38426705761831,0.353506499887548,0.40834555138237,0.411351302319803,0.426671422889686,0.391135413284253,0.265686317452324
"joans21",0.40358183109992,0,0.157171079692854,0.190563555095011,0.13469852974528,0.15073231438172,0.214801624750337,0.0904799437431125,0.248725153667099
"joans29",0.38426705761831,0.157171079692854,0,0.209879124397517,0.152131768300703,0.156068059053243,0.192027148364262,0.0993139959727035,0.208657638411344
"joans41",0.353506499887548,0.190563555095011,0.209879124397517,0,0.203368416691578,0.223369617850521,0.28127777129154,0.189822374842318,0.187366266577902
"joans44",0.40834555138237,0.13469852974528,0.152131768300703,0.203368416691578,0,0.077935316760322,0.138371133197013,0.0970660434273725,0.25630952160585
"joans49",0.411351302319803,0.15073231438172,0.156068059053243,0.223369617850521,0.077935316760322,0,0.115025579568661,0.096927072982619,0.252607731681535
"joans51",0.426671422889686,0.214801624750337,0.192027148364262,0.28127777129154,0.138371133197013,0.115025579568661,0,0.168051122695076,0.273720798339574
"joans56",0.391135413284253,0.0904799437431125,0.0993139959727035,0.189822374842318,0.0970660434273725,0.096927072982619,0.168051122695076,0,0.226271576124927
"joans57",0.265686317452324,0.248725153667099,0.208657638411344,0.187366266577902,0.25630952160585,0.252607731681535,0.273720798339574,0.226271576124927,0
