"Taxa"	"hdz.013"	"hdz.014"	"hdz.021"	"hdz.011"	"hdz.010"	"hdz.016"	"hdz.026"	"hdz.024"	"hdz.020"	"hdz.028"	"hdz.035"	"hdz.040"	"hdz.047"	"hdz.054"	"hdz.069"	"hdz.064"	"hdz.063"	"hdz.057"	"hdz.071"	"hdz.065"	"hdz.187"	"hdz.184"	"hdz.181"	"hdz.180"	"hdz.167"	"hdz.060"	"hdz.174"	"hdz.169"	"hdz.163"	"hdz.098"	"hdz.102"	"hdz.097"	"hdz.088"	"hdz.091"	"hdz.087"	"hdz.085"	"hdz.192"	"hdz.264"	"hdz.258"	"hdz.269"	"hdz.274"	"hdz.245"	"hdz.253"	"hdz.252"	"hdz.249"	"hdz.240"	"hdz.272"	"hdz.250"	"hdz.270"	"hdz.273"	"hdz.262"	"hdz.271"	"hdz.203"	"hdz.266"	"hdz.204"	"hdz.394"	"hdz.254"	"hdz.196"	"hdz.235"	"hdz.198"	"hdz.326"	"hdz.330"	"hdz.318"	"hdz.317"	"hdz.308"	"hdz.314"	"hdz.319"	"hdz.324"	"hdz.305"	"hdz.310"	"hdz.320"	"hdz.301"	"hdz.241"	"hdz.327"	"hdz.236"	"hdz.233"	"hdz.230"	"hdz.222"	"hdz.400"	"hdz.398"	"hdz.339"	"hdz.321"	"hdz.384"	"hdz.347"	"hdz.396"	"hdz.345"	"hdz.221"	"hdz.408"	"hdz.219"	"hdz.220"	"hdz.348"	"hdz.392"	"hdz.341"	"hdz.229"	"hdz.405"	"hdz.350"	"hdz.224"	"hdz.390"	"hdz.215"	"hdz.227"	"hdz.226"	"hdz.388"	"hdz.377"	"hdz.357"	"hdz.352"	"hdz.354"	"hdz.361"	"hdz.362"	"hdz.452"	"hdz.437"	"hdz.426"	"hdz.442"	"hdz.445"	"hdz.311"
"Acetate -- Production"	0.051585582984457	0.0510886628899051	0.0539777007684195	0.0524498305968204	0.0506422018348624	0.0504718822475832	0.0516563944530046	0.0518346137906851	0.05456043453053	0.0547894148341409	0.0575311038559957	0.0530325903560963	0.0561251155871828	0.0552761926285854	0.0544455635930776	0.053043078338188	0.0528307683713656	0.0522742311343825	0.0548418373530481	0.0534758235528774	0.0619648906683092	0.0620896018618569	0.0554384150222788	0.0613661371780041	0.0553554960256466	0.0601261415411552	0.0557416057107606	0.0537031634226649	0.0546304532197009	0.0550798580301686	0.0545577685245573	0.0521292589401848	0.0542466796379325	0.053464298317845	0.0558503462541595	0.0546168466342238	0.0580265654648956	0.0516724945569704	0.0571524064171123	0.0531545741324921	0.0526661162972841	0.0542882721575649	0.0555433451599736	0.0508209061501841	0.0515558304979895	0.0590866795504974	0.0548832452701551	0.0590470113975813	0.0544215599005495	0.0546472040795453	0.0532679590199907	0.0571355647925326	0.055170570212416	0.0557556115712399	0.0516958045419447	0.0526897675365861	0.0537692809037584	0.0549143194800078	0.0571387910484933	0.0659059870478876	0.0549788319897929	0.0586036416254673	0.0592405637637184	0.0546319255314825	0.0589020078713895	0.0638937609621648	0.0540709110972508	0.0548124897519384	0.0583257542805172	0.0642292762161716	0.0597762237762238	0.057910600910665	0.0533629353579004	0.0581722794429657	0.0608213096559379	0.0564297578459656	0.0551724137931034	0.0543927689990064	0.060805897545197	0.0580179836685413	0.0516422878164141	0.0517984835962485	0.0574129106818557	0.053483316003403	0.0404674961430459	0.0530162624970634	0.0518095449336439	0.0509674800414956	0.0465248162598675	0.0565737696081074	0.0545232320531673	0.0509928266971619	0.051500321661612	0.0511675346551485	0.0542275612187827	0.0558314809669353	0.066473438128081	0.0600582904648904	0.0530122161615809	0.0509502552221658	0.0563818550344	0.0572530960233991	0.0587460367078998	0.0496539477278937	0.051182191576752	0.0507326844775405	0.0518681083395782	0.0576153070269279	0.0426764436296975	0.0474100807939958	0.0539672093068272	0.0542532924708026	0.0566874742545708	0.0639940945999659
"Succinate -- Production"	0.0462441653433425	0.0451163743089209	0.0487419014615037	0.0469442272608809	0.0437512742099898	0.0452364003765873	0.0463020030816641	0.0462239790876343	0.0499832168685728	0.0491520685799478	0.0516632842142416	0.0465678003729687	0.0505367265709805	0.0480629790760306	0.0462228733632451	0.0457356022280137	0.0445214088204899	0.0455709312695993	0.0458530279158082	0.0473241092611644	0.0548198336926394	0.0570470728396088	0.0474419159770847	0.0549614874587365	0.0471213385446401	0.0530033226557371	0.0495505419934785	0.0485975076063852	0.0468733839439009	0.0485581188997338	0.0484121808056991	0.0425682866264633	0.0483461636071398	0.0476022428733875	0.0469241838294811	0.0465757430188601	0.0505123339658444	0.0413406346902421	0.0508355614973262	0.0486067297581493	0.0474376071632692	0.0473052820053715	0.0500172689880373	0.0413403047626798	0.0419300958861739	0.0524300336411137	0.0497130844838362	0.0534932281546359	0.0496945885386292	0.0490363681526615	0.0476385042599235	0.0525960767155254	0.0485287162509511	0.0513143680230464	0.0467657948403192	0.0469000029094295	0.0475505105366066	0.0477447311404372	0.0524780303838901	0.0609718489801313	0.0501362871890042	0.0542385144097432	0.0541360632958058	0.0487785049388236	0.0547328397038223	0.0616887997995489	0.0476658830302739	0.0490267269447893	0.0550041520028471	0.0603199074966275	0.0551048951048951	0.0537848179738771	0.0476936190457312	0.0543532770126914	0.0548834628190899	0.0520150362793951	0.0511375017885248	0.0497772364498862	0.0566936636493568	0.053665046230102	0.0465796619076815	0.0464802903446046	0.0518408453029552	0.0479062293222422	0.027947656414753	0.0480826959722259	0.0443976193116705	0.0466374994362004	0.0438027402232102	0.051102366449248	0.0495960888413575	0.043819523859029	0.0458597555371749	0.0461141417731692	0.0502395253264596	0.0500486246179495	0.0637654177333024	0.0564111548201118	0.0491260477841869	0.0455067713925148	0.0514430900111336	0.0527101873171946	0.0544589827178136	0.0419816045897459	0.0410521611440976	0.0408038844252836	0.0413767262605717	0.0507992786624691	0.0398900091659029	0.0440880941639667	0.04754069801204	0.0453905408763356	0.0507937513862924	0.0602464368860371
"D-Glucose (Glucose) -- Consumption"	0.047976517010731	0.04924578527063	0.0459921651348501	0.0486056815220224	0.0499082568807339	0.0486348710647776	0.048497688751926	0.047913545219803	0.0467181349363767	0.0466828177413343	0.0458395835171623	0.0493917058875766	0.0460338519679974	0.0487221500273085	0.0490980679424961	0.0473963922530533	0.0502890819205095	0.0503898270951409	0.0506605259968489	0.0499275651388859	0.051370495842316	0.0518937190036849	0.051698758752387	0.0516039838614113	0.0494708181458873	0.0502576550406876	0.0499911870979114	0.0490559746592756	0.0481352005460977	0.0484693877551021	0.0468569708523554	0.0501866585584216	0.0497208358006937	0.0488766027526174	0.0486779386635489	0.0505649658514171	0.0476280834914611	0.0496536253876097	0.0486631016042781	0.048527865404837	0.0491310514172011	0.0501342882721576	0.0483531665044428	0.0480336907208105	0.0476832663161151	0.0491374991052895	0.047639338673939	0.0473304138511064	0.0485435403173824	0.0483642367655869	0.0499689774670481	0.0475096623641799	0.0489605395735231	0.0489737126395391	0.0498742748529907	0.0493730179511798	0.0482022593960461	0.0512901319676974	0.0504500658199025	0.0475791885105071	0.049846314446442	0.0512239237911492	0.0491449961716247	0.0489410999552864	0.0504636115002335	0.044825858180907	0.0511922467974859	0.0484645475627182	0.0507730633872435	0.0436637942901192	0.0472167832167832	0.0493383783321576	0.050052530378417	0.0500713651969293	0.0492230854605993	0.0507037328437801	0.0501073114894835	0.0483669348376551	0.0467390486697926	0.0480094048867283	0.050083209249365	0.0500736641632829	0.0504787848770018	0.0493808488514983	0.0383364595935492	0.0487091806103005	0.0485194632361096	0.0414505435027739	0.0366119226930406	0.0509406500997251	0.0482019746767756	0.0517205530720449	0.0502021872989615	0.0497921463784018	0.0482211900882718	0.0444046957488192	0.0374891573402162	0.0445141664941312	0.0494745830646707	0.0504228588649677	0.0492734591338605	0.0497230692637999	0.052159156879382	0.050382478827065	0.050288365362106	0.0501012476321119	0.0499411197944546	0.0490876302839502	0.00403299725022915	0.0404790222696141	0.0411529006407154	0.0519616775725448	0.0397667860198359	0.0412242348532167
"Cellobiose -- Consumption"	0.0478802752514316	0.0491775305439902	0.045916829893024	0.0486056815220224	0.0499082568807339	0.0485889457852075	0.048497688751926	0.047913545219803	0.0467181349363767	0.0466828177413343	0.0458395835171623	0.0493206642394104	0.0459534434929441	0.0487221500273085	0.0486219210694992	0.047294189789974	0.048850654973047	0.0498575908397825	0.0505797277097726	0.0497176090197148	0.0510625192485371	0.0514504197489818	0.0511020050922979	0.0489518381626837	0.0489438320671029	0.0498199399136508	0.0497708645456949	0.0489726170132955	0.0480524584738225	0.0484250221827862	0.0466562986003111	0.0501528742039562	0.0493824549530497	0.0487981806062032	0.04836316215487	0.0505231938845841	0.0474762808349146	0.0495744540476348	0.0485294117647059	0.0484227129337539	0.0491310514172011	0.0499194270367054	0.0482275738641715	0.0479930014444693	0.0475595422208476	0.0490659222675542	0.0474404863360037	0.047098402018503	0.0483286779827496	0.0481888981428718	0.0499084456954344	0.0470903522205206	0.0486109683123933	0.048653623014444	0.0498742748529907	0.0490529807104827	0.0481479469910928	0.0512901319676974	0.0503077525171665	0.0471386404687431	0.0496143362523923	0.0511274568913542	0.0488614128122962	0.0487785049388236	0.0503301981188713	0.0440741668754698	0.0508324137600153	0.0481366095898433	0.0506148918502115	0.043608732758858	0.0471048951048951	0.0489535902862395	0.0496560746922513	0.0499942136326814	0.0491120976692564	0.0505288923856981	0.0501073114894835	0.0478540978877528	0.0465384518943858	0.0479458583547803	0.0500481737759482	0.0500017966869094	0.0500660392933795	0.0493052273371775	0.0382698647013774	0.0483959382912632	0.0485194632361096	0.0402327364575346	0.0356138281462662	0.0509406500997251	0.0481637797681569	0.0498492566794885	0.0501792114695341	0.0497612387766772	0.0481239209201663	0.0443699638788553	0.0374256881122136	0.0444823137810763	0.0492654618963804	0.05019683185474	0.0491592680350567	0.0495986060115751	0.052159156879382	0.0502458792459703	0.0502245206324885	0.0500141528948113	0.0499411197944546	0.0489653696854846	0.00139321723189734	0.0401509248246729	0.0401269816689572	0.0517407990281344	0.0397667860198359	0.0412242348532167
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.045859198306145	0.0486314927308716	0.045916829893024	0.0486056815220224	0.0497043832823649	0.047119336838963	0.047919876733436	0.0478497880072683	0.0444600408898111	0.0461237420797615	0.0450013235683402	0.0489654559985792	0.0452297672174647	0.0477993106955195	0.048438787656808	0.047294189789974	0.0482361813255873	0.0491958917114992	0.0501555367026219	0.0486678284238594	0.050816137973514	0.0515058321558197	0.0509826543602801	0.0488389808989081	0.0484827192481665	0.0495214977815802	0.0495946065039218	0.0485975076063852	0.0473284653414145	0.0476264418811003	0.0467566347263332	0.0494096184057163	0.046886896201675	0.0487981806062032	0.047913481428186	0.0503143340504188	0.0467552182163188	0.0494688922610015	0.0480280748663102	0.047739221871714	0.04841133760928	0.0494359892569382	0.0478507959433577	0.0479930014444693	0.0475842870399011	0.0479922697015246	0.0474404863360037	0.04673588353006	0.0475920071211517	0.0479112786569062	0.0493182609222016	0.0448479544957339	0.0485287162509511	0.0483735445924859	0.0492209000732572	0.0486456605859591	0.0478763849663263	0.0509749852274965	0.0498808126089586	0.0472267500770959	0.0489763962187554	0.0501627878934041	0.0483793211014378	0.0485346124141295	0.0503301981188713	0.0434477574542721	0.0503526363767212	0.0479492164624863	0.0493495195539563	0.0431957712743992	0.0467692307692308	0.0486970649222942	0.0480107835946637	0.0494541526829456	0.0487791342952275	0.0481248360870706	0.0487909572184862	0.0474053655565884	0.0463880043128307	0.0472468465033521	0.0497328545151967	0.0499658629487226	0.0496532937097573	0.0491539843085358	0.0379923859839951	0.0479782818658801	0.0484455288159403	0.0393757611294033	0.0343662099627983	0.0508867446498841	0.0480110001336822	0.0482378625636761	0.049811598198695	0.0494058013568438	0.0475889404955864	0.0440573770491804	0.0373833752935452	0.0438611858765071	0.0494397295366223	0.0489348477143019	0.048930885837449	0.0482502541124733	0.0496137185727683	0.0500637464711775	0.0500117048670966	0.0498399634202104	0.049834064875281	0.0487819787877862	0.000403299725022915	0.0386744863224378	0.0406883335591646	0.0517407990281344	0.0397034126556608	0.0409403213900403
"D-Xylose (Xylose) -- Consumption"	0.0461479235840431	0.0486314927308716	0.045916829893024	0.0486056815220224	0.0497043832823649	0.047119336838963	0.047919876733436	0.0478497880072683	0.0444600408898111	0.0461237420797615	0.0450013235683402	0.0489654559985792	0.0452297672174647	0.0477993106955195	0.0485120410218845	0.0472430885584343	0.0482920425662654	0.0491958917114992	0.0501959358461601	0.0487098196476936	0.0509393286110256	0.0512287701216302	0.0509826543602801	0.0486696950032446	0.048307057221905	0.0495214977815802	0.0495505419934785	0.0485558287833951	0.0474318929317585	0.0475820763087844	0.0466061305373	0.0494434027601818	0.0469291938076305	0.0487981806062032	0.0479584495008544	0.0503143340504188	0.046831119544592	0.0494688922610015	0.0480280748663102	0.0478969505783386	0.0484536737156284	0.0494717994628469	0.0478507959433577	0.0479523121681281	0.0475100525827405	0.0480638465392599	0.047326856428612	0.0466778805719092	0.0475613125019184	0.0479112786569062	0.0492879950363948	0.0447385692408663	0.0484875902202299	0.0483735445924859	0.0492604985447562	0.0486456605859591	0.0479306973712796	0.0509749852274965	0.0498096559575906	0.0468743116436847	0.0489763962187554	0.0503074882430966	0.0484360377733035	0.0484126661517824	0.0502634914281902	0.0434477574542721	0.0503526363767212	0.0479492164624863	0.0495076910909882	0.0431957712743992	0.0467692307692308	0.0487398191496184	0.0479711380260472	0.0494541526829456	0.0487791342952275	0.0481248360870706	0.0487909572184862	0.0474694701753261	0.0462877059251273	0.047183299971404	0.0497328545151967	0.0499658629487226	0.0496532937097573	0.0491539843085358	0.0379923859839951	0.0479782818658801	0.0484455288159403	0.0385638897659104	0.0337537428545504	0.0508867446498841	0.0480110001336822	0.0482378625636761	0.049811598198695	0.0493748937551191	0.047491671327481	0.0440226451792165	0.0373410624748768	0.0438293331634522	0.0492306083683321	0.0489348477143019	0.048930885837449	0.0481257908602485	0.0496137185727683	0.0500637464711775	0.0500117048670966	0.0498399634202104	0.049834064875281	0.0487819787877862	0.000403299725022915	0.0389205594061436	0.0398559842047192	0.0517407990281344	0.0397034126556608	0.0409971040826756
"Sucrose -- Consumption"	0.0461479235840431	0.0487680021841512	0.045916829893024	0.0486056815220224	0.0497859327217125	0.0472111873981033	0.0479969183359014	0.0478497880072683	0.0444600408898111	0.0463101006336191	0.0450013235683402	0.0489299351744961	0.0454709926426245	0.0477993106955195	0.0485120410218845	0.0472430885584343	0.0483479038069436	0.0491958917114992	0.0501555367026219	0.0486258372000252	0.050816137973514	0.0513950073421439	0.0510622215149586	0.0490082667945715	0.0484388037416012	0.0496010823501323	0.0495505419934785	0.0486391864293752	0.0471629811968641	0.0476264418811003	0.0467566347263332	0.0494434027601818	0.047056086625497	0.048680547386582	0.0479584495008544	0.0503561060172518	0.0469070208728653	0.0494688922610015	0.0480280748663102	0.0479495268138801	0.0485806820346732	0.0494717994628469	0.0477879996232221	0.0480336907208105	0.0475842870399011	0.0479922697015246	0.0473836713823078	0.04673588353006	0.0476533963596182	0.0479551133125849	0.0493485268080084	0.0448479544957339	0.0485698422816722	0.048333533389349	0.0491813016017582	0.0487620377643944	0.047822072561373	0.0509749852274965	0.0499519692603266	0.0467421472311556	0.0490343907672679	0.0500663209936091	0.0482091710858407	0.0485346124141295	0.0503301981188713	0.0424705587572037	0.05044859185338	0.0479960647443255	0.0495076910909882	0.0431957712743992	0.0467692307692308	0.0487398191496184	0.0480504291632803	0.0495313042471936	0.0487791342952275	0.0479499956289886	0.048733724424095	0.0473412609378506	0.0463880043128307	0.0472468465033521	0.0497328545151967	0.0499658629487226	0.0496532937097573	0.0491917950656962	0.0381588732144245	0.0479782818658801	0.0484085616058556	0.0387443056244644	0.0320751292986118	0.0508867446498841	0.0480873899509196	0.0484457843850712	0.0498575498575499	0.0494367089585684	0.0472971329912701	0.0440573770491804	0.03725643683754	0.0439567440156716	0.0494397295366223	0.0490666968036014	0.0490450769362528	0.0480843031095069	0.0494350913231814	0.0501092796648757	0.0500117048670966	0.0498835107888606	0.049834064875281	0.0487819787877862	0.00139321723189734	0.0367469138334085	0.0398559842047192	0.0516855793920318	0.0375804049557971	0.0409971040826756
"Raffinose -- Consumption"	0.0459554400654444	0.0486314927308716	0.045916829893024	0.0486056815220224	0.0497043832823649	0.047119336838963	0.0478428351309707	0.0478497880072683	0.0444600408898111	0.0461237420797615	0.0450013235683402	0.0488944143504129	0.0451493587424114	0.0477993106955195	0.0484754143393462	0.0471664367111248	0.0482641119459264	0.0491383526568659	0.0501151375590838	0.048583845976191	0.0507545426547582	0.0510625329011166	0.0509428707829408	0.0486132663713568	0.0482192262087743	0.0493225363601998	0.0495064774830352	0.0485558287833951	0.0471216101607265	0.0475377107364685	0.0466061305373	0.0494434027601818	0.0468445985957195	0.048680547386582	0.0478685133555176	0.0503143340504188	0.0467552182163188	0.0494425018143432	0.0479612299465241	0.047844374342797	0.0484536737156284	0.0494717994628469	0.0477879996232221	0.0479523121681281	0.0475100525827405	0.0479922697015246	0.0472132265212204	0.0466488790928338	0.0474538813346021	0.0478236093455486	0.049257729150588	0.0445562604827536	0.0484464641895088	0.0482134997799384	0.0491813016017582	0.0486456605859591	0.047822072561373	0.0509749852274965	0.0498096559575906	0.0463897087977444	0.048918401670243	0.0500663209936091	0.048152454413975	0.0484126661517824	0.0502634914281902	0.0422199949887246	0.0503046586383917	0.047902368180647	0.0494286053224722	0.043140709743138	0.0466573426573427	0.0485260480129973	0.0479711380260472	0.0493770011186977	0.0487791342952275	0.0479499956289886	0.0486764916297038	0.0471489470816372	0.0462877059251273	0.047183299971404	0.0497328545151967	0.0499658629487226	0.0496532937097573	0.0491539843085358	0.0379923859839951	0.0479782818658801	0.0484455288159403	0.0375264985792251	0.0328917521096089	0.0508867446498841	0.0480110001336822	0.0482378625636761	0.049811598198695	0.0493439861533945	0.0471998638231646	0.0439879133092526	0.0371718112002031	0.0438293331634522	0.0492306083683321	0.0489348477143019	0.048930885837449	0.0479598398572821	0.0494350913231814	0.0500637464711775	0.0500117048670966	0.0498399634202104	0.049834064875281	0.0487819787877862	0.000403299725022915	0.0367469138334085	0.0393333462379745	0.0517407990281344	0.0394182325168732	0.0409971040826756
"Lactose -- Consumption"	0.0454742312689476	0.0486997474575114	0.0456154889257195	0.0484753713838937	0.0497043832823649	0.047119336838963	0.0476117103235747	0.0468615512129809	0.0445821000274633	0.0457510249720462	0.0447366099002912	0.0488588935263298	0.0454709926426245	0.0478746445185227	0.0488783078472668	0.047294189789974	0.0496746082730498	0.0496849736758826	0.0500343392720075	0.0487518108715278	0.0508777332922698	0.0513950073421439	0.0515396244430299	0.0512936263860283	0.0487462122875587	0.0497204592029606	0.0497268000352516	0.0486808652523653	0.0472043522330017	0.0475820763087844	0.0467064666633221	0.0495785401780436	0.0473310210642078	0.0486413363133749	0.0482732260095332	0.0503143340504188	0.0469070208728653	0.0495216731543182	0.0480949197860963	0.047844374342797	0.0485806820346732	0.0496150402864816	0.0476624069829508	0.0480336907208105	0.0474729353541603	0.0480638465392599	0.0471848190443725	0.0468518894463618	0.0476533963596182	0.0479112786569062	0.0492274632647812	0.0447385692408663	0.0486932203738356	0.0484535669987596	0.0491813016017582	0.0488784149428297	0.0474690419291766	0.0509355918849714	0.0498808126089586	0.0463015991893916	0.0490923853157803	0.0499698540938141	0.0480957377421093	0.0483313686435511	0.0503969048095524	0.042921573540466	0.0505925250683682	0.0474338853622544	0.0492704337854403	0.0428103405555709	0.0463216783216783	0.0488253276042668	0.0484072392808294	0.0490683948617058	0.0485571587125416	0.0478625753999476	0.048733724424095	0.0461232731818328	0.0464381535066824	0.046960887109586	0.0498029254620303	0.0499658629487226	0.0496532937097573	0.0491161735513754	0.0280364496043154	0.048030488919053	0.0477616354293741	0.0390149294122953	0.0323700208692496	0.0508328392000431	0.04749536886733	0.0499532175901861	0.0498575498575499	0.0493130785516698	0.0471998638231646	0.0426854681856072	0.0368756214695242	0.0438611858765071	0.0494397295366223	0.0493680661505717	0.0489879813868509	0.0480428153587653	0.0494797481355781	0.049517348146799	0.0499265785609398	0.0498399634202104	0.049619955036934	0.048843109087019	0.00395967002749771	0.0368289381946438	0.0397591993960628	0.0519064579364422	0.0375804049557971	0.0402589290784169
"Maltose -- Consumption"	0.0463404071026419	0.0486997474575114	0.0455401536838933	0.048540526452958	0.0497859327217125	0.0472571126776734	0.0479969183359014	0.0478497880072683	0.0445821000274633	0.0463101006336191	0.0450895614576899	0.0489299351744961	0.0454709926426245	0.0478746445185227	0.0484754143393462	0.0471664367111248	0.0482920425662654	0.0491958917114992	0.0502363349896982	0.0488357933191963	0.0507545426547582	0.0511733577147923	0.0510224379376194	0.0487261236351324	0.0483509727284704	0.0493623286444759	0.0495064774830352	0.0487225440753553	0.0472043522330017	0.0476708074534162	0.0465559624742889	0.0496461088869745	0.0470983842314525	0.048680547386582	0.0480034175735228	0.0503561060172518	0.0470588235294118	0.0494688922610015	0.0480949197860963	0.0479495268138801	0.0486230181410215	0.0494001790510295	0.0479135922634933	0.0479930014444693	0.0473492112588927	0.0479922697015246	0.047042781660133	0.0466488790928338	0.0474538813346021	0.0478236093455486	0.049257729150588	0.0443739517246408	0.0484053381587876	0.0481734885768015	0.0493000970162552	0.0487620377643944	0.0474147295242233	0.0509355918849714	0.0498808126089586	0.0463015991893916	0.048918401670243	0.0500180875437116	0.0480957377421093	0.0482907198894354	0.0502634914281902	0.0421698822350288	0.0504006141150506	0.0471527956712188	0.0494286053224722	0.0427552790243097	0.0463776223776224	0.048483293785673	0.0480900747318969	0.0493770011186977	0.0487791342952275	0.0479499956289886	0.048733724424095	0.0458668547068816	0.0462877059251273	0.047119753439456	0.0497678899886135	0.0499299292105358	0.0496532937097573	0.0491539843085358	0.0279698547121436	0.0480826959722259	0.0477986026394588	0.0387443056244644	0.0317121858270574	0.0508867446498841	0.0475335637759487	0.0484457843850712	0.0498575498575499	0.0493130785516698	0.0471998638231646	0.042720200055571	0.0369179342881926	0.0439248913026167	0.0492306083683321	0.049142039140344	0.048930885837449	0.0479598398572821	0.0495244049479748	0.0501092796648757	0.0500542680201749	0.0498835107888606	0.049834064875281	0.048843109087019	0.0013198900091659	0.0367469138334085	0.0388881361181549	0.0516855793920318	0.0375804049557971	0.0403724944636874
