"","henry29","henry36","henry42","henry48","henry59","henry66"
"henry29",0,0.469196854719117,0.622444897957766,0.526415836195328,0.665807132647742,0.4154193386303
"henry36",0.469196854719117,0,0.439396108051322,0.395411476948254,0.61115083701044,0.386921663462139
"henry42",0.622444897957766,0.439396108051322,0,0.494364428221131,0.656815122725105,0.48454127902112
"henry48",0.526415836195328,0.395411476948254,0.494364428221131,0,0.56567986533948,0.329947977339679
"henry59",0.665807132647742,0.61115083701044,0.656815122725105,0.56567986533948,0,0.597545794547317
"henry66",0.4154193386303,0.386921663462139,0.48454127902112,0.329947977339679,0.597545794547317,0
