"","goose20","goose22","goose37","goose42","goose44"
"goose20",0,0.554537378753346,0.37319062371953,0.354250683286595,0.383846356143274
"goose22",0.554537378753346,0,0.421912331428268,0.516482022312359,0.502902865771702
"goose37",0.37319062371953,0.421912331428268,0,0.217331473175416,0.180644730545256
"goose42",0.354250683286595,0.516482022312359,0.217331473175416,0,0.183472030570679
"goose44",0.383846356143274,0.502902865771702,0.180644730545256,0.183472030570679,0
