"","hera11","hera14","hera17","hera24","hera44","hera45","hera58","hera67"
"hera11",0,0.529182164400056,0.683769333876734,0.435405917206893,0.554840041862197,0.539028136719302,0.519556443686243,0.645587970715923
"hera14",0.529182164400056,0,0.528451954374653,0.56125541850698,0.512900438897413,0.450275187205397,0.515896147741993,0.424827992140773
"hera17",0.683769333876734,0.528451954374653,0,0.545252925791683,0.320110587456007,0.396826645937199,0.529801338137316,0.562217278030995
"hera24",0.435405917206893,0.56125541850698,0.545252925791683,0,0.547888952608341,0.541048939035639,0.703354767294259,0.563211306708955
"hera44",0.554840041862197,0.512900438897413,0.320110587456007,0.547888952608341,0,0.307344376600714,0.433192172807113,0.568450838508466
"hera45",0.539028136719302,0.450275187205397,0.396826645937199,0.541048939035639,0.307344376600714,0,0.488563834893699,0.596997759243739
"hera58",0.519556443686243,0.515896147741993,0.529801338137316,0.703354767294259,0.433192172807113,0.488563834893699,0,0.632801551076844
"hera67",0.645587970715923,0.424827992140773,0.562217278030995,0.563211306708955,0.568450838508466,0.596997759243739,0.632801551076844,0
