"","franc19","franc22","franc44","franc45","franc47","franc48","franc49","franc56","franc68"
"franc19",0,0.653117844311101,0.789861479400259,0.678183294272404,0.543212201422105,0.685432019022511,0.751925379872635,0.762325922891941,0.63730005624234
"franc22",0.653117844311101,0,0.749342180154966,0.514509071404493,0.590572392133809,0.50716254096782,0.511307071631177,0.653227907668459,0.53772536248178
"franc44",0.789861479400259,0.749342180154966,0,0.739993970351201,0.739856124186621,0.744112987694354,0.795028507029982,0.604999618238174,0.757957146893481
"franc45",0.678183294272404,0.514509071404493,0.739993970351201,0,0.567188435913216,0.483722313319221,0.487637668521695,0.674311744296712,0.528847506308181
"franc47",0.543212201422105,0.590572392133809,0.739856124186621,0.567188435913216,0,0.568523374145339,0.587728623630474,0.757954288164578,0.564039101923253
"franc48",0.685432019022511,0.50716254096782,0.744112987694354,0.483722313319221,0.568523374145339,0,0.463614991243153,0.669223607622041,0.569967891083833
"franc49",0.751925379872635,0.511307071631177,0.795028507029982,0.487637668521695,0.587728623630474,0.463614991243153,0,0.680300469259775,0.593306219169421
"franc56",0.762325922891941,0.653227907668459,0.604999618238174,0.674311744296712,0.757954288164578,0.669223607622041,0.680300469259775,0,0.706457768488735
"franc68",0.63730005624234,0.53772536248178,0.757957146893481,0.528847506308181,0.564039101923253,0.569967891083833,0.593306219169421,0.706457768488735,0
