"","kubo14","kubo15","kubo21","kubo30","kubo48","kubo58"
"kubo14",0,0.32881513241455,0.380584678058087,0.231722739591064,0.454099609620264,0.422041417238354
"kubo15",0.32881513241455,0,0.140717061800636,0.34822159799466,0.296580359174556,0.394222233558368
"kubo21",0.380584678058087,0.140717061800636,0,0.338645117488998,0.219700183150175,0.325887997499232
"kubo30",0.231722739591064,0.34822159799466,0.338645117488998,0,0.436772161101837,0.423119584580906
"kubo48",0.454099609620264,0.296580359174556,0.219700183150175,0.436772161101837,0,0.190931481954967
"kubo58",0.422041417238354,0.394222233558368,0.325887997499232,0.423119584580906,0.190931481954967,0
