"","marshmallow24","marshmallow37","marshmallow41","marshmallow44","marshmallow49","marshmallow53","marshmallow60","marshmallow70"
"marshmallow24",0,0.178800377700382,0.263610191016875,0.191447188768431,0.188602562187515,0.185672960871898,0.216857875303783,0.248470306612602
"marshmallow37",0.178800377700382,0,0.133062293755446,0.204919596213357,0.25358313527755,0.251601443757043,0.211387574711163,0.20271862345889
"marshmallow41",0.263610191016875,0.133062293755446,0,0.239185197051,0.284639131752082,0.327823246464164,0.245285395266161,0.173171222175375
"marshmallow44",0.191447188768431,0.204919596213357,0.239185197051,0,0.0698669631637727,0.334249405436549,0.179133848477144,0.325534052590545
"marshmallow49",0.188602562187515,0.25358313527755,0.284639131752082,0.0698669631637727,0,0.335556193292772,0.212296343877834,0.365806473989245
"marshmallow53",0.185672960871898,0.251601443757043,0.327823246464164,0.334249405436549,0.335556193292772,0,0.35686185546982,0.282730583950883
"marshmallow60",0.216857875303783,0.211387574711163,0.245285395266161,0.179133848477144,0.212296343877834,0.35686185546982,0,0.343678241979353
"marshmallow70",0.248470306612602,0.20271862345889,0.173171222175375,0.325534052590545,0.365806473989245,0.282730583950883,0.343678241979353,0
