"","hamlet11","hamlet17","hamlet22","hamlet25","hamlet31","hamlet41","hamlet59","hamlet67"
"hamlet11",0,0.59004709624887,0.696666354299576,0.360280963540056,0.668990721864782,0.490193505123399,0.615714827738654,0.430453259804252
"hamlet17",0.59004709624887,0,0.789140998166746,0.55694289456969,0.598458875415328,0.578172070410601,0.426835662640233,0.562149861394657
"hamlet22",0.696666354299576,0.789140998166746,0,0.761911400452174,0.638821363724976,0.745547049258423,0.70236163948215,0.760584043441008
"hamlet25",0.360280963540056,0.55694289456969,0.761911400452174,0,0.760479402821284,0.617746085101217,0.675751225177108,0.606043902485007
"hamlet31",0.668990721864782,0.598458875415328,0.638821363724976,0.760479402821284,0,0.563114698748814,0.488852470931123,0.578182402445269
"hamlet41",0.490193505123399,0.578172070410601,0.745547049258423,0.617746085101217,0.563114698748814,0,0.506503944425306,0.397805918060489
"hamlet59",0.615714827738654,0.426835662640233,0.70236163948215,0.675751225177108,0.488852470931123,0.506503944425306,0,0.584788742946147
"hamlet67",0.430453259804252,0.562149861394657,0.760584043441008,0.606043902485007,0.578182402445269,0.397805918060489,0.584788742946147,0
