"Taxa"	"grogu22"	"grogu36"	"grogu37"	"grogu41"	"grogu45"	"grogu50"	"grogu56"	"grogu70"
"k__Bacteria|p__Proteobacteria"	0.804571428571429	0.762714285714286	0.897	0.760754609118193	0.213948835215092	0.668857142857143	0.787857142857143	0.76439491355908
"k__Bacteria|p__Firmicutes"	0.151714285714286	0.0854285714285714	0.079	0.0941832213805917	0.672145205087895	0.307	0.152142857142857	0.156879554222032
"k__Bacteria|p__Bacteroidota"	0.0435714285714286	0.141857142857143	0.0237142857142857	0.124767757610404	0.0778905245105045	0.0237142857142857	0.0567142857142857	0.0757251035862266
"k__Bacteria|p__Actinobacteria"	0.000142857142857143	0.01	0.000285714285714286	0.0202944118908103	0.0360154351865085	0.000428571428571429	0.00328571428571429	0.00300042863266181
