"Taxa"	"ophelia19"	"ophelia37"	"ophelia43"	"ophelia45"	"ophelia48"	"ophelia49"	"ophelia55"	"ophelia57"	"ophelia59"
"k__Bacteria|p__Firmicutes"	0.689492494639028	0.231693363844394	0.698528361194456	0.662179578977517	0.491275743707094	0.478335478335478	0.521869639794168	0.451659038901602	0.336340206185567
"k__Bacteria|p__Bacteroidota"	0.263045032165833	0.1154176201373	0.131590227175311	0.167263353859373	0.414902745995423	0.426998426998427	0.15494568324757	0.471967963386728	0.295389461626575
"k__Bacteria|p__Proteobacteria"	0.0350250178699071	0.645308924485126	0.158451207315331	0.158957468136904	0.0699370709382151	0.0892320892320892	0.301029159519726	0.0553489702517162	0.356958762886598
"k__Bacteria|p__Actinobacteria"	0.0100071479628306	0.00271739130434783	0.00114302043149021	0.00358012315623657	0.0154462242562929	0.00429000429000429	0.0160091480846198	0.016304347826087	0.00973654066437572
"k__Bacteria|p__Fusobacteria"	0	0.0034324942791762	0.00685812258894128	0.0050121724187312	0.00657894736842105	0.000715000715000715	0.00586049170954831	0.00185926773455378	0.000143184421534937
"k__Bacteria|p__Tenericutes"	0.00243030736240172	0.00143020594965675	0.00342906129447064	0.00300730345123872	0.00185926773455378	0.000429000429000429	0.00028587764436821	0.0028604118993135	0.00143184421534937
