"","franc19","franc22","franc44","franc45","franc47","franc48","franc49","franc56","franc68"
"franc19",0,0.098685019884223,0.216341767496338,0.125069750433999,0.103291851260327,0.127106332539764,0.122661367325773,0.160627979461171,0.121874296213042
"franc22",0.098685019884223,0,0.195627132468824,0.0765238633474399,0.103971513349145,0.0801985180387353,0.0827112540484165,0.120541400007331,0.117738370075377
"franc44",0.216341767496338,0.195627132468824,0,0.166887950462626,0.224610729086057,0.186913913009053,0.188263405788644,0.17598677986951,0.200806590925914
"franc45",0.125069750433999,0.0765238633474399,0.166887950462626,0,0.141881432764053,0.0737699971265735,0.0838471285266902,0.139063293633306,0.127722567052693
"franc47",0.103291851260327,0.103971513349145,0.224610729086057,0.141881432764053,0,0.119595306546448,0.117027657399803,0.152574552668761,0.127337874349401
"franc48",0.127106332539764,0.0801985180387353,0.186913913009053,0.0737699971265735,0.119595306546448,0,0.0451128558274616,0.101702533030138,0.137361618960239
"franc49",0.122661367325773,0.0827112540484165,0.188263405788644,0.0838471285266902,0.117027657399803,0.0451128558274616,0,0.0926493496568452,0.138793789189395
"franc56",0.160627979461171,0.120541400007331,0.17598677986951,0.139063293633306,0.152574552668761,0.101702533030138,0.0926493496568452,0,0.143556636720036
"franc68",0.121874296213042,0.117738370075377,0.200806590925914,0.127722567052693,0.127337874349401,0.137361618960239,0.138793789189395,0.143556636720036,0
