"ID"	"korra21"	"korra29"	"korra44"	"korra48"	"korra58"
"ko00010"	0.0121837367082198	0.0123159163079245	0.0108227706157536	0.0117530010865724	0.0114891410411275
"ko00020"	0.00574784570900232	0.00594852267493378	0.0061613667713885	0.00590299831091336	0.00613839884197298
"ko00030"	0.00646057145326366	0.00652355675160786	0.00597267667934862	0.00638869736966185	0.00621831379377481
"ko00040"	0.00465592396304616	0.00495461130727433	0.00290970529129779	0.00420050725844453	0.00397414502112927
"ko00051"	0.0111989478399412	0.0132552110345015	0.00743264916040671	0.0100968998840983	0.0109398171189845
"ko00052"	0.0069835339771778	0.00734517741459605	0.0065961321132818	0.00677082680765701	0.00686271216526643
"ko00053"	0.0020832311592674	0.00262758765387835	0.0011558438134424	0.00177368841948195	0.00224115973224517
"ko00061"	0.00443328211486513	0.00414692139044371	0.005774427271842	0.00465208068735903	0.00502951535253313
"ko00071"	0.0040503765785321	0.00387893761411784	0.00317052728960774	0.00390257544287783	0.00356974586596029
"ko00072"	0.000686423344298729	0.000743014765453992	0.000532093742301124	0.000652377747099295	0.000697570187827666
"ko00100"	1.27284916368064e-05	7.68042823569013e-06	6.61786427157865e-05	2.38685489785276e-05	4.71777356100479e-05
"ko00120"	0.000115397964011113	3.90617398495884e-05	0.000129537884725123	0.000115784985671183	2.88501841641395e-05
"ko00121"	0.000142872614524932	0.000109705936635037	0.000128587506336861	0.000134886137199293	8.8953558609193e-05
"ko00130"	0.00198642055418446	0.00278178752203075	0.00203044217373728	0.0019110981467292	0.00300828899208545
"ko00140"	0.000431404044335996	0.000397468662988654	0.000561439955531033	0.000430814941391912	0.000523708307971349
"ko00190"	0.00646826922830304	0.00620925963294416	0.00892524241006303	0.00676156427187308	0.00828306518919514
"ko00195"	0.0016773827112438	0.00146473329467535	0.00216111323250516	0.0017383187522003	0.00173955414498603
"ko00220"	0.00380674628123886	0.00377215292450756	0.0037516763271914	0.00378160603473293	0.00358535701034021
"ko00230"	0.0152802684277752	0.0150119947420229	0.0165155133067752	0.0153034756784727	0.0158369992291002
"ko00240"	0.0113796406404364	0.0112900785763226	0.0123862985317199	0.01139496827799	0.0119355905038787
"ko00250"	0.00663465813418033	0.00647406012509546	0.00715566001831397	0.00670135481197882	0.00686128942886671
"ko00253"	0.000119681696270153	0.000100815913625464	0.000129063268289269	0.00013513698102504	8.43147885031997e-05
"ko00260"	0.00759989099254156	0.00734205151084648	0.00841831647372203	0.00769565846182573	0.00768103512022421
"ko00261"	0.00172639851980606	0.00177554472971555	0.00180923013226861	0.00169514842956574	0.00191374380885193
"ko00270"	0.00827031462757516	0.0076464644352183	0.00904913448173073	0.00837801900894647	0.00774938761919718
"ko00280"	0.00502516876393526	0.00458480958792298	0.00419618041705013	0.0051277242377471	0.00386220562899819
"ko00281"	0.000785708692300744	0.000980489203593172	0.000357554304900482	0.000722627082376331	0.000770269293145116
"ko00290"	0.00276476729479576	0.00274293827401459	0.00254678621981017	0.00276355447885036	0.00247150348971124
"ko00300"	0.00450337339598096	0.00382321697116263	0.00509981141120336	0.00460819327167721	0.00407654262839615
"ko00310"	0.00251135360704161	0.00302486080236248	0.00127604679996056	0.0022879628005988	0.00249228710034996
"ko00311"	0.000210185052424193	0.000207167065492233	0.000121556106548008	0.00017331039005307	0.000128891045623301
"ko00330"	0.00436465738484958	0.00464286606664458	0.00369039549045177	0.00422148185999003	0.00415679898759731
"ko00332"	0.000384961299291662	0.000367574376137077	0.000364286025078908	0.000386586544201711	0.000317425448960431
"ko00333"	0.00166227666051881	0.00165619339148029	0.00196322053647514	0.00168383135182296	0.0019195536362508
"ko00340"	0.00323702337833579	0.00294912095932175	0.00348043140999114	0.00340894851798622	0.00282200101264352
"ko00350"	0.0027937916099046	0.00294281893994015	0.00203431478990716	0.0026332678892174	0.00255611158402498
"ko00360"	0.00316490538963213	0.00318455241928238	0.00248331157227403	0.00309098402860234	0.00278147869723823
"ko00361"	0.00028772127762218	0.000377008879899267	0.000415934788186991	0.000292495581667773	0.000531655500949336
"ko00362"	0.00287015086683936	0.00271638725086681	0.00172483612136444	0.00277027603143457	0.00205543010415012
"ko00364"	0.000179458497604157	0.000210711729119324	0.000183650283346089	0.000193527178658861	0.000253462095262683
"ko00365"	2.34718709239592e-05	1.09925611964551e-05	7.4065217488197e-05	3.2285225915043e-05	4.86863964381677e-05
"ko00380"	0.00163373316658004	0.00177268478156639	0.000864693250231053	0.00152514528541371	0.00143043106549911
"ko00400"	0.00546880404030086	0.00521125073300246	0.0058023803841543	0.00567457093796257	0.00511436528067599
"ko00401"	0.00128023178455926	0.00116112874313338	0.00146274343471489	0.00134536572895193	0.00118403772648017
"ko00405"	0.000502190462633215	0.000530062210913481	0.000454018188586374	0.000490427702757548	0.000507514035074494
"ko00410"	0.00267595483817889	0.00295611881727923	0.00163184633093329	0.00257427891445191	0.00233549035149084
"ko00430"	0.00126573090469199	0.00123422734325092	0.00123145100926531	0.00123054942281528	0.00126918400501611
"ko00440"	0.000696867178963994	0.000860601149885125	0.000406025070671448	0.000622742792783452	0.000741682176439602
"ko00450"	0.00379422313127058	0.00383453783590035	0.0038425397160744	0.00373464308208613	0.00391952101475023
"ko00460"	0.00110488313572845	0.000955091475376704	0.00137177264907631	0.00113046784988133	0.00102275664432181
"ko00471"	0.00100637601132682	0.000921961938656964	0.00112290120214404	0.00102094949889098	0.00100068700895648
"ko00472"	8.13687298800298e-05	7.92766227866133e-05	4.70708281494355e-05	7.34556060404785e-05	3.08549579122245e-05
"ko00473"	0.00070277721417208	0.000701756393419324	0.000666811967165804	0.000700837296717662	0.00064835894478382
"ko00480"	0.00211140925806252	0.00261633574000729	0.00224012738185313	0.00210014454292588	0.00289812780492429
"ko00500"	0.0111655237542102	0.011222207470238	0.0103675176097885	0.0108801154465958	0.00952933231913189
"ko00510"	0.000147725550170834	0.000120403384238673	0.000342692653169239	0.000177712601521176	0.000240966048879678
"ko00511"	0.00128999821112301	0.000742885505986917	0.00252122095327077	0.00143929715952105	0.00156724292408516
"ko00513"	0.00020920981193317	0.000105844870753302	0.000531755223684904	0.000240475051061946	0.000327610606722315
"ko00514"	1.61120147301347e-07	0	9.06436196772076e-07	1.05541202966278e-06	3.43861046720466e-08
"ko00515"	1.61120147301347e-07	0	9.06436196772076e-07	1.05541202966278e-06	3.43861046720466e-08
"ko00520"	0.0153239230856524	0.0160032905027612	0.0143363895106427	0.0149533602928096	0.0149656008153946
"ko00521"	0.00206431805952008	0.00160736811375159	0.00285116736186798	0.0022693540230406	0.00206006700335107
"ko00522"	1.13919840184283e-05	1.84182314968585e-05	2.8224247946157e-06	1.04887807995662e-05	1.78872714906517e-05
"ko00523"	0.00105738547183615	0.000758123911918203	0.00157747460009214	0.00108089592896624	0.00115506686973127
"ko00524"	0.000548597706254819	0.00046732648092035	0.000675231456328052	0.000639499241622014	0.000504711376319457
"ko00525"	0.00050987548253964	0.000402606085492651	0.000684606178957345	0.000508852826676166	0.000549471466705403
"ko00531"	0.000534822550216481	0.000393393174876782	0.000926481885540413	0.000557228771938256	0.000653887024067576
"ko00532"	1.94116488078406e-08	7.41796162596783e-08	1.05634649729806e-09	7.14530452688706e-09	1.81040455143354e-08
"ko00540"	0.00458578528161711	0.0051958497635503	0.00451165189897608	0.00450978971042315	0.00543208653668415
"ko00550"	0.00548835463028412	0.00467757504656038	0.00644313654805137	0.00572707020596306	0.00518147691999394
"ko00561"	0.00319762029001022	0.00341412181269291	0.0025895022639927	0.00313776543981321	0.00285494798865587
"ko00562"	0.00112220109087596	0.000974151664064477	0.00127655296323998	0.0012213172816452	0.00108748383060503
"ko00564"	0.00337735760962849	0.00380599938928766	0.00386710318327176	0.00344135718887072	0.0044287753247823
"ko00565"	0.000133271696492682	0.000180880026425496	9.89711857646663e-05	0.000119055199282019	0.000183663671795569
"ko00571"	4.52818282576209e-05	2.21548807378849e-05	0.000155206400580003	6.21074580596999e-05	9.87460397190975e-05
"ko00590"	0.000194973764069726	0.000178514009225741	0.000387997314088029	0.000204206755034169	0.000370384124307174
"ko00591"	6.68237811385009e-05	0.000123515521495123	1.11126975099307e-05	5.10606945910126e-05	0.000102591691382848
"ko00592"	0.000324717779195683	0.000416932813680877	0.000220956503659081	0.000312846314231234	0.00038671791507708
"ko00600"	0.00126554229282126	0.000991423198029623	0.00224139644665616	0.00142723623704571	0.00153883477961103
"ko00601"	3.62520331428031e-07	3.76491580180889e-08	8.88835493922133e-07	2.19200960006886e-07	2.26948290835507e-07
"ko00603"	0.000539335412043839	0.000417599163639494	0.000968852324126798	0.000619904625925443	0.000598503480305152
"ko00604"	0.000172087729994939	4.56664565771886e-05	0.00052049077386094	0.00020254516642668	0.000305190866476141
"ko00620"	0.0110733641904985	0.0107366030967533	0.0101281172194299	0.0111931086614117	0.0102532137651244
"ko00621"	0.000180558306317077	0.000249165835426806	0.000114390151906481	0.000160205695059853	0.000242976956629401
"ko00622"	0.00031544706311591	0.000368478633388873	0.000175087716768621	0.000299841895037868	0.000329790583764232
"ko00623"	0.00024156974322907	0.000294340858321446	0.000201394297555699	0.000220932618267063	0.000320112033563324
"ko00624"	1.00454047059604e-05	6.49396734997347e-06	5.02054017240839e-06	6.05369348869091e-06	4.5005935777448e-06
"ko00625"	0.00140036116648075	0.00133428351122569	0.00117704815691807	0.00134389480363162	0.00127925215269173
"ko00626"	0.000898794790595323	0.000887657475894677	0.000548436400112672	0.000814520521328194	0.000707694222408458
"ko00627"	0.0011286208011733	0.00119833239550482	0.000665902528162163	0.00108122047706236	0.000954551067019666
"ko00630"	0.00882235104422837	0.00920807008762593	0.00835486821273957	0.00886627017152344	0.00885118075870968
"ko00633"	0.000937230850927252	0.00106383012034977	0.000856994035751229	0.00101872992524709	0.00111097447968743
"ko00640"	0.00815472329919978	0.00847164297484867	0.00670254436794505	0.00808190022140567	0.00759398910506474
"ko00642"	0.000291020163720257	0.00035808728186039	0.00021084254523315	0.000285416258130906	0.00033889847014977
