"ID"	"hdz.013"	"hdz.014"	"hdz.021"	"hdz.011"	"hdz.010"	"hdz.016"	"hdz.026"	"hdz.024"	"hdz.020"	"hdz.035"	"hdz.040"	"hdz.047"	"hdz.054"	"hdz.069"	"hdz.064"	"hdz.063"	"hdz.057"	"hdz.071"	"hdz.065"	"hdz.187"	"hdz.184"	"hdz.181"	"hdz.180"	"hdz.167"	"hdz.060"	"hdz.174"	"hdz.163"	"hdz.098"	"hdz.102"	"hdz.097"	"hdz.087"	"hdz.085"	"hdz.192"	"hdz.264"	"hdz.258"	"hdz.274"	"hdz.252"	"hdz.249"	"hdz.240"	"hdz.272"	"hdz.250"	"hdz.270"	"hdz.273"	"hdz.262"	"hdz.271"	"hdz.203"	"hdz.266"	"hdz.394"	"hdz.196"	"hdz.235"	"hdz.198"	"hdz.326"	"hdz.330"	"hdz.318"	"hdz.317"	"hdz.308"	"hdz.314"	"hdz.319"	"hdz.324"	"hdz.305"	"hdz.310"	"hdz.320"	"hdz.301"	"hdz.241"	"hdz.327"	"hdz.236"	"hdz.230"	"hdz.222"	"hdz.398"	"hdz.339"	"hdz.321"	"hdz.221"	"hdz.408"	"hdz.219"	"hdz.220"	"hdz.392"	"hdz.229"	"hdz.405"	"hdz.350"	"hdz.224"	"hdz.215"	"hdz.227"	"hdz.226"	"hdz.388"	"hdz.352"	"hdz.354"	"hdz.361"	"hdz.452"	"hdz.426"	"hdz.442"	"hdz.445"	"hdz.311"
"txid2606214"	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	7	5	3	0	0	1	0	0	1	1	1	2	0	1	5	2	1	0	0	0	0	1	0	0	0	1	2	1	2	4	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"txid183670"	0	0	0	0	0	0	0	0	0	0	0	7	13	18	2	39	24	8	6	1	4	0	0	1	4	8	15	9	6	13	10	2	0	8	1	0	13	5	0	5	13	2	1	4	9	5	13	10	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	6	0	0	0	1	14	21	1	0	7	8	0	0	1	0	0	0	0	1	3	4	0	0	0	0	0	0	0	0
"txid1852381"	13	7	11	18	6	11	11	20	12	18	8	15	4	6	6	3	3	14	10	7	8	5	13	11	11	2	10	2	5	3	4	14	11	6	4	2	10	4	10	11	6	4	3	5	16	10	7	6	16	9	27	7	20	18	5	5	8	4	7	14	8	16	14	4	9	10	9	6	12	4	2	12	6	8	8	0	1	13	9	11	14	2	5	6	11	6	8	1	3	7	3	12
"txid2584944"	3	2	1	1	0	2	4	2	4	0	2	2	4	1	0	4	8	7	2	5	6	1	0	4	9	3	4	0	1	2	3	6	2	2	2	4	0	1	1	6	7	5	7	4	1	2	3	0	0	0	0	2	1	0	2	10	15	2	2	2	2	0	2	2	0	2	1	2	0	1	0	2	2	1	0	0	1	0	3	1	3	1	2	1	0	0	1	25	1	6	9	1
"txid1944635"	9	9	2	1	2	6	8	9	14	6	3	4	8	7	3	8	14	11	15	16	10	5	6	8	20	12	9	5	2	6	5	4	5	1	5	11	1	3	5	13	14	11	10	9	10	5	1	2	1	2	3	2	5	3	1	15	47	3	5	8	9	7	3	2	2	4	2	2	9	5	2	7	8	10	1	2	3	1	19	4	8	0	5	5	1	1	1	61	3	18	23	4
"txid70586"	0	0	0	0	0	0	0	0	0	0	0	5	4	6	0	0	0	5	0	2	0	0	0	0	3	0	11	0	3	9	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2505970"	3	1	3	3	0	0	1	1	1	2	2	0	2	0	0	0	0	5	1	1	0	1	0	4	1	0	2	3	0	1	1	2	3	0	0	1	0	0	1	1	3	0	1	1	1	2	1	2	2	0	7	2	3	2	2	0	0	1	1	2	2	3	3	0	5	2	0	3	2	1	0	6	0	0	0	1	2	0	0	0	2	0	0	1	2	1	5	17	1	7	3	1
"txid28898"	176	135	241	144	137	70	281	117	55	295	31	68	29	101	86	46	76	143	95	84	78	55	59	124	28	31	58	89	125	28	40	42	129	59	47	140	59	20	106	33	32	24	9	21	38	63	102	172	25	176	148	90	93	72	61	56	41	68	90	182	57	81	152	61	441	61	60	96	255	55	203	266	2	30	120	256	180	115	72	71	348	43	64	61	229	312	635	6	28	3	2	137
"txid650054"	3	3	4	0	0	1	3	1	0	4	1	6	0	1	0	1	1	2	1	2	2	1	1	1	0	0	1	0	0	0	1	2	2	0	0	3	0	1	1	1	0	0	2	0	1	1	1	0	0	0	6	1	1	3	2	0	0	1	2	5	3	2	3	1	4	3	2	4	2	0	1	2	1	0	0	3	0	2	0	1	2	1	0	2	0	2	1	24	0	12	5	0
"txid2267891"	205	108	178	102	49	54	165	84	19	122	56	140	25	56	43	39	46	80	52	56	78	48	29	87	15	36	60	65	49	22	51	69	64	31	28	83	34	11	57	41	33	46	38	73	26	48	92	37	40	97	184	63	85	153	16	15	30	38	81	166	74	141	117	41	312	137	71	60	193	22	64	77	93	80	15	86	46	66	30	50	140	10	24	32	74	83	137	1000	30	409	216	47
"txid654363"	1	2	2	3	2	1	4	1	1	2	0	1	0	1	1	0	1	2	1	1	1	1	0	0	1	0	0	1	0	1	0	1	2	2	1	2	1	0	1	0	0	1	0	0	0	1	1	1	0	6	1	0	0	3	1	0	0	2	1	1	1	1	0	0	6	0	1	0	4	0	4	3	0	1	3	2	1	0	1	1	6	1	0	1	2	4	6	2	0	0	1	1
"txid2040648"	631	618	1139	465	461	301	680	486	210	680	410	321	105	201	117	163	230	248	325	218	375	234	304	207	87	220	150	275	354	140	163	193	289	108	198	253	113	65	227	166	232	129	131	239	173	228	226	361	262	377	531	272	227	248	138	186	305	166	231	666	350	392	272	256	759	456	231	265	470	143	243	323	55	124	139	771	219	175	301	313	239	104	137	195	365	321	489	253	65	223	193	378
"txid222136"	179	169	315	135	124	87	195	120	59	216	124	94	30	76	36	46	47	102	88	117	122	108	98	75	33	59	74	67	116	70	75	88	132	29	64	65	26	15	69	47	63	44	31	74	50	57	53	80	116	121	235	70	58	89	39	56	83	53	52	188	106	115	101	66	195	119	60	74	118	43	74	131	9	56	54	162	56	57	81	86	74	40	35	54	125	83	141	64	24	63	42	101
"txid1591088"	7	5	11	7	4	2	4	4	2	10	2	6	0	1	1	1	4	2	2	3	2	5	1	5	0	1	2	5	2	0	3	3	4	1	3	2	1	0	5	2	6	0	1	4	3	1	3	5	1	5	6	3	1	2	2	4	1	3	2	6	6	3	3	4	14	3	4	1	7	1	2	3	1	2	2	8	2	3	3	2	0	0	2	6	5	6	4	3	0	0	1	3
"txid2293435"	6	5	11	1	3	6	6	9	2	21	3	2	1	1	0	1	3	3	6	5	8	3	4	4	1	1	3	3	2	2	1	3	2	1	2	3	2	1	4	2	2	2	0	4	1	3	7	7	2	5	11	4	5	5	2	2	3	0	5	13	5	3	8	4	20	8	9	8	16	2	3	5	0	4	4	7	2	4	6	0	4	1	2	4	10	3	5	2	1	2	1	5
"txid2867412"	1	2	3	0	1	1	4	1	1	2	1	4	0	1	1	0	0	2	1	1	2	0	1	1	0	1	0	2	1	1	1	1	0	1	0	2	0	1	1	1	1	0	1	1	1	0	0	0	1	3	3	2	1	3	0	0	0	1	1	1	0	2	0	0	2	0	2	0	5	1	1	1	0	0	1	6	0	0	3	0	2	0	0	1	2	2	1	1	0	1	1	2
"txid648"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	6	3	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	31	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	33
"txid196024"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	5	0	0	31	0	0	0	0	0	1	0	0	0	78	0	0	0	0	0	0	0	9	0	0	0	40	0	0	0	0	0	0	0	10	3	1	0	0	0	9	1	0	1	0	0	0	0	1	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51
"txid762983"	7	7	10	1	2	4	17	15	6	7	12	29	11	22	22	10	17	33	12	19	28	20	17	20	21	22	13	10	4	7	9	12	5	5	9	17	9	5	4	30	13	14	19	7	12	7	12	6	7	7	12	2	5	9	6	16	56	8	14	5	18	13	39	14	8	5	10	11	30	1	1	6	33	7	14	1	1	17	14	25	10	0	8	10	0	0	0	0	13	19	18	14
"txid35703"	0	0	4	2	3	6	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	2	0	1	0	1	2	0	0	0	0	0	0	4	1	0	0	0	7	5	1	9	2	15	1	22	0	3	0	0	0	2	0	2	0	2	0	0	1	2	1	3	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	4	0	0	0	0	0	4	1	1	5	0	2	8
"txid67824"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	1	1	0	0	1	1	0	0	0	0	2	0	1	0	0	9	3	1	0	1	1	0	0	0	0	0	0	2	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
"txid2653932"	1	0	3	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	3	0	0	0	2	1	0	7	0	10	2	2	3	1	1	0	5	0	1	0	0	5	2	1	2	1	41	0	1	1	1	0	1	0	0	0	0	2	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	6	0	0	1
"txid2497436"	3	0	7	2	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	3	8	0	4	0	0	0	6	1	1	0	0	0	1	0	0	1	3	2	1	0	2	1	1	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	20	2	0	0	0	0	0	0	0	0	20	0	0	0
"txid585054"	1	1	93	40	0	3	0	1	0	0	3	7	2	4	0	15	2	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	2	2	36	4	28	15	11	0	0	2	18	21	8	104	1	29	288	0	65	17	307	92	81	1	24	1	4	1	0	0	0	6	0	0	1	1	3	3	278	764	0	0	0	0	0	0	0	599	0	18	273	413
"txid1499973"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	1	0
"txid1028307"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	74	0	0	0	0	0	0	0	2	0	0	0	0
"txid571"	19	4	11	5	5	21	0	0	0	1	0	2	0	0	0	4	0	2	0	1	1	1	2	0	1	1	1	0	1	1	1	0	1	0	10	1	1	4	1	12	13	2	17	1	14	1	11	0	12	1	1	10	2	4	5	2	79	3	0	5	5	3	3	4	0	0	2	1	1	0	3	10	2	0	0	0	3	0	49	11	0	0	0	0	0	1	0	1	11	0	0	17
"txid573"	6	2	5	1	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	1	10	5	2	7	1	5	1	4	0	2	1	2	4	1	2	4	0	6	0	20	2	9	6	4	1	1	0	1	26	2	0	1	20	0	0	0	0	3	1	46	8	0	0	2	0	0	0	0	2	5	0	0	13
"txid73098"	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	2	0	4	0	10	3	1	17	0	3	0	31	0	1	0	1	2	4	1	0	0	17	2	1	0	5	1	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	25	7	0	1	0	0	0	1	0	10	23	0	0	9
"txid621"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	1	0
"txid623"	1	1	99	43	0	2	0	0	0	0	4	9	2	6	0	15	3	17	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	15	2	2	26	5	21	6	13	0	2	1	19	27	4	114	1	31	310	2	68	18	318	97	69	2	20	1	4	3	0	0	0	8	0	0	2	0	3	6	276	810	0	0	0	0	0	0	0	1945	1	10	231	394
"txid624"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	1204	0	2	14	2
"txid68334"	0	0	21	1	0	0	0	0	0	0	0	1	2	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2
"txid182337"	0	5	17	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	10	4	0	0	1	0	0	0	0	0	2	0	0	0
"txid582"	10	3	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	6	1	2	0	1	10	1	5	4	7	1	1	0	0	0	0	1	0	3	0	12	22	1	9	0	0	1	115	11	2	0	1	2	1	1	4	29	151	0	10	1	21	18	1	4	1	0	1	8	5	0	0	0	1	0	0	10	2	1	36	5	0	0	37	0	0	1	0	10	2	0	2	35
"txid584"	12	4	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	1	0	0	0	0	3	1	1	1	0	0	0	5	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	20	0	0	37	1
"txid626774"	4	0	5	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	5	3	2	9	27	6	4	0	0	0	10	0	0	0	764	3	1	7	0	6	10	0	2	2	2	0	3	0	0	0	0	2	0	1	1	27	40	0	2	0	31	0	67	4	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	4	0	25	107
"txid2027290"	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	10	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	3	0	34	0	4	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	2	14	0	0	0	0	0	0	0	0	4
"txid587"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	20	3	0	0	0	2	0	8	0	0	0	419	1	0	0	0	0	28	0	2	1	3	8	9	2	1	2	0	1	23	3	2	4	141	3	5	8	14	1	43	1	0	1	5	1	5	0	0	1	42	0	0	0	2	0	0	2	2	27	16	0	6	0	0	0	1	0	0	3
"txid333965"	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	15	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	6	0	0	1	4	1	1	0	2	0	2	0	0	1	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	9	2	0	4	0	0	0	0	0	0	2
"txid71656"	1	1	1	1	3	2	2	0	0	2	0	0	1	1	0	1	5	5	1	0	1	1	3	0	9	0	1	0	2	1	1	1	4	0	1	0	1	0	0	2	1	1	0	0	3	1	1	0	0	0	1	0	1	0	0	0	3	2	7	3	1	1	20	1	0	0	0	1	1	0	1	2	0	0	0	3	3	2	3	0	0	2	1	0	0	0	2	2	2	1	0	1
"txid2703885"	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	1	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	1	0	3	8	0	0	2	1	0	0	0	0	1	0	0	5
"txid2025884"	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	16	0	2	4	1	0	0	3	0	28	0	0	9	2	0	1	505	68	0	0	0	39	5	0	0	0	0	0	1	55	0	0	22	0	0	0	51	0	0	84	67	0	1	0	3	0	0	0	0	0	0	0	102
"txid249188"	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	5	1	0	0	2	1	19	0	0	2	1	1	0	181	23	0	0	0	25	4	0	0	0	0	0	1	26	0	0	15	0	0	0	30	0	0	44	40	0	0	0	1	1	0	0	0	0	0	0	54
"txid1908258"	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0	1	1	1	0	0	0	1	9	0	0	2	0	0	0	104	47	0	0	0	20	13	1	0	2	0	2	1	5	0	0	1	0	0	0	10	0	0	5	9	0	0	0	3	0	0	0	0	0	0	0	42
"txid2316085"	0	0	22	3	1	12	0	0	13	0	0	1	9	10	1	3	1	1	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	7	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	0	1	0	0	0	0	2	1	274	0	3	0	0	34	28	0	0	1	2	0	0	1	2	14	0	0	0
"txid296"	0	0	1	0	0	1	0	0	2	0	0	0	2	7	4	0	1	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	5	0	0	1	0	0	0	0	56	3	0	0	0	0	3	0	4	1	0	0	0	0	0	2	0	0	0	1	0	0	0	17	3	37	0	3	3	0	17	29	1	0	6	19	0	0	2	2	11	0	0	1
"txid1608996"	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	66	11	0	0	0	6	0	17	1	0	0	0	0	2	1	0	0	0	3	0	0	2	0	0	0	3	0	0	10	0	0	6	1	0	1	1	1	22	3	2	39	5	0	1	0	0	0	1	2	0	2	7	0	4	0	0	1
"txid2606638"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
"txid2153"	1	4	1	3	3	3	2	1	0	5	7	6	17	2	2	0	0	12	1	6	1	5	26	8	4	13	3	0	24	1	2	1	7	11	2	0	1	2	8	0	3	1	0	4	3	0	2	1	9	3	2	3	2	4	39	2	0	7	1	5	1	10	12	6	6	5	1	19	12	1	3	7	8	4	4	0	2	4	1	1	16	3	16	0	18	10	25	4	2	4	3	1
