"","wolverine14","wolverine17","wolverine37","wolverine44","wolverine49","wolverine57","wolverine58","wolverine60","wolverine70"
"wolverine14",0,0.762700435657092,0.660699695898948,0.683177151732491,0.631775516068727,0.730254196199864,0.765324303073318,0.659073996581266,0.693299039036631
"wolverine17",0.762700435657092,0,0.569606471394874,0.680794957093535,0.693585216063405,0.617206326557637,0.584714731086251,0.708028292972997,0.740207198879672
"wolverine37",0.660699695898948,0.569606471394874,0,0.627153884958813,0.642765796328432,0.505318211635886,0.490597314377059,0.689107093459444,0.678860448891811
"wolverine44",0.683177151732491,0.680794957093535,0.627153884958813,0,0.599951811557043,0.6781061224168,0.716328597720086,0.645344080387048,0.36535098682251
"wolverine49",0.631775516068727,0.693585216063405,0.642765796328432,0.599951811557043,0,0.675068195202488,0.704202816315511,0.564086209017219,0.662376304480695
"wolverine57",0.730254196199864,0.617206326557637,0.505318211635886,0.6781061224168,0.675068195202488,0,0.501692307734109,0.728356388943328,0.729750326345688
"wolverine58",0.765324303073318,0.584714731086251,0.490597314377059,0.716328597720086,0.704202816315511,0.501692307734109,0,0.716977889918894,0.769019898088062
"wolverine60",0.659073996581266,0.708028292972997,0.689107093459444,0.645344080387048,0.564086209017219,0.728356388943328,0.716977889918894,0,0.678799877742692
"wolverine70",0.693299039036631,0.740207198879672,0.678860448891811,0.36535098682251,0.662376304480695,0.729750326345688,0.769019898088062,0.678799877742692,0
