"","iris16","iris17","iris22","iris36","iris44","iris46","iris59","iris60"
"iris16",0,0.269743273925991,0.296474712013714,0.34868930006613,0.223453319687987,0.258368383247213,0.287304889408346,0.2789572888229
"iris17",0.269743273925991,0,0.244175481277659,0.422524524228695,0.263442950795449,0.31098883387252,0.222099180743578,0.292728312813417
"iris22",0.296474712013714,0.244175481277659,0,0.423609697377395,0.284507922030298,0.31050080055656,0.237049103581405,0.324085841402256
"iris36",0.34868930006613,0.422524524228695,0.423609697377395,0,0.412873450028807,0.394365590933209,0.348459038462624,0.434953833122331
"iris44",0.223453319687987,0.263442950795449,0.284507922030298,0.412873450028807,0,0.171844253270982,0.241386124852476,0.152415616827246
"iris46",0.258368383247213,0.31098883387252,0.31050080055656,0.394365590933209,0.171844253270982,0,0.213027983908337,0.158208358237696
"iris59",0.287304889408346,0.222099180743578,0.237049103581405,0.348459038462624,0.241386124852476,0.213027983908337,0,0.272218468430909
"iris60",0.2789572888229,0.292728312813417,0.324085841402256,0.434953833122331,0.152415616827246,0.158208358237696,0.272218468430909,0
