"Taxa"	"franc19"	"franc22"	"franc44"	"franc45"	"franc47"	"franc48"	"franc49"	"franc56"	"franc68"
"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"	0.0328788849239028	0.0226040978189028	0.0265957446808511	0.0280418523690201	0.031822771046909	0.0249798239883171	0.0231637445594708	0.0309768931594601	0.0337116802483508
"D-Mannitol (Mannitol) -- Consumption"	0.0284716503492238	0.021447455386649	0.0286993629041952	0.0254212972704145	0.031706275240758	0.0248453172437647	0.023040794747584	0.0306566003202928	0.0256920191437072
"Glycerol -- Consumption"	0.0284716503492238	0.021447455386649	0.0282786392595264	0.0254212972704145	0.031706275240758	0.0248453172437647	0.023040794747584	0.0306337222603523	0.0256920191437072
"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"	0.0238509165217922	0.0321050892267019	0.00727250871498978	0.0299164100307963	0.0179791860826344	0.033818838630337	0.0311308923697347	0.00738961336078701	0.0138727202173069
"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"	0.00760972336596822	0.013615333773959	0.00886524822695036	0.013867901069263	0.0139018328673501	0.0196379847046616	0.0212949074187916	0.022214596202242	0.0180119001422843
"Melibiose -- Consumption"	0.0046207338274316	0.0114838070059484	0.00480827022478663	0.00906673807838712	0.00945557626592109	0.0100880058414358	0.0130326800599995	0.0173186913749714	0.0170094425042039
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"	0.00672522646170738	0.00264375413086583	0.0329967544175983	0.00686700204671092	0.00429092885989438	0.00920410437723377	0.00789337792313178	0.00352322123083962	0.0082298538352089
"Fructan (Inulin, Levan) -- Macromolecule"	0.00337023820416629	0.00242894910773298	0.00453780502464239	0.00629315786453452	0.00545588692140416	0.0119518850159487	0.0104753239727543	0.0069778082818577	0.00187556590350537
"Mucin (Mucus Glycoprotein) -- Macromolecule"	0.0033549882575411	0.00218109715796431	0.00631085467003246	0.00591059507641692	0.00530055917986953	0.0115867952807348	0.0100081146875845	0.00679478380233356	0.00166537317294011
"Formate -- Production"	0.0139232012687956	0.00335426305353602	0.00757302560403895	0.00730694925304616	0.00102904628766698	0.0010952692056416	0.000885238645584872	0.00260809883321894	0.0117869615832363
"Mannan -- Macromolecule"	0.00269924055265807	0.00186715135492399	0.00360620266858997	0.00579582623998164	0.00524231127679404	0.011567580031513	0.0100572946123392	0.0051018073667353	0.00151985512870263
"D-Galactose -- Consumption"	0.00243999146002989	0.00198281559814937	0.00865488640461594	0.00504982880315232	0.00460158434296365	0.00978056185388725	0.008458947057811	0.00501029512697323	0.000873108265424913
"Urea -- Production"	0.0026534907127825	0.00186715135492399	0.00324558240173098	0.00577669810057576	0.00522289530910221	0.0115099342838477	0.00998352472520717	0.00485014870738961	0.00151985512870263
"Butyrate -- Production"	0.00100649647726233	0.00122273628552545	0.0332972713066474	0.00109030394613516	0.00155327741534638	0.00153721993774259	0.0017950672535471	0.00176161061541981	0.000953951623334627
"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"	0.00239424162015433	0.00191672174487773	0.00381656449092439	0.00476290671206412	0.00440742466604536	0.00958840936166942	0.00836058720830157	0.00425531914893617	0.00085693959384297
"Hemicellulose, not specified -- Macromolecule"	0.00230274194040321	0.0015862524785195	0.00327563409063589	0.00438034392394652	0.00421326498912706	0.00920410437723377	0.00786878796075442	0.00356897735072066	0.000646746863277713
"NH3 (Ammonia, NH4+, Ammonium) -- Production"	0.000457498398755604	0.000165234633179114	0.0337179949513163	0.0001912813940588	0.000368903386144765	0.000326659236770301	0.000319669510905648	0.000823610157858614	0.0001131807010736
"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"	0.00228749199377802	0.0015862524785195	0.00303522057939656	0.00438034392394652	0.00419384902143523	0.00918488912801199	0.00786878796075442	0.00313429421185084	0.000646746863277713
"L-Methionine (D-Methionine) -- Consumption"	0.00228749199377802	0.0015862524785195	0.00303522057939656	0.00438034392394652	0.00419384902143523	0.00918488912801199	0.00786878796075442	0.00313429421185084	0.000646746863277713
"Urea -- Consumption"	4.57498398755604e-05	1.65234633179114e-05	0.0299615338382017	0	1.94159676918298e-05	0	2.45899623773576e-05	0.000526195378631892	1.61686715819428e-05
"CO2 -- Production"	0.00889071888248391	0.00176801057501652	0.0051087871138358	0.00438034392394652	0.000601894998446723	0.000787825218093079	0.000885238645584872	0.00320292839167239	0.00363795110593714
"Ethanol -- Production"	0.00886021898923354	0.00170191672174488	0.0069419401370357	0.00426557508751124	0.000718390804597701	0.000595672725875255	0.000418029360415079	0.00176161061541981	0.00347626439011771
"H2 (Hydrogen) -- Production"	0.00131149540976607	0.000991407799074686	0.00808390431542253	0.00116681650375868	0.000970798384591488	0.00115291495330694	0.000983598495094303	0.00491878288721116	0.000582072176949942
"Arabinogalactan -- Macromolecule"	0.000762497331259341	0.000330469266358229	0.00156268782305566	0.00141548231603512	0.00128145386766076	0.00242112140194458	0.00223768657633954	0.00219629375428964	0.000873108265424913
"D-Ribose (Ribose) -- Consumption"	0.000518498185256352	0.000264375413086583	0.00610049284769804	0.00036343464871172	0.000582479030754893	0.000403520233657431	0.000245899623773576	0.00123541523678792	6.46746863277713e-05
"Nitrite (NO2-) -- Consumption"	0.000106749626376308	0.0010079312623926	0.00321553071282606	0.00097553510969988	0.000213575644610127	0.000749394719649514	0.000467209285169794	0.00146419583619309	0.000808433579097141
"CO2 -- Consumption"	0.000472748345380791	0.000181758096497026	0.00213366991224907	0.00021040953346468	0.000330071450761106	0.000365089735213866	0.000467209285169794	0.00180736673530085	0.0001131807010736
"Xylan -- Macromolecule"	0.000472748345380791	0.000396563119629874	0.0018331530231999	0.00040169092752348	0.000465983224603914	0.000653318473540602	0.000590159097056581	0.000983756577442233	0.000274867416893028
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"	0.000213499252752615	0.000380039656311963	0.000360620266858997	0.00055471604277052	0.00128145386766076	0.00096076246108912	0.00113113826935845	0.000457561198810341	0.000549734833786056
"Polypeptide -- Macromolecule"	0.000396498612254857	0.000181758096497026	0.00336578915735064	0.00030605023049408	0.000330071450761106	0.000384304984435648	0.000418029360415079	0.000205902539464653	0.000161686715819428
"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"	0.000411748558880044	0.000165234633179114	0.00315542733501623	0.00013389697584116	0.000310655483069276	0.000326659236770301	0.000344259473283006	0.00038892701898879	9.7012029491657e-05
"Pectin -- Macromolecule"	0.000442248452130417	0.00034699272967614	0.00147253275634091	0.00040169092752348	0.000446567256912085	0.000576457476653472	0.000590159097056581	0.000686341798215511	0.000177855387401371
"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"	0.000457498398755604	9.91407799074686e-05	0.00207356653443924	7.651255762352e-05	0.000310655483069276	0.000249798239883171	0.000221309661396218	0.00157858613589568	6.46746863277713e-05
"L-Fucose -- Consumption"	0.00102174642388752	0.00034699272967614	0.00138237768962616	0.00017215325465292	0.000330071450761106	0.000307443987548519	0.000172129736641503	0.00114390299702585	0.000161686715819428
"D-Psicose -- Consumption"	0.00100649647726233	0.000330469266358229	0.00135232600072124	0.00026779395168232	0.000310655483069276	0.000249798239883171	0.000172129736641503	0.00105239075726378	0.000161686715819428
"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"	0.00100649647726233	0.000330469266358229	0.00135232600072124	0.00017215325465292	0.000310655483069276	0.000249798239883171	0.000172129736641503	0.00100663463738275	0.000145518044237485
"FOS (Fructooligosaccharide) -- Consumption"	0.000396498612254857	0.000181758096497026	0.00168289457867532	0.00026779395168232	0.000330071450761106	0.000461165981322778	0.000418029360415079	0.000686341798215511	0.000145518044237485
"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"	6.09997865007473e-05	0.00011566424322538	0.00198341146772449	0.00021040953346468	0	0	0	0	0.00213426464881645
"Menaquinone (Vitamin K2) -- Production"	0.000411748558880044	6.60938532716457e-05	0.00312537564611131	5.738441821764e-05	0.000271823547685617	0.000192152492217824	0.000147539774264145	9.15122397620682e-05	4.85060147458285e-05
"Tyramine -- Production"	0.000396498612254857	6.60938532716457e-05	0.00312537564611131	1.912813940588e-05	0.000271823547685617	0.000192152492217824	0.000147539774264145	9.15122397620682e-05	1.61686715819428e-05
"Trimethylamine -- Production"	0.000396498612254857	6.60938532716457e-05	0.00315542733501623	5.738441821764e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	4.85060147458285e-05
"D-Glucuronic acid (D-Glucuronate) -- Consumption"	0.000411748558880044	0.000165234633179114	0.00129222262291141	0.00017215325465292	0.000271823547685617	0.000307443987548519	0.000270489586150933	0.000366048959048273	0.000145518044237485
"D-Galacturonate -- Consumption"	0.000411748558880044	0.00011566424322538	0.00129222262291141	0.00017215325465292	0.000271823547685617	0.000307443987548519	0.000270489586150933	0.000366048959048273	0.0001131807010736
"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"	4.57498398755604e-05	1.65234633179114e-05	0.00246423849020315	0	1.94159676918298e-05	0	2.45899623773576e-05	0.000549073438572409	1.61686715819428e-05
"Chenodeoxycholic acid (Chenodeoxycholate) -- Consumption"	0.000442248452130417	9.91407799074686e-05	0.00129222262291141	5.738441821764e-05	0.000271823547685617	0.000172937242996042	0.000172129736641503	0.000526195378631892	6.46746863277713e-05
"Cholic acid (Cholate) -- Consumption"	0.000442248452130417	9.91407799074686e-05	0.00129222262291141	5.738441821764e-05	0.000271823547685617	0.000172937242996042	0.000172129736641503	0.000526195378631892	6.46746863277713e-05
"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"	4.57498398755604e-05	1.65234633179114e-05	0.00225387666786873	0.0001912813940588	7.76638707673191e-05	0.000115291495330694	0.000147539774264145	0.000160146419583619	6.46746863277713e-05
"Deoxycholic acid -- Production"	0.000411748558880044	9.91407799074686e-05	0.00129222262291141	1.912813940588e-05	0.000271823547685617	0.000172937242996042	0.000172129736641503	0.000526195378631892	4.85060147458285e-05
"Lithocholic acid -- Production"	0.000411748558880044	9.91407799074686e-05	0.00129222262291141	1.912813940588e-05	0.000271823547685617	0.000172937242996042	0.000172129736641503	0.000526195378631892	4.85060147458285e-05
"Acetate -- Consumption"	4.57498398755604e-05	0.000330469266358229	0.00042072364466883	0.0003825627881176	0.000174743709226468	0.000441950732100995	0.000418029360415079	0.000594829558453443	0.000177855387401371
"L-Serine (Serine, D-Serine) -- Consumption"	4.57498398755604e-05	1.65234633179114e-05	0.0021937732900589	0	1.94159676918298e-05	0	2.45899623773576e-05	0.000526195378631892	1.61686715819428e-05
"Isobutyrate (2-Methylpropanoic acid) -- Consumption"	4.57498398755604e-05	0.000280898876404494	0.000360620266858997	0.0003825627881176	0.000174743709226468	0.000384304984435648	0.000418029360415079	0.000526195378631892	0.000161686715819428
"Isovalerate (3-Methylbutanoic acid) -- Consumption"	4.57498398755604e-05	0.000280898876404494	0.000360620266858997	0.0003825627881176	0.000174743709226468	0.000384304984435648	0.000418029360415079	0.000526195378631892	0.000161686715819428
"Propanoate (Propionate) -- Consumption"	4.57498398755604e-05	0.000280898876404494	0.000360620266858997	0.0003825627881176	0.000174743709226468	0.000384304984435648	0.000418029360415079	0.000526195378631892	0.000161686715819428
"Valerate (Pentanoic acid, Pentanoate) -- Consumption"	4.57498398755604e-05	0.000280898876404494	0.000360620266858997	0.0003825627881176	0.000174743709226468	0.000384304984435648	0.000418029360415079	0.000526195378631892	0.000161686715819428
"Isovalerate (3-Methylbutanoic acid) -- Production"	0.000396498612254857	9.91407799074686e-05	0.00111191248948191	1.912813940588e-05	0.000310655483069276	0.000307443987548519	0.000270489586150933	0.000160146419583619	4.85060147458285e-05
"D-Glucosamine (Glucosamine) -- Consumption"	0.000396498612254857	6.60938532716457e-05	0.00126217093400649	1.912813940588e-05	0.000271823547685617	0.000192152492217824	0.000147539774264145	0.000320292839167239	1.61686715819428e-05
"Dimethylamine -- Production"	0.000411748558880044	6.60938532716457e-05	0.00111191248948191	5.738441821764e-05	0.000271823547685617	0.000192152492217824	0.000147539774264145	9.15122397620682e-05	4.85060147458285e-05
"Putrescine -- Production"	0.000411748558880044	6.60938532716457e-05	0.00111191248948191	5.738441821764e-05	0.000271823547685617	0.000192152492217824	0.000147539774264145	9.15122397620682e-05	4.85060147458285e-05
"Butylamine -- Production"	0.000396498612254857	6.60938532716457e-05	0.00111191248948191	1.912813940588e-05	0.000271823547685617	0.000192152492217824	0.000147539774264145	9.15122397620682e-05	1.61686715819428e-05
"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"	0.000396498612254857	6.60938532716457e-05	0.00111191248948191	1.912813940588e-05	0.000271823547685617	0.000192152492217824	0.000147539774264145	9.15122397620682e-05	1.61686715819428e-05
"Galactan -- Macromolecule"	0.000396498612254857	6.60938532716457e-05	0.00111191248948191	1.912813940588e-05	0.000271823547685617	0.000192152492217824	0.000147539774264145	9.15122397620682e-05	1.61686715819428e-05
"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"	0.000396498612254857	6.60938532716457e-05	0.00111191248948191	1.912813940588e-05	0.000271823547685617	0.000192152492217824	0.000147539774264145	9.15122397620682e-05	1.61686715819428e-05
"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"	0.000396498612254857	6.60938532716457e-05	0.00111191248948191	1.912813940588e-05	0.000271823547685617	0.000192152492217824	0.000147539774264145	9.15122397620682e-05	1.61686715819428e-05
"Phenylethylamine -- Production"	0.000396498612254857	6.60938532716457e-05	0.00111191248948191	1.912813940588e-05	0.000271823547685617	0.000192152492217824	0.000147539774264145	9.15122397620682e-05	1.61686715819428e-05
"Pyruvate -- Production"	0.000365998719004483	6.60938532716457e-05	0.00126217093400649	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	1.61686715819428e-05
"Pyruvate -- Consumption"	1.52499466251868e-05	0	0.00204351484553432	1.912813940588e-05	1.94159676918298e-05	0	7.37698871320727e-05	6.86341798215511e-05	1.61686715819428e-05
"XOS (Xylooligosaccharide) -- Consumption"	0.000365998719004483	9.91407799074686e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000192152492217824	0.000147539774264145	2.2878059940517e-05	4.85060147458285e-05
"Methanol -- Production"	0.000396498612254857	6.60938532716457e-05	0.00108186080057699	5.738441821764e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	4.85060147458285e-05
"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"	4.57498398755604e-05	0	0.00204351484553432	5.738441821764e-05	1.94159676918298e-05	0	0	0	4.85060147458285e-05
"Thiamine (Vitamin B1, Thiamin) -- Consumption"	4.57498398755604e-05	0	0.00204351484553432	5.738441821764e-05	1.94159676918298e-05	0	0	0	4.85060147458285e-05
"Isobutyrate (2-Methylpropanoic acid) -- Production"	0.000365998719004483	6.60938532716457e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000221309661396218	0	1.61686715819428e-05
"Fumarate -- Consumption"	6.09997865007473e-05	0	0.00198341146772449	7.651255762352e-05	0	0	0	0	1.61686715819428e-05
"1,2-Ethanediol (Ethylene glycol) -- Production"	0.000365998719004483	6.60938532716457e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	1.61686715819428e-05
"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Production"	0.000365998719004483	6.60938532716457e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	1.61686715819428e-05
"Arabinan -- Macromolecule"	0.000365998719004483	6.60938532716457e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	1.61686715819428e-05
"D-Lyxose (L-Lyxose) -- Consumption"	0.000365998719004483	6.60938532716457e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	1.61686715819428e-05
"L-Leucine (Leucine) -- Consumption"	0.000365998719004483	6.60938532716457e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	1.61686715819428e-05
"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"	0.000365998719004483	6.60938532716457e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	1.61686715819428e-05
"L-Tyrosine (Tyrosine) -- Consumption"	0.000365998719004483	6.60938532716457e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	1.61686715819428e-05
"L-Valine (Valine, D-Valine) -- Consumption"	0.000365998719004483	6.60938532716457e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	1.61686715819428e-05
"Phenylacetate -- Production"	0.000365998719004483	6.60938532716457e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	1.61686715819428e-05
"Spermidine -- Production"	0.000365998719004483	6.60938532716457e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	1.61686715819428e-05
"Valerate (Pentanoic acid, Pentanoate) -- Production"	0.000365998719004483	6.60938532716457e-05	0.00108186080057699	1.912813940588e-05	0.000252407579993787	0.000172937242996042	0.000147539774264145	0	1.61686715819428e-05
"Hippurate -- Consumption"	0	0	0.00204351484553432	0	0	0	0	2.2878059940517e-05	0
"L-Arginine (Arginine) -- Consumption"	0	0	0.00204351484553432	0	0	0	0	0	0
"Folic acid (Folate, Vitamin B9) -- Production"	1.52499466251868e-05	0	0.00198341146772449	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"Formaldehyde -- Production"	1.52499466251868e-05	0	0.00198341146772449	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin) -- Production"	0	0	0.00198341146772449	0	0	0	0	0	0
"Biotin (Vitamin B7) -- Consumption"	0	0	0.00198341146772449	0	0	0	0	0	0
"Citrate -- Consumption"	0	0	0.00198341146772449	0	0	0	0	0	0
"D-Tagatose -- Consumption"	0	0	0.00198341146772449	0	0	0	0	0	0
"Folic acid (Folate, Vitamin B9) -- Consumption"	0	0	0.00198341146772449	0	0	0	0	0	0
"L-Ornithine (Ornithine) -- Production"	0	0	0.00198341146772449	0	0	0	0	0	0
"Lipoic acid (Lipoate) -- Consumption"	0	0	0.00198341146772449	0	0	0	0	0	0
"Riboflavin (Vitamin B2) -- Consumption"	0	0	0.00198341146772449	0	0	0	0	0	0
"Triglyceride -- Macromolecule"	0	0	0.00198341146772449	0	0	0	0	0	0
"Cellulose (Beta-D-glucan) -- Macromolecule"	0	0.00011566424322538	0.000270465200144248	0.00024866581227644	7.76638707673191e-05	0.000211367741439606	0.000393439398037721	0.000434683138869824	0.000145518044237485
"Linoleic acid (Omega-6 fatty acid) -- Consumption"	0	9.91407799074686e-05	0.000270465200144248	0.00024866581227644	5.82479030754893e-05	0.000249798239883171	0.000270489586150933	0.00022878059940517	0.0001131807010736
"Formate -- Consumption"	4.57498398755604e-05	9.91407799074686e-05	3.00516889049165e-05	0.00017215325465292	1.94159676918298e-05	0.000115291495330694	0.000245899623773576	0.00022878059940517	6.46746863277713e-05
"Stachyose -- Consumption"	0	9.91407799074686e-05	3.00516889049165e-05	0.00011476883643528	1.94159676918298e-05	0.000115291495330694	0.000221309661396218	0.00022878059940517	6.46746863277713e-05
"Acetone -- Production"	4.57498398755604e-05	1.65234633179114e-05	0.000210361822334415	0	1.94159676918298e-05	0	2.45899623773576e-05	0.000526195378631892	1.61686715819428e-05
"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"	0	1.65234633179114e-05	0.000210361822334415	0.00013389697584116	5.82479030754893e-05	0.000115291495330694	0.000147539774264145	0.000160146419583619	1.61686715819428e-05
"Cholic acid (Cholate) -- Production"	0	4.95703899537343e-05	9.01550667147494e-05	0.00011476883643528	1.94159676918298e-05	0.000134506744552477	9.83598495094302e-05	9.15122397620682e-05	1.61686715819428e-05
"Tauro-b-muricholic acid -- Consumption"	0	4.95703899537343e-05	9.01550667147494e-05	0.00011476883643528	1.94159676918298e-05	0.000134506744552477	9.83598495094302e-05	9.15122397620682e-05	1.61686715819428e-05
"Taurocholate -- Consumption"	0	4.95703899537343e-05	9.01550667147494e-05	0.00011476883643528	1.94159676918298e-05	0.000134506744552477	9.83598495094302e-05	9.15122397620682e-05	1.61686715819428e-05
"beta-Muricholic acid -- Production"	0	4.95703899537343e-05	9.01550667147494e-05	0.00011476883643528	1.94159676918298e-05	0.000134506744552477	9.83598495094302e-05	9.15122397620682e-05	1.61686715819428e-05
"Stearic acid (Stearate, Octadecanoate) -- Production"	0	4.95703899537343e-05	3.00516889049165e-05	0.00011476883643528	0	0.000115291495330694	0.000147539774264145	2.2878059940517e-05	6.46746863277713e-05
"H2O2 -- Production"	0	0	0.000270465200144248	0	0	0	0	2.2878059940517e-05	0
"D-Gluconate (D-Gluconic acid, Gluconate) -- Consumption"	1.52499466251868e-05	0	0.000180310133429499	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"H2 (Hydrogen) -- Consumption"	4.57498398755604e-05	0	0	5.738441821764e-05	0	0	2.45899623773576e-05	0	0
"Oxaloacetate -- Consumption"	1.52499466251868e-05	0	3.00516889049165e-05	1.912813940588e-05	1.94159676918298e-05	0	0	0	1.61686715819428e-05
"Fumarate -- Production"	0	0	0	0	0	0	2.45899623773576e-05	6.86341798215511e-05	0
"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"	0	0	0	0	0	0	2.45899623773576e-05	6.86341798215511e-05	0
"Choline -- Consumption"	0	0	9.01550667147494e-05	0	0	0	0	0	0
"Propanol (n-propanol, 1-Propanol) -- Production"	0	1.65234633179114e-05	0	0	0	1.92152492217824e-05	0	2.2878059940517e-05	1.61686715819428e-05
"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"	0	0	3.00516889049165e-05	0	0	0	0	2.2878059940517e-05	0
"4-Aminobutyrate (GABA) -- Production"	1.52499466251868e-05	0	0	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"7-Oxodeoxycholic acid -- Production"	1.52499466251868e-05	0	0	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"7-Oxolithocholic acid -- Production"	1.52499466251868e-05	0	0	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Production"	1.52499466251868e-05	0	0	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"Biotin (Vitamin B7) -- Production"	1.52499466251868e-05	0	0	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"Cadaverine -- Production"	1.52499466251868e-05	0	0	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"D-Fructuronate -- Consumption"	1.52499466251868e-05	0	0	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"D-Tagaturonate -- Consumption"	1.52499466251868e-05	0	0	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"Indole-3-acetate (Indoleacetate) -- Production"	1.52499466251868e-05	0	0	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"	1.52499466251868e-05	0	0	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
"L-Idonate -- Consumption"	1.52499466251868e-05	0	0	1.912813940588e-05	0	0	0	0	1.61686715819428e-05
