"Taxa"	"franc19"	"franc22"	"franc44"	"franc45"	"franc47"	"franc48"	"franc49"	"franc56"	"franc68"
"Acetate -- Production"	0.0635770274804038	0.0646563119629874	0.0364226469527587	0.0614778400504983	0.0546753650201926	0.0563583259674878	0.057220842452111	0.050354609929078	0.0577383262191178
"D-Glucose (Glucose) -- Consumption"	0.0544423094519169	0.0626569729015202	0.0380153864647193	0.0572696493812047	0.0545588692140416	0.0556665769955036	0.0563110138441488	0.0483870967741935	0.0540842064415988
"Cellobiose -- Consumption"	0.0542288101991643	0.0622273628552545	0.0378350763312898	0.0567340614778401	0.0533162472817645	0.0546865992851927	0.055155285612413	0.0478380233356211	0.0535021342646488
"Lactose -- Consumption"	0.0537713118004087	0.0622273628552545	0.0341086669070802	0.0565045238049695	0.0528502640571606	0.0544944467929749	0.0551306956500357	0.0474033401967513	0.0535183029362308
"Maltose -- Consumption"	0.0537865617470339	0.0621777924653007	0.0340185118403654	0.0565427800837813	0.0528502640571606	0.0544560162945313	0.0551306956500357	0.0474033401967513	0.0535183029362308
"Sucrose -- Consumption"	0.0537255619605331	0.0619134170522141	0.0355511479745162	0.0562941142715048	0.0526561043802423	0.054129357057761	0.05481102613913	0.0468542667581789	0.0534051222351572
"Raffinose -- Consumption"	0.054122060572788	0.0620621282220753	0.0329366510397884	0.0563897549685342	0.0529667598633116	0.0544560162945313	0.0551306956500357	0.0470601692976436	0.0534859655930669
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.054122060572788	0.0620125578321216	0.0325159273951196	0.0563897549685342	0.0529667598633116	0.0544368010453096	0.0550569257629036	0.0471059254175246	0.053453628249903
"D-Xylose (Xylose) -- Consumption"	0.054122060572788	0.0620125578321216	0.0324858757062147	0.0563897549685342	0.0529667598633116	0.0544368010453096	0.0550569257629036	0.0470830473575841	0.053453628249903
"Succinate -- Production"	0.0583005459480892	0.0514375413086583	0.0274972953479986	0.0518563859293407	0.0445013979496738	0.0464624726182699	0.0443357021663757	0.0309768931594601	0.039888112792653
"D-Mannose (Mannose) -- Consumption"	0.0331991338030317	0.0330964970257766	0.0375946628200505	0.0338185504695958	0.040831780055918	0.033376887898236	0.0347702068015836	0.0479066575154427	0.0420870521277972
"Trehalose -- Consumption"	0.0330923841766554	0.03283212161269	0.0342889770405097	0.0333786032632606	0.0405599565082324	0.0330502286614657	0.0345980770649421	0.0466026080988332	0.0420062087698875
"D-Fructose (Fructose) -- Consumption"	0.0328483850306524	0.0328816920026438	0.0380454381536242	0.0323456837353431	0.039802733768251	0.0309749817455132	0.0325571101876214	0.046991535117822	0.0412462812055362
"Indole -- Production"	0.0330008844969043	0.0317250495703899	0.0290900348599591	0.0321735304806901	0.0402493010251631	0.0320894662003766	0.0336882484569799	0.0446579730038893	0.0411169318328806
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"	0.0392838625064812	0.0328651685393258	0.0358516648635653	0.0320205053654431	0.0360942839391115	0.022251258598824	0.0251309415496594	0.042964996568291	0.0440434613892123
"Propanoate (Propionate) -- Production"	0.0310488913288803	0.0313284864507601	0.0307428777497295	0.0278505709749613	0.0367932587760174	0.0224818415894854	0.0254260210981877	0.0428277282086479	0.0409714137886431
"Nitrate (NO3-) -- Consumption"	0.0304083935706225	0.0308493060145406	0.0285791561485755	0.0273914956292201	0.0352011494252874	0.0212712808885131	0.0241473430545651	0.0408602150537634	0.0403731729401112
