"","jarjarbinks14","jarjarbinks15","jarjarbinks21","jarjarbinks29","jarjarbinks32","jarjarbinks44","jarjarbinks49","jarjarbinks68"
"jarjarbinks14",0,0.0862822359552353,0.185959595662915,0.192163202468804,0.187924874247037,0.243877380638826,0.167266858554972,0.179384042416822
"jarjarbinks15",0.0862822359552353,0,0.165110399410944,0.160324246179432,0.187836057505186,0.289524863980477,0.154286329300483,0.199592937749431
"jarjarbinks21",0.185959595662915,0.165110399410944,0,0.0898887289520604,0.138251027808186,0.258913276611107,0.121715802670083,0.131470019882941
"jarjarbinks29",0.192163202468804,0.160324246179432,0.0898887289520604,0,0.103635832577018,0.251732372780608,0.0879431488515458,0.11345879483119
"jarjarbinks32",0.187924874247037,0.187836057505186,0.138251027808186,0.103635832577018,0,0.212437433829737,0.0890168329368382,0.0788633483668966
"jarjarbinks44",0.243877380638826,0.289524863980477,0.258913276611107,0.251732372780608,0.212437433829737,0,0.230389613157339,0.174215412668335
"jarjarbinks49",0.167266858554972,0.154286329300483,0.121715802670083,0.0879431488515458,0.0890168329368382,0.230389613157339,0,0.0983130147441861
"jarjarbinks68",0.179384042416822,0.199592937749431,0.131470019882941,0.11345879483119,0.0788633483668966,0.174215412668335,0.0983130147441861,0
