"SequenceID"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"ExtractID"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"SampleID"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"CollectionDate"	"Subject"	"Subj_Certainty"
"HDZ-400-S331"	"hdz15"	9	9	"HDZ-400-E1"	NA	NA	NA	NA	10695	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-400"	"HDZ Loris DNA Extracts Box 5"	""	44	"HDZ Keepers"	""	2024-03-06	"Culi"	"yes"
"HDZ-401-S332"	"hdz15"	10	10	"HDZ-401-E1"	NA	NA	NA	NA	7380	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-401"	"HDZ Loris DNA Extracts Box 5"	""	30	"HDZ Keepers"	"Culi scrotum swollen, begin breeding access"	2024-04-02	"Culi"	"yes"
"HDZ-402-S333"	"hdz15"	11	11	"HDZ-402-E1"	NA	NA	NA	NA	12800	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-402"	"HDZ Loris DNA Extracts Box 5"	""	20	"HDZ Keepers"	""	2024-03-31	"Warble"	"yes"
"HDZ-403-S334"	"hdz15"	12	12	"HDZ-403-E1"	NA	NA	NA	NA	13154	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-403"	"HDZ Loris DNA Extracts Box 5"	""	4.1	"HDZ Keepers"	""	2024-03-30	"Warble"	"yes"
"HDZ-405-S335"	"hdz15"	13	13	"HDZ-405-E1"	NA	NA	NA	NA	12541	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-405"	"HDZ Loris DNA Extracts Box 5"	""	39	"HDZ Keepers"	""	2024-03-23	"Culi"	"yes"
"HDZ-406-S336"	"hdz15"	14	14	"HDZ-406-E1"	NA	NA	NA	NA	12525	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-406"	"HDZ Loris DNA Extracts Box 5"	""	38	"HDZ Keepers"	""	2024-03-22	"Warble"	"yes"
"HDZ-407-S337"	"hdz15"	15	15	"HDZ-407-E1"	NA	NA	NA	NA	7139	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-407"	"HDZ Loris DNA Extracts Box 5"	""	18	"HDZ Keepers"	"Sample is very red"	2024-03-15	"Warble"	"yes"
"HDZ-408-S338"	"hdz15"	16	16	"HDZ-408-E1"	NA	NA	NA	NA	14550	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-408"	"HDZ Loris DNA Extracts Box 5"	""	63	"HDZ Keepers"	""	2024-03-15	"Culi"	"yes"
"HDZ-409-S339"	"hdz15"	17	17	"HDZ-409-E1"	NA	NA	NA	NA	18534	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-409"	"HDZ Loris DNA Extracts Box 5"	""	30	"HDZ Keepers"	""	2024-03-12	"Warble"	"yes"
"HDZ-441-S340"	"hdz15"	18	18	"HDZ-441-E1"	NA	NA	NA	NA	15281	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-441"	"HDZ Loris DNA Extracts Box 6"	""	44	"HDZ Keepers"	""	2024-06-09	"Warble"	"yes"
"HDZ-446-S341"	"hdz15"	19	19	"HDZ-446-E1"	NA	NA	NA	NA	14167	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-446"	"HDZ Loris DNA Extracts Box 6"	""	27	"HDZ Keepers"	""	2024-06-03	"Warble"	"yes"
"HDZ-447-S342"	"hdz15"	20	20	"HDZ-447-E1"	NA	NA	NA	NA	13789	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-447"	"HDZ Loris DNA Extracts Box 6"	""	58	"HDZ Keepers"	""	2024-06-05	"Warble"	"yes"
"HDZ-451-S343"	"hdz15"	21	21	"HDZ-451-E1"	NA	NA	NA	NA	18306	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-451"	"HDZ Loris DNA Extracts Box 6"	""	32	"HDZ Keepers"	""	2024-04-27	"Warble"	"yes"
"HDZ-452-S344"	"hdz15"	22	22	"HDZ-452-E1"	NA	NA	NA	NA	13666	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-452"	"HDZ Loris DNA Extracts Box 6"	""	9.3	"HDZ Keepers"	""	2024-04-29	"Culi"	"yes"
"HDZ-453-S345"	"hdz15"	23	23	"HDZ-453-E1"	NA	NA	NA	NA	19210	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-453"	"HDZ Loris DNA Extracts Box 6"	""	48	"HDZ Keepers"	""	2024-04-29	"Warble"	"yes"
"PL-NTC-015-CTRL"	"hdz15"	24	24	"PL-NTC-015-E1"	NA	NA	NA	NA	75	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HDZ-049-E1-S346"	"hdz16"	1	1	"HDZ-049-E1"	NA	NA	NA	NA	2285	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-02-12	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-049"	"HDZ Loris DNA Extracts Box 1"	""	52	"HDZ Keepers"	""	2023-11-18	"Warble"	"no"
"HDZ-201-E1-S347"	"hdz16"	2	2	"HDZ-201-E1"	NA	NA	NA	NA	1616	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-05-30	"SA/ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-201"	"HDZ Loris DNA Extracts Box 3"	""	100	"HDZ Keepers"	""	2024-02-03	"Culi"	"yes"
"HDZ-202-E1-S348"	"hdz16"	3	3	"HDZ-202-E1"	NA	NA	NA	NA	1593	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-05-30	"SA/ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-202"	"HDZ Loris DNA Extracts Box 3"	""	100	"HDZ Keepers"	""	2024-01-27	"Culi"	"yes"
"HDZ-410-E1-S349"	"hdz16"	4	4	"HDZ-410-E1"	NA	NA	NA	NA	1268	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-06	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-410"	"HDZ Loris DNA Extracts Box 6"	""	62	"HDZ Keepers"	""	2024-02-26	"Warble"	"yes"
"HDZ-411-E1-S350"	"hdz16"	5	5	"HDZ-411-E1"	NA	NA	NA	NA	1217	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-06	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-411"	"HDZ Loris DNA Extracts Box 6"	""	45	"HDZ Keepers"	""	2024-02-01	"Warble"	"yes"
"HDZ-418-E1-S351"	"hdz16"	6	6	"HDZ-418-E1"	NA	NA	NA	NA	1036	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-30	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-418"	"HDZ Loris DNA Extracts Box 6"	""	63	"HDZ Keepers"	""	2024-06-27	"Warble"	"yes"
"HDZ-419-E1-S352"	"hdz16"	7	7	"HDZ-419-E1"	NA	NA	NA	NA	1469	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-30	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-419"	"HDZ Loris DNA Extracts Box 6"	""	76	"HDZ Keepers"	""	2024-06-25	"Warble"	"yes"
"HDZ-427-E1-S353"	"hdz16"	8	8	"HDZ-427-E1"	NA	NA	NA	NA	1599	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-30	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-427"	"HDZ Loris DNA Extracts Box 6"	""	91	"HDZ Keepers"	""	2024-06-07	"Warble"	"yes"
"HDZ-428-E1-S354"	"hdz16"	9	9	"HDZ-428-E1"	NA	NA	NA	NA	1619	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-04	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-428"	"HDZ Loris DNA Extracts Box 6"	""	32	"HDZ Keepers"	""	2024-06-12	"Warble"	"yes"
"HDZ-429-E1-S355"	"hdz16"	10	10	"HDZ-429-E1"	NA	NA	NA	NA	1436	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-04	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-429"	"HDZ Loris DNA Extracts Box 6"	""	28	"HDZ Keepers"	""	2024-06-16	"Culi"	"no"
"HDZ-435-E1-S356"	"hdz16"	11	11	"HDZ-435-E1"	NA	NA	NA	NA	1826	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-04	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-435"	"HDZ Loris DNA Extracts Box 6"	""	79	"HDZ Keepers"	""	2024-06-11	"Warble"	"yes"
"HDZ-436-E1-S357"	"hdz16"	12	12	"HDZ-436-E1"	NA	NA	NA	NA	1651	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-04	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-436"	"HDZ Loris DNA Extracts Box 6"	""	78	"HDZ Keepers"	""	2024-06-04	"Warble"	"yes"
"HDZ-454-E1-S358"	"hdz16"	13	13	"HDZ-454-E1"	NA	NA	NA	NA	1716	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-454"	"HDZ Loris DNA Extracts Box 6"	""	72	"HDZ Keepers"	""	2024-07-27	"Warble"	"yes"
"HDZ-455-E1-S359"	"hdz16"	14	14	"HDZ-455-E1"	NA	NA	NA	NA	1792	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-455"	"HDZ Loris DNA Extracts Box 6"	""	25	"HDZ Keepers"	""	2024-07-24	"Warble"	"yes"
"HDZ-456-E1-S360"	"hdz16"	15	15	"HDZ-456-E1"	NA	NA	NA	NA	1710	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-456"	"HDZ Loris DNA Extracts Box 6"	""	39	"HDZ Keepers"	""	2024-07-22	"Warble"	"yes"
"HDZ-457-E1-S361"	"hdz16"	16	16	"HDZ-457-E1"	NA	NA	NA	NA	2168	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-457"	"HDZ Loris DNA Extracts Box 6"	""	66	"HDZ Keepers"	""	2024-07-21	"Warble"	"yes"
"HDZ-458-E1-S362"	"hdz16"	17	17	"HDZ-458-E1"	NA	NA	NA	NA	1845	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-04	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-458"	"HDZ Loris DNA Extracts Box 6"	""	47	"HDZ Keepers"	""	2024-07-19	"Warble"	"yes"
"HDZ-459-E1-S363"	"hdz16"	18	18	"HDZ-459-E1"	NA	NA	NA	NA	1658	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-04	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-459"	"HDZ Loris DNA Extracts Box 6"	""	88	"HDZ Keepers"	""	2024-07-18	"Warble"	"yes"
"HDZ-460-E1-S364"	"hdz16"	19	19	"HDZ-460-E1"	NA	NA	NA	NA	1416	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-04	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-460"	"HDZ Loris DNA Extracts Box 6"	""	50	"HDZ Keepers"	""	2024-07-25	"Warble"	"yes"
"HDZ-467-E1-S365"	"hdz16"	20	20	"HDZ-467-E1"	NA	NA	NA	NA	1436	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-09	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-467"	"HDZ Loris DNA Extracts Box 6"	""	10	"HDZ Keepers"	""	2024-07-15	"Warble"	"yes"
"HDZ-468-E1-S366"	"hdz16"	21	21	"HDZ-468-E1"	NA	NA	NA	NA	2068	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-09	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-468"	"HDZ Loris DNA Extracts Box 6"	""	43	"HDZ Keepers"	""	2024-07-07	"Warble"	"yes"
"HDZ-469-E1-S367"	"hdz16"	22	22	"HDZ-469-E1"	NA	NA	NA	NA	2144	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-09	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-469"	"HDZ Loris DNA Extracts Box 6"	""	51	"HDZ Keepers"	""	2024-07-06	"Warble"	"yes"
"HDZ-470-E1-S368"	"hdz16"	23	23	"HDZ-470-E1"	NA	NA	NA	NA	1841	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-09	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-470"	"HDZ Loris DNA Extracts Box 6"	""	52	"HDZ Keepers"	""	2024-07-05	"Warble"	"yes"
"PL-NTC-016-CTRL"	"hdz16"	24	24	"PL-NTC-016"	NA	NA	NA	NA	3	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HDZ-461-S369"	"hdz17"	1	1	"HDZ-461-E1"	NA	NA	NA	NA	8690	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-12	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-461"	"HDZ Loris DNA Extracts Box 6"	""	19	"HDZ Keepers"	""	2024-07-20	"Warble"	"yes"
"HDZ-462-S370"	"hdz17"	2	2	"HDZ-462-E1"	NA	NA	NA	NA	5024	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-12	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-462"	"HDZ Loris DNA Extracts Box 6"	""	37	"HDZ Keepers"	""	2024-07-14	"Warble"	"no"
"HDZ-463-S371"	"hdz17"	3	3	"HDZ-463-E1"	NA	NA	NA	NA	16894	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-12	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-463"	"HDZ Loris DNA Extracts Box 6"	""	46	"HDZ Keepers"	""	2024-07-13	"Warble"	"yes"
"HDZ-464-S372"	"hdz17"	4	4	"HDZ-464-E1"	NA	NA	NA	NA	9279	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-12	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-464"	"HDZ Loris DNA Extracts Box 6"	""	36	"HDZ Keepers"	""	2024-06-11	"Warble"	"yes"
"HDZ-465-S373"	"hdz17"	5	5	"HDZ-465-E1"	NA	NA	NA	NA	4254	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-12	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-465"	"HDZ Loris DNA Extracts Box 6"	""	36	"HDZ Keepers"	""	2024-07-09	"Warble"	"yes"
"HDZ-466-S374"	"hdz17"	6	6	"HDZ-466-E1"	NA	NA	NA	NA	6956	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-13	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-466"	"HDZ Loris DNA Extracts Box 6"	""	46	"HDZ Keepers"	""	2024-07-23	"Warble"	"no"
"HDZ-473-S375"	"hdz17"	7	7	"HDZ-473-E1"	NA	NA	NA	NA	5933	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-13	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-473"	"HDZ Loris DNA Extracts Box 6"	""	80	"HDZ Keepers"	""	2024-07-08	"Warble"	"yes"
"HDZ-474-S376"	"hdz17"	8	8	"HDZ-474-E1"	NA	NA	NA	NA	7163	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-24	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-474"	"HDZ Loris DNA Extracts Box 6"	""	55	"HDZ Keepers"	""	2024-06-15	"Warble"	"yes"
"HDZ-475-S377"	"hdz17"	9	9	"HDZ-475-E1"	NA	NA	NA	NA	8063	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-24	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-475"	"HDZ Loris DNA Extracts Box 6"	""	75	"HDZ Keepers"	""	2024-06-08	"Warble"	"yes"
"HDZ-476-S378"	"hdz17"	10	10	"HDZ-476-E1"	NA	NA	NA	NA	3276	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-25	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-476"	"HDZ Loris DNA Extracts Box 6"	""	49	"HDZ Keepers"	""	2024-08-08	"Warble"	"yes"
