"SequenceID"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"ExtractID"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"SampleID"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"CollectionDate"	"Subject"	"Subj_Certainty"
"HDZ-050-S232"	"hdz11"	2	2	"HDZ-050-E1"	NA	NA	NA	NA	14207	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-02-12	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-050"	"HDZ Loris DNA Extracts Box 1"	""	56	"HDZ Keepers"	""	2023-11-08	"Warble"	"yes"
"HDZ-057-S233"	"hdz11"	3	3	"HDZ-057-E1"	NA	NA	NA	NA	14968	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-01-24	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-057"	"HDZ Loris DNA Extracts Box 1"	""	77	"HDZ Keepers"	""	2023-11-26	"Culi"	"yes"
"HDZ-088-S234"	"hdz11"	4	4	"HDZ-088-E1"	NA	NA	NA	NA	11885	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-03	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-088"	"HDZ Loris DNA Extracts Box 2"	""	46	"HDZ Keepers"	""	2023-12-26	"Culi"	"yes"
"HDZ-090-S235"	"hdz11"	5	5	"HDZ-090-E1"	NA	NA	NA	NA	5981	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-03	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-090"	"HDZ Loris DNA Extracts Box 2"	""	56	"HDZ Keepers"	"Almost no stabilizer in the tube"	2023-12-30	"Warble"	"yes"
"HDZ-091-S236"	"hdz11"	6	6	"HDZ-091-E1"	NA	NA	NA	NA	12502	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-03	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-091"	"HDZ Loris DNA Extracts Box 2"	""	52	"HDZ Keepers"	""	2023-12-28	"Culi"	"yes"
"HDZ-092-S237"	"hdz11"	7	7	"HDZ-092-E1"	NA	NA	NA	NA	8982	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-03	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-092"	"HDZ Loris DNA Extracts Box 2"	""	44	"HDZ Keepers"	""	2023-12-25	"Warble"	"yes"
"HDZ-098-S238"	"hdz11"	8	8	"HDZ-098-E1"	NA	NA	NA	NA	13918	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-04	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-098"	"HDZ Loris DNA Extracts Box 2"	""	47	"HDZ Keepers"	""	2023-12-22	"Culi"	"yes"
"HDZ-103-S239"	"hdz11"	9	9	"HDZ-103-E1"	NA	NA	NA	NA	12222	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-04	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-103"	"HDZ Loris DNA Extracts Box 2"	""	46	"HDZ Keepers"	""	2023-12-22	"Warble"	"yes"
"HDZ-109-S240"	"hdz11"	10	10	"HDZ-109-E1"	NA	NA	NA	NA	8728	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-08	"WJ"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-109"	"HDZ Loris DNA Extracts Box 2"	""	43	"HDZ Keepers"	""	2023-12-31	"Warble"	"yes"
"HDZ-157-S241"	"hdz11"	11	11	"HDZ-157-E1"	NA	NA	NA	NA	11652	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-09	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-157"	"HDZ Loris DNA Extracts Box 2"	""	57	"HDZ Keepers"	""	2023-12-14	"Warble"	"yes"
"HDZ-160-S242"	"hdz11"	12	12	"HDZ-160-E1"	NA	NA	NA	NA	12954	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-07-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-160"	"HDZ Loris DNA Extracts Box 4"	""	45	"HDZ Keepers"	""	2024-06-10	"Warble"	"yes"
"HDZ-162-S243"	"hdz11"	13	13	"HDZ-162-E1"	NA	NA	NA	NA	13115	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-09	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-162"	"HDZ Loris DNA Extracts Box 2"	""	41	"HDZ Keepers"	""	2023-12-17	"Warble"	"yes"
"HDZ-169-S244"	"hdz11"	14	14	"HDZ-169-E1"	NA	NA	NA	NA	12686	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-09	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-169"	"HDZ Loris DNA Extracts Box 2"	""	45	"HDZ Keepers"	""	2023-12-18	"Culi"	"yes"
"HDZ-170-S245"	"hdz11"	15	15	"HDZ-170-E1"	NA	NA	NA	NA	14987	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-09	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-170"	"HDZ Loris DNA Extracts Box 2"	""	46	"HDZ Keepers"	""	2023-12-18	"Warble"	"yes"
"HDZ-173-S246"	"hdz11"	16	16	"HDZ-173-E1"	NA	NA	NA	NA	10826	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-09	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-173"	"HDZ Loris DNA Extracts Box 2"	""	53	"HDZ Keepers"	""	2023-12-14	"Warble"	"yes"
"HDZ-174-S247"	"hdz11"	17	17	"HDZ-174-E1"	NA	NA	NA	NA	19760	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-09	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-174"	"HDZ Loris DNA Extracts Box 2"	""	52	"HDZ Keepers"	""	2023-12-16	"Culi"	"yes"
"HDZ-184-S248"	"hdz11"	18	18	"HDZ-184-E1"	NA	NA	NA	NA	19730	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-04-15	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-184"	"HDZ Loris DNA Extracts Box 2"	""	53	"HDZ Keepers"	""	2023-12-07	"Culi"	"yes"
"HDZ-204-S249"	"hdz11"	19	19	"HDZ-204-E1"	NA	NA	NA	NA	10800	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-06-13	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-204"	"HDZ Loris DNA Extracts Box 3"	""	43	"HDZ Keepers"	""	2024-01-29	"Culi"	"yes"
"HDZ-212-S250"	"hdz11"	20	20	"HDZ-212-E1"	NA	NA	NA	NA	3675	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-06-06	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-212"	"HDZ Loris DNA Extracts Box 3"	""	42	"HDZ Keepers"	""	2024-03-27	"Warble"	"yes"
"HDZ-214-S251"	"hdz11"	21	21	"HDZ-214-E1"	NA	NA	NA	NA	16165	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-07-26	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-214"	"HDZ Loris DNA Extracts Box 4"	""	43	"HDZ Keepers"	""	2024-06-02	"Warble"	"yes"
"HDZ-339-S252"	"hdz11"	22	22	"HDZ-339-E1"	NA	NA	NA	NA	16651	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-08-09	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-339"	"HDZ Loris DNA Extracts Box 5"	""	76	"HDZ Keepers"	""	2024-03-08	"Culi"	"yes"
"HDZ-437-S253"	"hdz11"	23	23	"HDZ-437-E1"	NA	NA	NA	NA	12083	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-08-06	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-437"	"HDZ Loris DNA Extracts Box 5"	""	72	"HDZ Keepers"	""	2024-05-04	"Culi"	"yes"
"PL-NTC-011-CTRL"	"hdz11"	24	24	"PL-NTC-011-E1"	NA	NA	NA	NA	55	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HDZ-266-S254"	"hdz12"	1	1	"HDZ-266-E1"	NA	NA	NA	NA	8933	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-07-15	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-266"	"HDZ Loris DNA Extracts Box 4"	""	40	"HDZ Keepers"	""	2024-01-28	"Culi"	"yes"
"HDZ-267-S255"	"hdz12"	2	2	"HDZ-267-E1"	NA	NA	NA	NA	5802	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-07-15	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-267"	"HDZ Loris DNA Extracts Box 4"	""	34	"HDZ Keepers"	""	2024-01-22	"Warble"	"yes"
"HDZ-316-S256"	"hdz12"	3	3	"HDZ-316-E1"	NA	NA	NA	NA	6669	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-08	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-316"	"HDZ Loris DNA Extracts Box 5"	""	79	"HDZ Keepers"	""	2024-03-24	"Warble"	"yes"
"HDZ-335-S257"	"hdz12"	4	4	"HDZ-335-E1"	NA	NA	NA	NA	5519	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-07-12	"EK"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-335"	"HDZ Loris DNA Extracts Box 4"	""	28	"HDZ Keepers"	""	2024-02-20	"Warble"	"yes"
"HDZ-345-S258"	"hdz12"	5	5	"HDZ-345-E1"	NA	NA	NA	NA	5214	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-08	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-345"	"HDZ Loris DNA Extracts Box 5"	""	69	"HDZ Keepers"	""	2024-03-13	"Culi"	"yes"
"HDZ-348-S259"	"hdz12"	6	6	"HDZ-348-E1"	NA	NA	NA	NA	5918	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-08	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-348"	"HDZ Loris DNA Extracts Box 5"	""	33	"HDZ Keepers"	""	2024-03-18	"Culi"	"yes"
"HDZ-383-S260"	"hdz12"	7	7	"HDZ-383-E1"	NA	NA	NA	NA	3631	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-383"	"HDZ Loris DNA Extracts Box 5"	""	30	"HDZ Keepers"	""	2024-03-09	"Culi"	"yes"
"HDZ-384-S261"	"hdz12"	8	8	"HDZ-384-E1"	NA	NA	NA	NA	5254	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-384"	"HDZ Loris DNA Extracts Box 5"	""	41	"HDZ Keepers"	""	2024-03-11	"Culi"	"yes"
"HDZ-385-S262"	"hdz12"	9	9	"HDZ-385-E1"	NA	NA	NA	NA	4230	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-385"	"HDZ Loris DNA Extracts Box 5"	""	87	"HDZ Keepers"	""	2024-03-14	"Warble"	"yes"
"HDZ-386-S263"	"hdz12"	10	10	"HDZ-386-E1"	NA	NA	NA	NA	2291	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-386"	"HDZ Loris DNA Extracts Box 5"	""	33	"HDZ Keepers"	""	2024-04-22	"Culi"	"yes"
"HDZ-387-S264"	"hdz12"	11	11	"HDZ-387-E1"	NA	NA	NA	NA	6919	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-387"	"HDZ Loris DNA Extracts Box 5"	""	46	"HDZ Keepers"	"Warble vulva swollen"	2024-04-01	"Warble"	"yes"
"HDZ-388-S265"	"hdz12"	12	12	"HDZ-388-E1"	NA	NA	NA	NA	8012	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-388"	"HDZ Loris DNA Extracts Box 5"	""	63	"HDZ Keepers"	"Warble vulva swollen"	2024-04-01	"Culi"	"yes"
"HDZ-389-S266"	"hdz12"	13	13	"HDZ-389-E1"	NA	NA	NA	NA	3559	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-389"	"HDZ Loris DNA Extracts Box 5"	""	84	"HDZ Keepers"	""	2024-03-04	"Culi"	"yes"
"HDZ-390-S267"	"hdz12"	14	14	"HDZ-390-E1"	NA	NA	NA	NA	5136	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-390"	"HDZ Loris DNA Extracts Box 5"	""	18	"HDZ Keepers"	""	2024-03-26	"Culi"	"yes"
"HDZ-391-S268"	"hdz12"	15	15	"HDZ-391-E1"	NA	NA	NA	NA	7376	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-391"	"HDZ Loris DNA Extracts Box 5"	""	45	"HDZ Keepers"	""	2024-03-23	"Warble"	"yes"
"HDZ-392-S269"	"hdz12"	16	16	"HDZ-392-E1"	NA	NA	NA	NA	6103	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-392"	"HDZ Loris DNA Extracts Box 5"	""	7.3	"HDZ Keepers"	""	2024-03-19	"Culi"	"yes"
"HDZ-393-S270"	"hdz12"	17	17	"HDZ-393-E1"	NA	NA	NA	NA	9422	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-393"	"HDZ Loris DNA Extracts Box 5"	""	29	"HDZ Keepers"	""	2024-03-17	"Warble"	"yes"
"HDZ-394-S271"	"hdz12"	18	18	"HDZ-394-E1"	NA	NA	NA	NA	7441	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-394"	"HDZ Loris DNA Extracts Box 5"	""	52	"HDZ Keepers"	""	2024-02-01	"Culi"	"yes"
"HDZ-395-S272"	"hdz12"	19	19	"HDZ-395-E1"	NA	NA	NA	NA	2870	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-395"	"HDZ Loris DNA Extracts Box 5"	""	65	"HDZ Keepers"	""	2024-03-05	"Culi"	"yes"
"HDZ-396-S273"	"hdz12"	20	20	"HDZ-396-E1"	NA	NA	NA	NA	5265	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-396"	"HDZ Loris DNA Extracts Box 5"	""	30	"HDZ Keepers"	""	2024-03-12	"Culi"	"yes"
"HDZ-397-S274"	"hdz12"	21	21	"HDZ-397-E1"	NA	NA	NA	NA	8654	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-397"	"HDZ Loris DNA Extracts Box 5"	""	80	"HDZ Keepers"	""	2024-03-07	"Unknown"	"no"
"HDZ-438-S275"	"hdz12"	22	22	"HDZ-438-E1"	NA	NA	NA	NA	3965	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-06	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-438"	"HDZ Loris DNA Extracts Box 5"	""	25	"HDZ Keepers"	""	2024-05-03	"Culi"	"yes"
"HDZ-439-S276"	"hdz12"	23	23	"HDZ-439-E1"	NA	NA	NA	NA	6164	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-06	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-439"	"HDZ Loris DNA Extracts Box 5"	""	50	"HDZ Keepers"	""	2024-05-03	"Warble"	"yes"
"PL-NTC-012-CTRL"	"hdz12"	24	24	"PL-NTC-012-E1"	NA	NA	NA	NA	33	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HDZ-230-S277"	"hdz13"	1	1	"HDZ-230-E1"	NA	NA	NA	NA	8735	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-230"	"HDZ Loris DNA Extracts Box 5"	""	28	"HDZ Keepers"	""	2024-03-01	"Culi"	"yes"
"HDZ-231-S278"	"hdz13"	2	2	"HDZ-231-E1"	NA	NA	NA	NA	5240	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-231"	"HDZ Loris DNA Extracts Box 5"	""	33	"HDZ Keepers"	""	2024-02-29	"Culi"	"yes"
"HDZ-232-S279"	"hdz13"	3	3	"HDZ-232-E1"	NA	NA	NA	NA	9409	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-232"	"HDZ Loris DNA Extracts Box 5"	""	28	"HDZ Keepers"	""	2024-02-28	"Warble"	"yes"
"HDZ-233-S280"	"hdz13"	4	4	"HDZ-233-E1"	NA	NA	NA	NA	6325	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-233"	"HDZ Loris DNA Extracts Box 5"	""	35	"HDZ Keepers"	""	2024-02-28	"Culi"	"yes"
"HDZ-234-S281"	"hdz13"	5	5	"HDZ-234-E1"	NA	NA	NA	NA	3959	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-234"	"HDZ Loris DNA Extracts Box 5"	""	72	"HDZ Keepers"	""	2024-02-07	"Warble"	"yes"
"HDZ-235-S282"	"hdz13"	6	6	"HDZ-235-E1"	NA	NA	NA	NA	8195	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-235"	"HDZ Loris DNA Extracts Box 5"	""	41	"HDZ Keepers"	""	2024-02-07	"Culi"	"yes"
