"","iris16","iris17","iris22","iris36","iris44","iris46","iris59","iris60"
"iris16",0,0.152707919544473,0.22277167921609,0.358882455226379,0.0881511794577601,0.0997709948339286,0.15597900888367,0.191157393776023
"iris17",0.152707919544473,0,0.130128953799689,0.438719032237907,0.115168611178606,0.161030183804442,0.116615252546436,0.270137878467028
"iris22",0.22277167921609,0.130128953799689,0,0.473117090477077,0.177623507519818,0.235306446369315,0.21862222475516,0.364482546047294
"iris36",0.358882455226379,0.438719032237907,0.473117090477077,0,0.356465643599904,0.348192882185947,0.382514544432165,0.375290013379157
"iris44",0.0881511794577601,0.115168611178606,0.177623507519818,0.356465643599904,0,0.0846693372367051,0.103869601667598,0.209751795341573
"iris46",0.0997709948339286,0.161030183804442,0.235306446369315,0.348192882185947,0.0846693372367051,0,0.12319610352666,0.156661441546358
"iris59",0.15597900888367,0.116615252546436,0.21862222475516,0.382514544432165,0.103869601667598,0.12319610352666,0,0.206092652936443
"iris60",0.191157393776023,0.270137878467028,0.364482546047294,0.375290013379157,0.209751795341573,0.156661441546358,0.206092652936443,0
