"","ginger14","ginger27","ginger43","ginger46","ginger49","ginger50","ginger52","ginger55","ginger66"
"ginger14",0,0.593053094341417,0.547107951255833,0.646155915779526,0.407968114667717,0.466295319083377,0.493327426970429,0.409303947315007,0.479402795761747
"ginger27",0.593053094341417,0,0.498281780858951,0.403486049214168,0.475759566867322,0.354957151573918,0.385529091451378,0.47883713922624,0.442668662873252
"ginger43",0.547107951255833,0.498281780858951,0,0.38587147024398,0.43785446398286,0.448318234541885,0.585773551573029,0.587221220235239,0.283790610792824
"ginger46",0.646155915779526,0.403486049214168,0.38587147024398,0,0.471140370530387,0.443416207885677,0.539980847387441,0.577991192397117,0.445496389866094
"ginger49",0.407968114667717,0.475759566867322,0.43785446398286,0.471140370530387,0,0.328151754739737,0.584233530192832,0.50690423199261,0.439604166366859
"ginger50",0.466295319083377,0.354957151573918,0.448318234541885,0.443416207885677,0.328151754739737,0,0.538738433755442,0.4677250724804,0.383724391735181
"ginger52",0.493327426970429,0.385529091451378,0.585773551573029,0.539980847387441,0.584233530192832,0.538738433755442,0,0.284908242740503,0.576722140493745
"ginger55",0.409303947315007,0.47883713922624,0.587221220235239,0.577991192397117,0.50690423199261,0.4677250724804,0.284908242740503,0,0.541892426749143
"ginger66",0.479402795761747,0.442668662873252,0.283790610792824,0.445496389866094,0.439604166366859,0.383724391735181,0.576722140493745,0.541892426749143,0
