"Taxa"	"iris16"	"iris17"	"iris22"	"iris36"	"iris44"	"iris46"	"iris59"	"iris60"
"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"	9.02463725971903e-05	8.92126979406736e-05	3.07367601405695e-05	0.000409106715486735	8.02099208213496e-05	7.75985825325591e-05	8.14398566658523e-05	8.6281276962899e-05
"Formate -- Consumption"	0.000130355871529275	0.00013381904691101	3.07367601405695e-05	0	8.02099208213496e-05	0.000168130262153878	0.000244319569997557	0.000143802128271498
"Stachyose -- Consumption"	0.000110301122063233	0.000104081480930786	3.07367601405695e-05	0	4.58342404693426e-05	0.000168130262153878	0.000244319569997557	0.000100661489790049
"Linoleic acid (Omega-6 fatty acid) -- Consumption"	0.000100273747330211	8.92126979406736e-05	4.09823468540926e-05	6.13660073230102e-05	0.000126044161290692	0.000116397873798839	8.14398566658523e-05	0.000129421915444349
"Urea -- Consumption"	3.00821241990634e-05	1.48687829901123e-05	0	0.000593204737455765	0	0	0	0
"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"	9.02463725971903e-05	8.92126979406736e-05	3.07367601405695e-05	6.13660073230102e-05	8.02099208213496e-05	7.75985825325591e-05	8.14398566658523e-05	8.6281276962899e-05
"Folic acid (Folate, Vitamin B9) -- Consumption"	0	0	0	0.000347740708163725	0	0	0	0
"Thiamine (Vitamin B1, Thiamin) -- Consumption"	0	0	0	0.000347740708163725	0	0	0	0
"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"	3.00821241990634e-05	1.48687829901123e-05	0	0.000225008693517704	1.14585601173357e-05	0	0	1.43802128271498e-05
"Acetone -- Production"	3.00821241990634e-05	1.48687829901123e-05	0	0.000225008693517704	0	0	0	0
"L-Serine (Serine, D-Serine) -- Consumption"	3.00821241990634e-05	1.48687829901123e-05	0	0.000225008693517704	0	0	0	0
"Cholic acid (Cholate) -- Production"	1.00273747330211e-05	0	0	0	3.4375680352007e-05	3.87992912662795e-05	2.71466188886174e-05	4.31406384814495e-05
"Tauro-b-muricholic acid -- Consumption"	1.00273747330211e-05	0	0	0	3.4375680352007e-05	3.87992912662795e-05	2.71466188886174e-05	4.31406384814495e-05
"Taurocholate -- Consumption"	1.00273747330211e-05	0	0	0	3.4375680352007e-05	3.87992912662795e-05	2.71466188886174e-05	4.31406384814495e-05
"beta-Muricholic acid -- Production"	1.00273747330211e-05	0	0	0	3.4375680352007e-05	3.87992912662795e-05	2.71466188886174e-05	4.31406384814495e-05
"Stearic acid (Stearate, Octadecanoate) -- Production"	1.00273747330211e-05	0	1.02455867135232e-05	0	4.58342404693426e-05	3.87992912662795e-05	0	4.31406384814495e-05
"H2 (Hydrogen) -- Consumption"	1.00273747330211e-05	1.48687829901123e-05	0	0	3.4375680352007e-05	0	0	4.31406384814495e-05
"D-Galactosamine (Galactosamine) -- Consumption"	0	0	0	8.18213430973469e-05	0	0	0	0
"Folic acid (Folate, Vitamin B9) -- Production"	0	0	0	8.18213430973469e-05	0	0	0	0
"H2O2 -- Production"	0	0	0	0	1.14585601173357e-05	0	0	1.43802128271498e-05
"Fumarate -- Consumption"	1.00273747330211e-05	1.48687829901123e-05	0	0	0	0	0	0
"Cadaverine -- Production"	0	0	0	0	0	0	0	1.43802128271498e-05
"[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol) -- Production"	0	0	0	0	0	0	0	1.43802128271498e-05
