"","hera11","hera14","hera17","hera24","hera44","hera45","hera58","hera67"
"hera11",0,0.348075960741529,0.714737867934343,0.588553364390171,0.693046140296746,0.586598770469495,0.639439093682331,0.494166512617443
"hera14",0.348075960741529,0,0.700771280851335,0.517392265159597,0.732075954228712,0.600394184440227,0.643878227947923,0.386967596703527
"hera17",0.714737867934343,0.700771280851335,0,0.560707761486833,0.484237441579182,0.649029448899074,0.542572787569154,0.750557517732455
"hera24",0.588553364390171,0.517392265159597,0.560707761486833,0,0.602797039976791,0.571707971247749,0.581881525457439,0.506931756161402
"hera44",0.693046140296746,0.732075954228712,0.484237441579182,0.602797039976791,0,0.378048214394049,0.431327910091443,0.721555847552987
"hera45",0.586598770469495,0.600394184440227,0.649029448899074,0.571707971247749,0.378048214394049,0,0.464642646606056,0.639220183220956
"hera58",0.639439093682331,0.643878227947923,0.542572787569154,0.581881525457439,0.431327910091443,0.464642646606056,0,0.69936644009587
"hera67",0.494166512617443,0.386967596703527,0.750557517732455,0.506931756161402,0.721555847552987,0.639220183220956,0.69936644009587,0
