"","hera11","hera14","hera17","hera24","hera44","hera45","hera58","hera67"
"hera11",0,0.511392130882566,0.859309416122086,0.739008562954102,0.817672797979066,0.660792049868586,0.813546424534909,0.624922972827569
"hera14",0.511392130882566,0,0.83116282915351,0.68172442494554,0.793381648052716,0.63215358235192,0.778981327457599,0.650622398045175
"hera17",0.859309416122086,0.83116282915351,0,0.757778578032322,0.517174893020679,0.772426546259963,0.529165332017138,0.863246884410162
"hera24",0.739008562954102,0.68172442494554,0.757778578032322,0,0.745353598003827,0.673666065454835,0.748527707513404,0.735452674726096
"hera44",0.817672797979066,0.793381648052716,0.517174893020679,0.745353598003827,0,0.672006847594989,0.479501249769185,0.821525771063583
"hera45",0.660792049868586,0.63215358235192,0.772426546259963,0.673666065454835,0.672006847594989,0,0.733818237092247,0.668854096297441
"hera58",0.813546424534909,0.778981327457599,0.529165332017138,0.748527707513404,0.479501249769185,0.733818237092247,0,0.847900903649834
"hera67",0.624922972827569,0.650622398045175,0.863246884410162,0.735452674726096,0.821525771063583,0.668854096297441,0.847900903649834,0
