"ID"	"DateBirth"	"LocBirth"	"DateLast"	"LocLast"	"TypeEvent"	"DateEvent"	"DateEst"	"LocEvent"	"Sex"	"Sire"	"Dam"	"Status"	"OffspringID"	"IconBirth"	"ColorBirth"	"IconLocEvent"	"ColorLocEvent"	"IconLocLast"	"ColorLocLast"	"LocLastName"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2003-07-23	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2003-07-23	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2003-07-23	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2003-07-23	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2003-07-23	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2003-07-23	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2003-07-23	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-18	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2500	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-18	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2500	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-18	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2500	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-18	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2500	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-18	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2500	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-18	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2500	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-18	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2500	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-18	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2500	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2009-06-30	"N"	"SEA"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#201450"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2009-06-30	"N"	"SEA"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#201450"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2009-06-30	"N"	"SEA"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#201450"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2009-06-30	"N"	"SEA"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#201450"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"F"	"1017"	"1060"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-20	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2505	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-20	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2505	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-20	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2505	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-20	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2505	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-20	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2505	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-20	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2505	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-20	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2505	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1135	1997-02-20	"SAN"	2006-08-20	"SAN"	"Breed"	2006-06-20	"N"	"SAN"	"F"	"1017"	"1060"	"D"	2505	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1138	1998-05-16	"CLE"	2009-10-14	"CLE"	"Breed"	2004-08-20	"N"	"CLE"	"M"	"1078"	"1088"	"D"	2490	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"Cleveland Metroparks Zoo"
1138	1998-05-16	"CLE"	2009-10-14	"CLE"	"Breed"	2005-12-24	"N"	"CLE"	"M"	"1078"	"1088"	"D"	2452	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"Cleveland Metroparks Zoo"
1138	1998-05-16	"CLE"	2009-10-14	"CLE"	"Breed"	2005-12-24	"N"	"CLE"	"M"	"1078"	"1088"	"D"	2703	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"Cleveland Metroparks Zoo"
1138	1998-05-16	"CLE"	2009-10-14	"CLE"	"Breed"	2005-12-24	"N"	"CLE"	"M"	"1078"	"1088"	"D"	2704	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"Cleveland Metroparks Zoo"
1138	1998-05-16	"CLE"	2009-10-14	"CLE"	"Breed"	2007-01-07	"N"	"CLE"	"M"	"1078"	"1088"	"D"	2501	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"Cleveland Metroparks Zoo"
1138	1998-05-16	"CLE"	2009-10-14	"CLE"	"Breed"	2007-01-07	"N"	"CLE"	"M"	"1078"	"1088"	"D"	2502	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"Cleveland Metroparks Zoo"
1138	1998-05-16	"CLE"	2009-10-14	"CLE"	"Breed"	2009-08-14	"N"	"CLE"	"M"	"1078"	"1088"	"D"	2609	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"🇺🇸"	"#4C3C54"	"Cleveland Metroparks Zoo"
1141	1999-04-19	"SAN"	2011-12-12	"SAN"	"Transfer"	2009-06-30	"N"	"SEA"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#201450"	"🇺🇸"	"#948064"	"San Diego Zoo"
1141	1999-04-19	"SAN"	2011-12-12	"SAN"	"Transfer"	2009-06-30	"N"	"SEA"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#201450"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1141	1999-04-19	"SAN"	2011-12-12	"SAN"	"Transfer"	2009-06-30	"N"	"SEA"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#201450"	"🇺🇸"	"#948064"	"San Diego Zoo"
1141	1999-04-19	"SAN"	2011-12-12	"SAN"	"Transfer"	2009-06-30	"N"	"SEA"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#201450"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1141	1999-04-19	"SAN"	2011-12-12	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1141	1999-04-19	"SAN"	2011-12-12	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1141	1999-04-19	"SAN"	2011-12-12	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1141	1999-04-19	"SAN"	2011-12-12	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1141	1999-04-19	"SAN"	2011-12-12	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1141	1999-04-19	"SAN"	2011-12-12	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1141	1999-04-19	"SAN"	2011-12-12	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1141	1999-04-19	"SAN"	2011-12-12	"SAN"	"Transfer"	2011-10-12	"N"	"SAN"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1142	1999-04-19	"SAN"	2009-06-25	"CHI"	"Transfer"	2006-04-11	"N"	"CHI"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#602038"	"🇺🇸"	"#602038"	"Lincoln Park Zoological Gardens"
1142	1999-04-19	"SAN"	2009-06-25	"CHI"	"Transfer"	2006-04-11	"N"	"CHI"	"M"	"1059"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#602038"	"🇺🇸"	"#602038"	"Lincoln Park Zoological Gardens"
1142	1999-04-19	"SAN"	2009-06-25	"CHI"	"Breed"	2009-04-25	"N"	"CHI"	"M"	"1059"	"1089"	"D"	2615	"🇺🇸"	"#948064"	"🇺🇸"	"#602038"	"🇺🇸"	"#602038"	"Lincoln Park Zoological Gardens"
1142	1999-04-19	"SAN"	2009-06-25	"CHI"	"Breed"	2009-04-25	"N"	"CHI"	"M"	"1059"	"1089"	"D"	2615	"🇺🇸"	"#948064"	"🇺🇸"	"#602038"	"🇺🇸"	"#602038"	"Lincoln Park Zoological Gardens"
1142	1999-04-19	"SAN"	2009-06-25	"CHI"	"Breed"	2009-04-25	"N"	"CHI"	"M"	"1059"	"1089"	"D"	2616	"🇺🇸"	"#948064"	"🇺🇸"	"#602038"	"🇺🇸"	"#602038"	"Lincoln Park Zoological Gardens"
1142	1999-04-19	"SAN"	2009-06-25	"CHI"	"Breed"	2009-04-25	"N"	"CHI"	"M"	"1059"	"1089"	"D"	2616	"🇺🇸"	"#948064"	"🇺🇸"	"#602038"	"🇺🇸"	"#602038"	"Lincoln Park Zoological Gardens"
1143	1999-06-20	"OMA"	2009-01-22	"OMA"	"Breed"	2008-11-22	"N"	"OMA"	"F"	"1104"	"1115"	"D"	2603	"🇺🇸"	"#D47C70"	"🇺🇸"	"#D47C70"	"🇺🇸"	"#D47C70"	"Omaha's Henry Doorly Zoo"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Transfer"	2002-07-03	"N"	"WHE"	"F"	"1113"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#94B46C"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Transfer"	2002-07-03	"N"	"WHE"	"F"	"1113"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#94B46C"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Transfer"	2004-10-07	"N"	"MOO"	"F"	"1113"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Transfer"	2004-10-07	"N"	"MOO"	"F"	"1113"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2006-03-24	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2495	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2006-03-24	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2495	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2006-03-24	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2496	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2006-03-24	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2496	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Transfer"	2008-09-17	"N"	"HOU"	"F"	"1113"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Transfer"	2008-09-17	"N"	"HOU"	"F"	"1113"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#645C48"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Transfer"	2009-01-20	"N"	"MOO"	"F"	"1113"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Transfer"	2009-01-20	"N"	"MOO"	"F"	"1113"	"1089"	"D"	NA	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2009-05-13	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2611	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2009-05-13	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2611	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2008-03-12	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2601	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2008-03-12	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2601	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2008-03-12	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2602	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2008-03-12	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2602	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2010-03-22	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2630	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2010-03-22	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2630	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2010-03-22	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2631	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2010-03-22	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2631	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2011-06-14	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2638	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2011-06-14	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2638	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2011-06-14	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2639	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1145	2000-04-27	"SAN"	2011-08-14	"MOO"	"Breed"	2011-06-14	"N"	"MOO"	"F"	"1113"	"1089"	"D"	2639	"🇺🇸"	"#948064"	"🇺🇸"	"#9C8C74"	"🇺🇸"	"#9C8C74"	"Aquarium & Rainforest at Moody Gardens"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2441	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2441	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2441	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2441	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2441	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2441	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2441	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2441	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2442	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2442	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2442	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2442	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2442	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Diego Zoo"
1146	2000-04-27	"SAN"	2005-11-17	"SAN"	"Breed"	2005-01-23	"N"	"SAN"	"F"	"1113"	"1089"	"D"	2442	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"🇺🇸"	"#948064"	"San Francisco Zoological Gardens"
