seqrun	barcode	reads_unclassified	flow_cell_id	protocol_group_id	seq_id	seq_date	seq_start
hdz7	barcode17	12238	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656
hdz7	barcode18	10328	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656
hdz7	barcode19	10207	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656
hdz7	barcode20	8224	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656
hdz7	barcode21	4067	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656
hdz7	barcode22	9828	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656
hdz7	barcode23	8907	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656
hdz7	barcode24	29	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656
hdz8	barcode01	12560	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode02	11554	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode03	12075	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode04	13517	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode05	7073	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode06	12815	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode07	10094	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode08	11086	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode09	9746	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode10	7897	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode11	3929	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode12	10704	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode13	14471	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode14	7382	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode15	12380	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode16	12191	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode17	10336	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode18	5940	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode19	10196	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode20	2937	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode21	11614	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode22	12697	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode23	12155	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz8	barcode24	25	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048
hdz9	barcode01	11854	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode02	6397	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode03	15664	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode04	5966	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode05	6665	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode06	11592	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode07	5120	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode08	16075	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode09	14484	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode10	5724	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode11	17546	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode12	19257	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode13	7596	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode14	12739	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode15	5602	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode16	8562	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode17	10248	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode18	5356	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode19	10029	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode20	8712	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode21	9210	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode22	10891	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode23	5263	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
hdz9	barcode24	27	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086
