"identifier"	"nutrient"	"fed"	"fed_unit"	"relative_fed"	"relative_unit"
"HDZ-013-S8"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-013-S8"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-013-S8"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-013-S8"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-013-S8"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-013-S8"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-013-S8"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-013-S8"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-013-S8"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-095-S300"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-095-S300"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-095-S300"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-095-S300"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-095-S300"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-095-S300"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-095-S300"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-095-S300"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-095-S300"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-014-S18"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-014-S18"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-014-S18"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-014-S18"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-014-S18"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-014-S18"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-014-S18"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-014-S18"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-014-S18"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-005-S11"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-005-S11"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-005-S11"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-005-S11"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-005-S11"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-005-S11"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-005-S11"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-005-S11"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-005-S11"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-021-S7"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-021-S7"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-021-S7"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-021-S7"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-021-S7"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-021-S7"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-021-S7"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-021-S7"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-021-S7"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-004-S3"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-004-S3"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-004-S3"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-004-S3"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-004-S3"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-004-S3"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-004-S3"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-004-S3"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-004-S3"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-011-S10"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-011-S10"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-011-S10"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-011-S10"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-011-S10"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-011-S10"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-011-S10"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-011-S10"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-011-S10"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-019-S13"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-019-S13"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-019-S13"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-019-S13"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-019-S13"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-019-S13"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-019-S13"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-019-S13"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-019-S13"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-018-S30"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-018-S30"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-018-S30"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-018-S30"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-018-S30"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-018-S30"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-018-S30"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-018-S30"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-018-S30"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-015-S28"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-015-S28"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-015-S28"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-015-S28"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-015-S28"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-015-S28"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-015-S28"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-015-S28"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-015-S28"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-010-S23"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-010-S23"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-010-S23"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-010-S23"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-010-S23"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-010-S23"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-010-S23"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-010-S23"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-010-S23"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-025-S17"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-025-S17"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-025-S17"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-025-S17"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-025-S17"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-025-S17"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-025-S17"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-025-S17"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-025-S17"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-016-S21"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-016-S21"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-016-S21"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-016-S21"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-016-S21"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-016-S21"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-016-S21"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-016-S21"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-016-S21"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-002-S93"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-002-S93"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-002-S93"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-002-S93"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-002-S93"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-002-S93"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-002-S93"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-002-S93"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-002-S93"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-024-S19"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-024-S19"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-024-S19"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-024-S19"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-024-S19"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-024-S19"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-024-S19"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-024-S19"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-024-S19"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-026-S15"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-026-S15"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-026-S15"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-026-S15"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-026-S15"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-026-S15"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-026-S15"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-026-S15"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-026-S15"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-022-S31"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-022-S31"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-022-S31"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-022-S31"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-022-S31"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-022-S31"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-022-S31"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-022-S31"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-022-S31"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-023-S20"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-023-S20"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-023-S20"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-023-S20"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-023-S20"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-023-S20"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-023-S20"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-023-S20"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-023-S20"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-020-S12"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-020-S12"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-020-S12"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-020-S12"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-020-S12"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-020-S12"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-020-S12"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-020-S12"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-020-S12"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-001-S231"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-001-S231"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-001-S231"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-001-S231"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-001-S231"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-001-S231"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-001-S231"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-001-S231"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-001-S231"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-028-S16"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-028-S16"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-028-S16"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-028-S16"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-028-S16"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-028-S16"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-028-S16"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-028-S16"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-028-S16"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-028-S36"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-028-S36"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-028-S36"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-028-S36"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-028-S36"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-028-S36"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-028-S36"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-028-S36"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-028-S36"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-027-S32"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-027-S32"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-027-S32"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-027-S32"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-027-S32"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-027-S32"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-027-S32"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-027-S32"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-027-S32"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-035-S185"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-035-S185"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-035-S185"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-035-S185"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-035-S185"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-035-S185"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-035-S185"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-035-S185"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-035-S185"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-030-S37"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-030-S37"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-030-S37"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-030-S37"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-030-S37"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-030-S37"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-030-S37"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-030-S37"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-030-S37"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-030-S6"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-030-S6"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-030-S6"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-030-S6"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-030-S6"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-030-S6"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-030-S6"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-030-S6"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-030-S6"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-045-S49"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-045-S49"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-045-S49"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-045-S49"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-045-S49"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-045-S49"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-045-S49"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-045-S49"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-045-S49"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-012-E1"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-012-E1"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-012-E1"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-012-E1"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-012-E1"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-012-E1"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-012-E1"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-012-E1"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-012-E1"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-050-S232"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-050-S232"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-050-S232"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-050-S232"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-050-S232"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-050-S232"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-050-S232"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-050-S232"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-050-S232"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-040-S187"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-040-S187"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-040-S187"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-040-S187"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-040-S187"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-040-S187"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-040-S187"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-040-S187"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-040-S187"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-036-S94"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-036-S94"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-036-S94"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-036-S94"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-036-S94"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-036-S94"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-036-S94"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-036-S94"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-036-S94"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-037-S186"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-037-S186"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-037-S186"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-037-S186"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-037-S186"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-037-S186"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-037-S186"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-037-S186"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-037-S186"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-031-E1"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-031-E1"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-031-E1"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-031-E1"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-031-E1"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-031-E1"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-031-E1"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-031-E1"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-031-E1"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-032-S46"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-032-S46"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-032-S46"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-032-S46"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-032-S46"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-032-S46"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-032-S46"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-032-S46"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-032-S46"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-033-S43"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-033-S43"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-033-S43"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-033-S43"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-033-S43"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-033-S43"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-033-S43"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-033-S43"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-033-S43"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-038-S45"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-038-S45"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-038-S45"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-038-S45"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-038-S45"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
"HDZ-038-S45"	"Iodine (I)"	0	"mg"	0.7	"mg/kg"
"HDZ-038-S45"	"Iron (Fe)"	5.5	"mg"	188	"mg/kg"
"HDZ-038-S45"	"Manganese (Mn)"	1.5	"mg"	50	"mg/kg"
"HDZ-038-S45"	"Zinc (Zn)"	2.5	"mg"	86	"mg/kg"
"HDZ-034-S44"	"Calcium (Ca)"	321.7701592	"mg"	1.1	"%"
"HDZ-034-S44"	"Magnesium (Mg)"	157.3827213	"mg"	0.54	"%"
"HDZ-034-S44"	"Phosphorus (P)"	167.1484216	"mg"	0.57	"%"
"HDZ-034-S44"	"Potassium (K)"	322.688967	"mg"	0.57	"%"
"HDZ-034-S44"	"Copper (Cu)"	0.5	"mg"	16	"mg/kg"
