"identifier"	"subject"	"methionine"	"taurine"	"proteins_total"	"omega3"	"omega6"	"fats_total"	"ADF"	"NDF"	"TDF"	"crude_fiber"	"starch"	"CHOs_total"	"calcium"	"magnesium"	"phosphorus"	"potassium"	"copper"	"iodine"	"iron"	"manganese"	"zinc"	"Ash_total"	"beta_carotene"	"lycopene"	"choline"	"folic_acid"	"vit_B1_thiamin"	"vit_B2_riboflavin"	"vit_B3_niacin"	"vit_B5_pantothenic_acid"	"vit_B6_pyridoxine"	"vit_B7_biotin"	"vit_B12"	"vit_C"	"vit_A"	"vit_D3"	"vit_E"	"vit_K"	"biscuit"	"gum_arabic"	"invertebrates"	"protein_rotate"	"seasonal_veggies"	"HDZ_oatgel"
"HDZ-251-S151"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-253-S153"	"culi"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-323-S134"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-252-S152"	"culi"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-246-S146"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-249-S149"	"culi"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-240-S140"	"culi"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-247-S147"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-250-S150"	"culi"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-272-S312"	"culi"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-248-S148"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-270-S310"	"culi"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-267-S255"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-273-S313"	"culi"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-265-S205"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-262-S165"	"culi"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-271-S311"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-203-S203"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-209-S104"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-202-E1-S348"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-207-S102"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-266-S254"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-260-S164"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-204-S249"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-205-S101"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-208-S103"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-394-S271"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-411-E1-S350"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-254-S154"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-194-S87"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-201-E1-S347"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-200-S100"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-197-S202"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-196-S76"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-239-S307"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-238-S306"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-199-S86"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-235-S282"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-234-S281"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-198-S88"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-237-S305"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-326-S137"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-307-S116"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-330-S323"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-315-S127"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-318-S156"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-306-S115"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-336-S159"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-331-S324"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-317-S155"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-303-S112"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-312-S121"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-308-S117"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-304-S113"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-314-S126"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-313-S125"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-319-S157"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-324-S135"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-329-S315"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-305-S114"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-333-S169"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-310-S119"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-335-S257"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-320-S131"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-332-S168"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-301-S110"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
"HDZ-325-S136"	"warble"	90	20	5100	635	3370	2000	2000	9000	1000	12000	3000	2000	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0
"HDZ-241-S141"	"culi"	86.58715	17.952	4826.53571	634.49	3369.2	1618.96429	2435.20325	9629.23644	606.16274	12395	3102.91905	2005.1413	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	1816.25337	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000
