alias	seqrun	collection	sampleID	subject	barcode	kit	reads_unclassified	flow_cell_id	protocol_group_id	seq_id	seq_date	seq_start	tech_replicates	ster_mgpml	ster_dose_ml	ster_npday	ster_mgpday	diet_trial	location	med_type	med_name	mgpml	dose_ml	dose_npday	mg_p_day	warble_cycle	access	culi_trial	bristol_min	bristol_max	bristol_mean	note_type	note_detail
hdz-167-s198	hdz9	2023-12-14	hdz-167	culi	barcode14	SQK-16S114-24	12739	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-157-s241	hdz11	2023-12-14	hdz-157	warble	barcode11	SQK-16S114-24	11652	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-173-s246	hdz11	2023-12-14	hdz-173	warble	barcode16	SQK-16S114-24	10826	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-060-s80	hdz4	2023-12-15	hdz-060	culi	barcode11	SQK-16S114-24	12381	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	5	6	5.5	none	none
hdz-156-s68	hdz3	2023-12-15	hdz-156	culi	barcode22	SQK-16S114-24	2566	AUA949	HDZ-PL-003	PL003	2024-06-12	2024-06-12 20:06:58.563653	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	5	6	5.5	none	none
hdz-155-s67	hdz3	2023-12-15	hdz-155	warble	barcode21	SQK-16S114-24	2292	AUA949	HDZ-PL-003	PL003	2024-06-12	2024-06-12 20:06:58.563653	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-174-s247	hdz11	2023-12-16	hdz-174	culi	barcode17	SQK-16S114-24	19760	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-161-s77	hdz4	2023-12-16	hdz-161	warble	barcode08	SQK-16S114-24	10520	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-168-s58	hdz3	2023-12-17	hdz-168	culi	barcode12	SQK-16S114-24	2278	AUA949	HDZ-PL-003	PL003	2024-06-12	2024-06-12 20:06:58.563653	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-162-s243	hdz11	2023-12-17	hdz-162	warble	barcode13	SQK-16S114-24	13115	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-169-s244	hdz11	2023-12-18	hdz-169	culi	barcode14	SQK-16S114-24	12686	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-170-s245	hdz11	2023-12-18	hdz-170	warble	barcode15	SQK-16S114-24	14987	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-163-s82	hdz4	2023-12-19	hdz-163	culi	barcode13	SQK-16S114-24	12286	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-084-s35	hdz2	2023-12-21	hdz-084	culi	barcode12	SQK-16S114-24	2301	AUD789	HDZ-PL-002	PL002	2024-06-10	2024-06-10 20:32:18.00607	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-099-s72	hdz4	2023-12-21	hdz-099	warble	barcode03	SQK-16S114-24	12417	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-098-s238	hdz11	2023-12-22	hdz-098	culi	barcode08	SQK-16S114-24	13918	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-103-s239	hdz11	2023-12-22	hdz-103	warble	barcode09	SQK-16S114-24	12222	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-102-s96	hdz5	2023-12-23	hdz-102	culi	barcode04	SQK-16S114-24	7546	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-093-s65	hdz3	2023-12-23	hdz-093	warble	barcode19	SQK-16S114-24	2597	AUA949	HDZ-PL-003	PL003	2024-06-12	2024-06-12 20:06:58.563653	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-089-s64	hdz3	2023-12-24	hdz-089	culi	barcode18	SQK-16S114-24	3800	AUA949	HDZ-PL-003	PL003	2024-06-12	2024-06-12 20:06:58.563653	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-101-s57	hdz3	2023-12-24	hdz-101	warble	barcode11	SQK-16S114-24	17548	AUA949	HDZ-PL-003	PL003	2024-06-12	2024-06-12 20:06:58.563653	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-097-s91	hdz4	2023-12-25	hdz-097	culi	barcode22	SQK-16S114-24	14067	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-092-s237	hdz11	2023-12-25	hdz-092	warble	barcode07	SQK-16S114-24	8982	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-088-s234	hdz11	2023-12-26	hdz-088	culi	barcode04	SQK-16S114-24	11885	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-083-s39	hdz2	2023-12-26	hdz-083	warble	barcode17	SQK-16S114-24	2	AUD789	HDZ-PL-002	PL002	2024-06-10	2024-06-10 20:32:18.00607	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-108-s60	hdz3	2023-12-27	hdz-108	culi	barcode14	SQK-16S114-24	2548	AUA949	HDZ-PL-003	PL003	2024-06-12	2024-06-12 20:06:58.563653	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	5	4	none	none
hdz-096-s95	hdz5	2023-12-27	hdz-096	warble	barcode03	SQK-16S114-24	11008	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-091-s236	hdz11	2023-12-28	hdz-091	culi	barcode06	SQK-16S114-24	12502	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-105-s97	hdz5	2023-12-28	hdz-105	warble	barcode05	SQK-16S114-24	4358	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-087-s78	hdz4	2023-12-29	hdz-087	culi	barcode09	SQK-16S114-24	12171	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-082-s41	hdz2	2023-12-29	hdz-082	warble	barcode19	SQK-16S114-24	0	AUD789	HDZ-PL-002	PL002	2024-06-10	2024-06-10 20:32:18.00607	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-086-s42	hdz2	2023-12-30	hdz-086	culi	barcode20	SQK-16S114-24	0	AUD789	HDZ-PL-002	PL002	2024-06-10	2024-06-10 20:32:18.00607	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	6	4.5	none	none
hdz-090-s235	hdz11	2023-12-30	hdz-090	warble	barcode05	SQK-16S114-24	5981	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-081-s40	hdz2	2023-12-31	hdz-081	culi	barcode18	SQK-16S114-24	325	AUD789	HDZ-PL-002	PL002	2024-06-10	2024-06-10 20:32:18.00607	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-109-s240	hdz11	2023-12-31	hdz-109	warble	barcode10	SQK-16S114-24	8728	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-085-s92	hdz4	2024-01-01	hdz-085	culi	barcode23	SQK-16S114-24	12744	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	10	0.01	1	0.1	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-106-s83	hdz4	2024-01-01	hdz-106	warble	barcode14	SQK-16S114-24	11609	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-107-s55	hdz3	2024-01-02	hdz-107	warble	barcode09	SQK-16S114-24	4519	AUA949	HDZ-PL-003	PL003	2024-06-12	2024-06-12 20:06:58.563653	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-190-s59	hdz3	2024-01-06	hdz-190	culi	barcode13	SQK-16S114-24	2793	AUA949	HDZ-PL-003	PL003	2024-06-12	2024-06-12 20:06:58.563653	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	6	6	6	none	none
hdz-193-s70	hdz4	2024-01-06	hdz-193	warble	barcode01	SQK-16S114-24	13588	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-192-s75	hdz4	2024-01-07	hdz-192	culi	barcode06	SQK-16S114-24	14200	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-191-s56	hdz3	2024-01-07	hdz-191	warble	barcode10	SQK-16S114-24	2218	AUA949	HDZ-PL-003	PL003	2024-06-12	2024-06-12 20:06:58.563653	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-264-s167	hdz8	2024-01-08	hdz-264	culi	barcode06	SQK-16S114-24	12815	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-268-s308	hdz14	2024-01-08	hdz-268	warble	barcode09	SQK-16S114-24	5447	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-263-s166	hdz8	2024-01-09	hdz-263	culi	barcode05	SQK-16S114-24	7073	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-258-s162	hdz8	2024-01-10	hdz-258	culi	barcode01	SQK-16S114-24	12560	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-259-s163	hdz8	2024-01-13	hdz-259	warble	barcode02	SQK-16S114-24	11554	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-269-s309	hdz14	2024-01-14	hdz-269	culi	barcode10	SQK-16S114-24	7843	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-274-s314	hdz14	2024-01-15	hdz-274	culi	barcode15	SQK-16S114-24	12974	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	3	3	none	none
hdz-245-s145	hdz7	2024-01-16	hdz-245	culi	barcode07	SQK-16S114-24	9272	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	0	0	0	none	none
hdz-251-s151	hdz7	2024-01-16	hdz-251	warble	barcode13	SQK-16S114-24	13075	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-253-s153	hdz7	2024-01-17	hdz-253	culi	barcode15	SQK-16S114-24	9326	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	3	6	4.5	none	none
hdz-323-s134	hdz6	2024-01-17	hdz-323	warble	barcode19	SQK-16S114-24	17019	AVI490	HDZ-PL-006	PL006	2024-07-18	2024-07-18 20:35:26.690098	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-252-s152	hdz7	2024-01-18	hdz-252	culi	barcode14	SQK-16S114-24	10730	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	2	2	2	none	none
hdz-246-s146	hdz7	2024-01-18	hdz-246	warble	barcode08	SQK-16S114-24	12575	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-249-s149	hdz7	2024-01-19	hdz-249	culi	barcode11	SQK-16S114-24	15273	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	1	1	1	none	none
hdz-240-s140	hdz7	2024-01-20	hdz-240	culi	barcode02	SQK-16S114-24	12808	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	2	2	2	none	none
hdz-247-s147	hdz7	2024-01-20	hdz-247	warble	barcode09	SQK-16S114-24	13147	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-250-s150	hdz7	2024-01-21	hdz-250	culi	barcode12	SQK-16S114-24	15232	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	6	6	6	none	none
hdz-272-s312	hdz14	2024-01-21	hdz-272	culi	barcode13	SQK-16S114-24	10976	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	6	6	6	none	none
hdz-248-s148	hdz7	2024-01-21	hdz-248	warble	barcode10	SQK-16S114-24	8759	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-270-s310	hdz14	2024-01-22	hdz-270	culi	barcode11	SQK-16S114-24	9776	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	6	6	6	none	none
hdz-267-s255	hdz12	2024-01-22	hdz-267	warble	barcode02	SQK-16S114-24	5802	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-273-s313	hdz14	2024-01-23	hdz-273	culi	barcode14	SQK-16S114-24	9703	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	2	2	2	none	none
hdz-265-s205	hdz9	2024-01-23	hdz-265	warble	barcode21	SQK-16S114-24	9210	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	NA	NA	NA	none	none
hdz-262-s165	hdz8	2024-01-24	hdz-262	culi	barcode04	SQK-16S114-24	13517	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	10	0.02	1	0.2	steroid	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid	2	2	2	none	none
hdz-271-s311	hdz14	2024-01-25	hdz-271	culi	barcode12	SQK-16S114-24	11664	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	5	6	5.5	none	none
hdz-203-s203	hdz9	2024-01-26	hdz-203	culi	barcode19	SQK-16S114-24	10029	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	5	5	5	none	none
hdz-209-s104	hdz5	2024-01-26	hdz-209	warble	barcode12	SQK-16S114-24	7976	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-202-e1-s348	hdz16	2024-01-27	hdz-202	culi	barcode03	SQK-16S114-24	1593	AVU071	PL016	PL16	2024-09-20	2024-09-20 23:00:38.522417	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	6	6	6	none	none
hdz-207-s102	hdz5	2024-01-27	hdz-207	warble	barcode10	SQK-16S114-24	14103	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-266-s254	hdz12	2024-01-28	hdz-266	culi	barcode01	SQK-16S114-24	8933	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-260-s164	hdz8	2024-01-28	hdz-260	warble	barcode03	SQK-16S114-24	12075	AVP307	PL8-9	PL008	2024-08-16	2024-08-16 18:56:41.11048	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-204-s249	hdz11	2024-01-29	hdz-204	culi	barcode19	SQK-16S114-24	10800	AVN953	HDZ-PL011	PL011	2024-08-21	2024-08-21 21:19:53.872014	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-205-s101	hdz5	2024-01-29	hdz-205	warble	barcode09	SQK-16S114-24	11903	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-208-s103	hdz5	2024-01-30	hdz-208	warble	barcode11	SQK-16S114-24	11660	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-394-s271	hdz12	2024-02-01	hdz-394	culi	barcode18	SQK-16S114-24	7441	AVN769	PL12-13	PL012	2024-08-30	2024-08-30 17:37:27.777913	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	3	3	none	none
hdz-411-e1-s350	hdz16	2024-02-01	hdz-411	warble	barcode05	SQK-16S114-24	1217	AVU071	PL016	PL16	2024-09-20	2024-09-20 23:00:38.522417	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-254-s154	hdz7	2024-02-02	hdz-254	culi	barcode16	SQK-16S114-24	9746	AVH171	HDZ-PL-007	PL007	2024-07-22	2024-07-22 23:13:57.01656	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-194-s87	hdz4	2024-02-02	hdz-194	warble	barcode18	SQK-16S114-24	9429	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-201-e1-s347	hdz16	2024-02-03	hdz-201	culi	barcode02	SQK-16S114-24	1616	AVU071	PL016	PL16	2024-09-20	2024-09-20 23:00:38.522417	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-200-s100	hdz5	2024-02-03	hdz-200	warble	barcode08	SQK-16S114-24	9863	AVI712	HDZ-PL-005	PL005	2024-07-17	2024-07-17 17:41:40.26544	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-197-s202	hdz9	2024-02-04	hdz-197	culi	barcode18	SQK-16S114-24	5356	AWN500	PL8-9	PL009	2024-08-16	2024-08-16 18:56:41.056086	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-196-s76	hdz4	2024-02-05	hdz-196	culi	barcode07	SQK-16S114-24	9965	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-239-s307	hdz14	2024-02-05	hdz-239	warble	barcode08	SQK-16S114-24	9263	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-238-s306	hdz14	2024-02-06	hdz-238	culi	barcode07	SQK-16S114-24	3875	AVP124	PL014	PL14	2024-09-06	2024-09-06 18:04:40.927986	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	2	2	2	none	none
hdz-199-s86	hdz4	2024-02-06	hdz-199	warble	barcode17	SQK-16S114-24	10716	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-235-s282	hdz13	2024-02-07	hdz-235	culi	barcode06	SQK-16S114-24	8195	AVP114	PL12-13	PL013	2024-08-30	2024-08-30 17:37:28.176954	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	3	3	none	none
hdz-234-s281	hdz13	2024-02-07	hdz-234	warble	barcode05	SQK-16S114-24	3959	AVP114	PL12-13	PL013	2024-08-30	2024-08-30 17:37:28.176954	1	0	0	0	0	baseline	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	NA	NA	NA	none	none
hdz-198-s88	hdz4	2024-02-08	hdz-198	culi	barcode19	SQK-16S114-24	10181	AUD364	HDZ-PL-004	PL004	2024-06-13	2024-06-13 21:37:11.220383	1	10	0.02	1	0.2	steroid_probiotic_oat	old_enclosure	none	none	0	0	0	0	not_pregnant	separated	steroid_probiotic_oat	3	6	4.5	none	none
