"Taxa"	"marshmallow24"	"marshmallow37"	"marshmallow41"	"marshmallow44"	"marshmallow49"	"marshmallow53"	"marshmallow60"	"marshmallow70"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum"	0.599456987710774	0.540683540683541	0.432980851671906	0.405857142857143	0.378054007715388	0.871	0.14136649514008	0.571959411176218
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium"	0.20120034295513	0.049049049049049	0.0585881680480137	0.124857142857143	0.0922988998428347	0.0524285714285714	0.121497998856489	0.0463055595255109
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas"	0.028436696198914	0.0388960388960389	0.0347242069162618	0.136571428571429	0.164594942134591	0.0161428571428571	0.0704688393367639	0.00242961269115335
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera"	0.0234352672192055	0.0529100529100529	0.0421549014004001	0.137571428571429	0.132733247606801	0.0162857142857143	0.0810463121783876	0.00214377590395884
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"	0.00271506144612746	0.0612040612040612	0.131751929122606	0.0425714285714286	0.0181454493499071	0.00228571428571429	0.0850485991995426	0.00943261397741889
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola"	0.0398685338668191	0.00643500643500643	0.01686196056016	0.0217142857142857	0.0152878982711816	0.0104285714285714	0.00528873642081189	0.196655709589824
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia"	0	0.00328900328900329	0.0112889396970563	0.00228571428571429	0.0167166738105444	0.000142857142857143	0.272727272727273	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium"	0.045298656759074	0.0313170313170313	0.0237210631609031	0.0364285714285714	0.0532933276182312	0.0122857142857143	0.0481703830760435	0.00343004144633414
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia"	0	0.0431860431860432	0.0600171477565019	0.0108571428571429	0.01343049007001	0.00242857142857143	0.00643224699828473	0.0654566242675432
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella"	0	0.00471900471900472	0.0157187767933695	0.00385714285714286	0.0258608372624661	0	0.0947684391080617	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium"	0	0.0905190905190905	0.0405830237210632	0	0	0	0	0.00743175646705731
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0.00242926550442984	0.0155870155870156	0.0282937982280652	0.0185714285714286	0.0091441634519217	0.00242857142857143	0.0105774728416238	0.0137201657853366
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus"	0.000142897970848814	0.023023023023023	0.0435838811088883	0.005	0.00171453064723532	0.000714285714285714	0.00514579759862779	0.0165785336572817
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"	0.00585881680480137	0.00243100243100243	0.00700200057159188	0.005	0.0024289184169167	0.00285714285714286	0.00157232704402516	0.0268686579962841
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia"	0.00985995998856816	0.00357500357500357	0.00885967419262646	0.01	0.0091441634519217	0.003	0.00757575757575758	0.00200085751036158
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella"	0.000571591883395256	0.00614900614900615	0.0180051443269506	0.006	0.00785826546649521	0.000142857142857143	0.00328759291023442	0.0108617979133915
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia"	0.00471563303801086	0.00214500214500214	0.00142897970848814	0.00457142857142857	0.0267181025860837	0.000428571428571429	0.00485991995425958	0.000571673574389024
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio"	0.00442983709631323	0.00328900328900329	0.00285795941697628	0.004	0.00157165309329904	0.001	0.00114351057747284	0.00986136915821066
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella"	0.00271506144612746	0.00529100529100529	0.000857387825092884	0.00328571428571429	0.00414344906415202	0.000285714285714286	0.00242995997712979	0.000285836787194512
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella"	0.0010002857959417	0.00314600314600315	0.00214346956273221	0.00228571428571429	0.00757251035862266	0.000428571428571429	0.00028587764436821	0.00171502072316707
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium"	0.00257216347527865	0.00128700128700129	0.00171477565018577	0.00171428571428571	0.00214316330904415	0.00271428571428571	0.00242995997712979	0.00114334714877805
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter"	0.00271506144612746	0.000286000286000286	0.0020005715918834	0.000142857142857143	0	0.000285714285714286	0.00028587764436821	0.00671716449907103
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas"	0.000857387825092884	0.000143000143000143	0.000571591883395256	0.00228571428571429	0.00085726532361766	0.000285714285714286	0.00428816466552316	0.000571673574389024
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter"	0	0	0.000142897970848814	0	0	0	0.00957690108633505	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor"	0.00228636753358102	0.00114400114400114	0.000285795941697628	0.00228571428571429	0.00171453064723532	0.000285714285714286	0.00142938822184105	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster"	0	0.00185900185900186	0.000857387825092884	0.000714285714285714	0.00414344906415202	0.000285714285714286	0.00142938822184105	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora"	0.00585881680480137	0.000715000715000715	0.000571591883395256	0.000714285714285714	0.00085726532361766	0	0.00028587764436821	0.000142918393597256
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola"	0.00157187767933695	0.000429000429000429	0.000428693912546442	0.001	0.000571510215745106	0	0.00171526586620926	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena"	0.000857387825092884	0.000286000286000286	0.000857387825092884	0.000428571428571429	0.00085726532361766	0.000571428571428571	0.000857632933104631	0.000285836787194512
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella"	0	0.001001001001001	0.00228636753358102	0.000142857142857143	0.000285755107872553	0	0.000571755288736421	0.000571673574389024
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus"	0.00128608173763933	0.000572000572000572	0.00071448985424407	0.000285714285714286	0.000285755107872553	0.000428571428571429	0.00028587764436821	0.000142918393597256
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium"	0.0010002857959417	0.000429000429000429	0.000142897970848814	0.000857142857142857	0.000714387769681383	0	0.000714694110920526	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia"	0.00071448985424407	0.000429000429000429	0.000285795941697628	0.000571428571428571	0.00085726532361766	0	0.000714694110920526	0.000142918393597256
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus"	0.000857387825092884	0.000286000286000286	0.000428693912546442	0.000428571428571429	0.000285755107872553	0	0.000857632933104631	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio"	0.00128608173763933	0.000143000143000143	0.000285795941697628	0.000571428571428571	0.000142877553936277	0	0.000571755288736421	0.000142918393597256
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera"	0.000857387825092884	0.000143000143000143	0.000285795941697628	0.000428571428571429	0.00085726532361766	0	0.00028587764436821	0.000142918393597256
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea"	0	0	0	0	0	0	0.0028587764436821	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum"	0	0.000572000572000572	0.00114318376679051	0.000285714285714286	0.00042863266180883	0	0.000142938822184105	0.000285836787194512
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter"	0	0.000143000143000143	0.000142897970848814	0.000857142857142857	0.000285755107872553	0	0.000714694110920526	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus"	0	0.000429000429000429	0.000285795941697628	0.000142857142857143	0.000571510215745106	0	0.00028587764436821	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella"	0.000142897970848814	0.000286000286000286	0.000857387825092884	0.000285714285714286	0	0	0	0.000142918393597256
