"Taxa"	"hera11"	"hera14"	"hera17"	"hera24"	"hera44"	"hera45"	"hera58"	"hera67"
"k__Bacteria|p__Firmicutes"	0.72602543947406	0.751286449399657	0.0985975958786491	0.653	0.134296338672769	0.4320617231033	0.0849177984274482	0.936133733390484
"k__Bacteria|p__Bacteroidota"	0.0864656281263399	0.141223556317896	0.634373211219233	0.302571428571429	0.675486270022883	0.458351193027575	0.709363831308077	0.0331475925132162
"k__Bacteria|p__Proteobacteria"	0.0990424467628984	0.0674671240708977	0.103606182026331	0.0201428571428571	0.0999713958810069	0.0274324903557651	0.118227305218013	0.00771538791255894
"k__Bacteria|p__Actinobacteria"	0.00600257253108475	0.00300171526586621	0.163423010875787	0.0222857142857143	0.0785183066361556	0.0667238176882412	0.0839170836311651	0.0222888984140592
"k__Bacteria|p__Fusobacteria"	0.0824639131056167	0.0370211549456832	0	0.002	0.0117276887871854	0.0154307758251179	0.00357398141529664	0.000714387769681383
