"","wolverine14","wolverine17","wolverine37","wolverine44","wolverine49","wolverine57","wolverine58","wolverine60","wolverine70"
"wolverine14",0,0.402824848598338,0.263771915982383,0.318356517211281,0.279455173746895,0.319159554681828,0.343714082231296,0.264323192852572,0.300293247480532
"wolverine17",0.402824848598338,0,0.300879899959458,0.400585650793449,0.451851265512944,0.29085923183502,0.306237390140018,0.429155024349304,0.43401527408152
"wolverine37",0.263771915982383,0.300879899959458,0,0.267483563949426,0.306045164376981,0.215608475793717,0.17868114976779,0.317060005978626,0.294627509557648
"wolverine44",0.318356517211281,0.400585650793449,0.267483563949426,0,0.32785958783372,0.367866254565423,0.377072041817302,0.335679304845225,0.0954566484914892
"wolverine49",0.279455173746895,0.451851265512944,0.306045164376981,0.32785958783372,0,0.380287094980432,0.382587378600542,0.212989563622409,0.320900337223468
"wolverine57",0.319159554681828,0.29085923183502,0.215608475793717,0.367866254565423,0.380287094980432,0,0.221963986925972,0.351818836886111,0.366152272227487
"wolverine58",0.343714082231296,0.306237390140018,0.17868114976779,0.377072041817302,0.382587378600542,0.221963986925972,0,0.330776183196929,0.386488407837776
"wolverine60",0.264323192852572,0.429155024349304,0.317060005978626,0.335679304845225,0.212989563622409,0.351818836886111,0.330776183196929,0,0.326826889825872
"wolverine70",0.300293247480532,0.43401527408152,0.294627509557648,0.0954566484914892,0.320900337223468,0.366152272227487,0.386488407837776,0.326826889825872,0
