"","charles41","charles46","charles49","charles50","charles51","charles55","charles57"
"charles41",0,0.878425699404237,0.803592990387799,0.833740585309489,0.870150724453346,0.828202270699194,0.820307290032026
"charles46",0.878425699404237,0,0.794881159218078,0.724116459501152,0.738897169811136,0.750708008252405,0.767506053199527
"charles49",0.803592990387799,0.794881159218078,0,0.667974057506244,0.773830449292513,0.772291172539237,0.827518627767899
"charles50",0.833740585309489,0.724116459501152,0.667974057506244,0,0.621498807035348,0.690195134164396,0.839208777014764
"charles51",0.870150724453346,0.738897169811136,0.773830449292513,0.621498807035348,0,0.662486552082987,0.813646494179668
"charles55",0.828202270699194,0.750708008252405,0.772291172539237,0.690195134164396,0.662486552082987,0,0.77173819492448
"charles57",0.820307290032026,0.767506053199527,0.827518627767899,0.839208777014764,0.813646494179668,0.77173819492448,0
