"Taxa"	"lambchop17"	"lambchop18"	"lambchop25"	"lambchop37"	"lambchop44"	"lambchop46"	"lambchop48"	"lambchop50"	"lambchop55"	"lambchop70"
"k__Bacteria|p__Firmicutes"	0.307604181583847	0.683007003001286	0.7169191197485	0.591851322373124	0.632632632632633	0.51421631661666	0.765285714285714	0.665570958982421	0.365285714285714	0.0851915380217267
"k__Bacteria|p__Bacteroidota"	0.000286409852498926	0	0.224349814232638	0.159971408148678	0.286715286715287	0.378482640377197	0.116714285714286	0.259111047591825	0.567857142857143	0.740851915380217
"k__Bacteria|p__Proteobacteria"	0.691822998711156	0.316421323424325	0.0527293512432123	0.243888491779843	0.0524810524810525	0.0772967566795257	0.116285714285714	0.0681720737458911	0.0528571428571429	0.101200686106346
"k__Bacteria|p__Actinobacteria"	0.000286409852498926	0.000571673574389024	0.00571591883395256	0.00357398141529664	0.00457600457600458	0.00128589798542649	0.00142857142857143	0.00185793911676433	0.00842857142857143	0.0618925100057176
"k__Bacteria|p__Fusobacteria"	0	0	0.000285795941697628	0.000714796283059328	0.0235950235950236	0.0287183883411916	0.000285714285714286	0.00528798056309847	0.00557142857142857	0.010863350485992
