"Taxa"	"wolverine14"	"wolverine17"	"wolverine37"	"wolverine44"	"wolverine49"	"wolverine57"	"wolverine58"	"wolverine60"	"wolverine70"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas"	0.331712201401802	0.511787398199743	0.374624946420917	0.29931291153736	0.268515870746354	0.252285714285714	0.452857142857143	0.382777857245029	0.24967695620962
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium"	0.145758832785009	0.0781540220031433	0.206886698099729	0.0803034640709991	0.179868458678868	0.0575714285714286	0.0955714285714286	0.112144185381204	0.0580043072505384
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella"	0	0	0.00314330618659809	0.1044947036931	0.0644838432942522	0.421285714285714	0.199857142857143	0.0396223716206551	0.00258435032304379
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera"	0.0772421685023602	0.106443777682526	0.0862980425775111	0.0765817348983682	0.0987989705461824	0.0612857142857143	0.0714285714285714	0.133314261192962	0.0739411342426418
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola"	0.0207409526534115	0.1343049007001	0.0450064294899271	0.0871743486973948	0.0923648841864455	0.0451428571428571	0.0298571428571429	0.0656558432270062	0.100502512562814
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium"	0.0399084537262194	0.0331475925132162	0.0650092870410059	0.032064128256513	0.0680583357163283	0.0411428571428571	0.0408571428571429	0.0284651695036475	0.037473079684135
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"	0.0881132885138035	0.0215745106443778	0.011858836976711	0.0350701402805611	0.0190162996854447	0.0101428571428571	0.00842857142857143	0.0148762694893434	0.0704953338119167
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0.0184522958088972	0.0371481640234319	0.0212887555365052	0.0293444030918981	0.0310265942236202	0.00785714285714286	0.0102857142857143	0.0153053926476899	0.0552763819095477
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"	0.021170075811758	0.000142877553936277	0.0311473067581083	0.043229315774406	0.0408921933085502	0.0101428571428571	0.00757142857142857	0.0263195537119153	0.0446518305814788
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia"	0.0493491632098412	0.0208601228746964	0.0204314902128876	0.0101631835098769	0.00328853302830998	0.0142857142857143	0.0118571428571429	0.00600772421685024	0.0348887293610912
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus"	0.000858246316692891	0.00400057151021575	0.00642948992713245	0.0456627540795877	0.0223048327137546	0.00328571428571429	0.00371428571428571	0.0257473895007867	0.0469490308686289
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium"	0	0	0	0.0629831090752934	0	0	0	0	0.0828427853553482
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella"	0.00700901158632528	0.00171453064723532	0.0301471638805544	0.0230460921843687	0.00900772090363168	0.00271428571428571	0.00542857142857143	0.0274638821341725	0.0351758793969849
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"	0.0141610642254327	0	0.022717531075868	0.00916117950186086	0.00943665999428081	0.00728571428571429	0.00457142857142857	0.0195966242311543	0.0139267767408471
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium"	0.0243169789729652	0.0107158165452207	0.00957279611373053	0.00472373318064701	0.00957963969116385	0.00571428571428571	0.00971428571428571	0.00801029895580031	0.00775305096913137
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella"	0.00371906737233586	0.00285755107872553	0.00257179597085298	0.0077297452046951	0.0205890763511581	0.00571428571428571	0.00314285714285714	0.0246030610785295	0.00789662598707825
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas"	0.00572164211128594	0.00600085726532362	0.00800114302043149	0.00629831090752934	0.0110094366599943	0.0137142857142857	0.006	0.00872550421971106	0.00689160086145011
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia"	0.00786725790301817	0.00442920417202458	0.0142877553936277	0.0041511594617807	0.00529024878467258	0.0112857142857143	0.009	0.00486339579459305	0.00703517587939699
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster"	0.0253182663424403	0.00785826546649521	0.00557222460351479	0.00314915545376467	0.00729196454103517	0.00314285714285714	0.00571428571428571	0.00286082105564297	0.00344580043072505
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora"	0.0246030610785295	0.00271467352478926	0.00371481640234319	0.00214715144574864	0.00371747211895911	0.00314285714285714	0.00528571428571429	0.00100128736947504	0.00402010050251256
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena"	0.0314690316120727	0.00257179597085298	0.00257179597085298	0.00171772115659891	0.000285959393766085	0.00214285714285714	0.002	0.000715205263910742	0.0050251256281407
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor"	0.00743813474467172	0.00142877553936277	0.00657236748106872	0.00286286859433152	0.00843580211609951	0.00385714285714286	0.00414285714285714	0.00100128736947504	0.00531227566403446
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter"	0	0	0	0	0	0.000142857142857143	0	0.0200257473895008	0.00603015075376884
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor"	0.0044342726362466	0.00142877553936277	0.00271467352478926	0.00157457772688234	0.00371747211895911	0.00128571428571429	0.00171428571428571	0.00171649263338578	0.00172290021536253
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium"	0.00715205263910742	0.00128589798542649	0.00128589798542649	0.00114514743773261	0.00214469545324564	0.000857142857142857	0.000857142857142857	0.00100128736947504	0.00114860014357502
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus"	0	0.00142877553936277	0.00514359194170596	0.00128829086744918	0.00128681727194738	0.000571428571428571	0.00128571428571429	0.00100128736947504	0.00287150035893754
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio"	0.00157345158060363	0.00085726532361766	0.00257179597085298	0.00114514743773261	0.0010008578781813	0.00142857142857143	0.001	0.00157345158060363	0.00258435032304379
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter"	0.00557860105850379	0.00042863266180883	0.000714387769681383	0.000858860578299456	0.000714898484415213	0.00171428571428571	0.00128571428571429	0.000143041052782148	0.00201005025125628
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia"	0	0	0	0.00214715144574864	0.00343151272519302	0.00357142857142857	0.000857142857142857	0.00143041052782148	0.000287150035893755
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella"	0.00214561579173223	0.000571510215745106	0.00085726532361766	0.00128829086744918	0.000857878181298256	0.000571428571428571	0.000142857142857143	0.00114432842225719	0.00272792534099067
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter"	0.00143041052782148	0.000142877553936277	0.000714387769681383	0.00157457772688234	0	0.000857142857142857	0.000428571428571429	0.000429123158346445	0.00445082555635319
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus"	0.00672292948076098	0.000285755107872553	0	0.00071571714858288	0	0.000857142857142857	0	0.000286082105564297	0.000287150035893755
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__"	0.00143041052782148	0.00042863266180883	0.00157165309329904	0.000286286859433152	0.00142979696883043	0.000571428571428571	0.000714285714285714	0.00157345158060363	0.000861450107681263
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella"	0	0.000285755107872553	0.000142877553936277	0.00586888061837962	0.000428939090649128	0	0.000142857142857143	0.000143041052782148	0.000430725053840632
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma"	0.000858246316692891	0	0.000142877553936277	0.000858860578299456	0.000142979696883043	0	0.000142857142857143	0.000572164211128594	0.00459440057430007
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera"	0.00100128736947504	0.000714387769681383	0.00100014287755394	0.00071571714858288	0.000857878181298256	0.000857142857142857	0.000285714285714286	0.000715205263910742	0.00114860014357502
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter"	0.000143041052782148	0.000571510215745106	0.00085726532361766	0.00128829086744918	0.000285959393766085	0	0.000142857142857143	0.000429123158346445	0.00287150035893754
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"	0.000286082105564297	0	0.00085726532361766	0	0.000142979696883043	0.000142857142857143	0.000571428571428571	0.00400514947790016	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus"	0.00314690316120727	0.00042863266180883	0.000142877553936277	0.000429430289149728	0.000428939090649128	0	0.000142857142857143	0.000572164211128594	0.000574300071787509
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus"	0.00100128736947504	0.000285755107872553	0.00042863266180883	0.000286286859433152	0.00157277666571347	0.000285714285714286	0	0.00143041052782148	0.000430725053840632
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella"	0.00257473895007867	0.000285755107872553	0.000142877553936277	0.00071571714858288	0.000285959393766085	0.000142857142857143	0.000142857142857143	0.000572164211128594	0.000574300071787509
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium"	0.00328994421398942	0.000285755107872553	0.00042863266180883	0.000286286859433152	0	0.000142857142857143	0.000285714285714286	0	0.000574300071787509
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia"	0.000715205263910742	0.000571510215745106	0.00042863266180883	0.00114514743773261	0.000285959393766085	0.000285714285714286	0.000285714285714286	0.000429123158346445	0.000717875089734386
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola"	0.000429123158346445	0.000142877553936277	0.000142877553936277	0.000286286859433152	0.00243065484701172	0.000142857142857143	0	0.000715205263910742	0.000430725053840632
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter"	0.00286082105564297	0	0	0.000286286859433152	0.000285959393766085	0	0	0.000715205263910742	0.000287150035893755
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella"	0.000286082105564297	0.000714387769681383	0.000285755107872553	0.00071571714858288	0	0.000428571428571429	0.000142857142857143	0.000143041052782148	0.00143575017946877
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum"	0.00128736947503934	0	0	0.000429430289149728	0.00057191878753217	0.000428571428571429	0	0.000429123158346445	0.00100502512562814
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix"	0.000429123158346445	0.000142877553936277	0.00042863266180883	0.000429430289149728	0.000285959393766085	0.000428571428571429	0.000714285714285714	0.000143041052782148	0.000574300071787509
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella"	0	0.00042863266180883	0.000142877553936277	0.000429430289149728	0.000285959393766085	0.000142857142857143	0.000285714285714286	0.000286082105564297	0.00143575017946877
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Catenibacillus"	0.000858246316692891	0.000142877553936277	0.000285755107872553	0.000143143429716576	0	0.000571428571428571	0	0	0.000430725053840632
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea"	0	0	0	0	0	0	0	0.00200257473895008	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia"	0	0	0	0	0	0	0	0.00185953368616793	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella"	0.000143041052782148	0.000142877553936277	0	0.000286286859433152	0.000285959393766085	0	0	0	0.000717875089734386
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna"	0.000286082105564297	0	0.000142877553936277	0.000286286859433152	0.000428939090649128	0	0	0.000143041052782148	0.000143575017946877
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Gluceribacter"	0.000858246316692891	0	0.000142877553936277	0.000143143429716576	0	0	0.000142857142857143	0	0.000143575017946877
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter"	0.000143041052782148	0	0	0.000143143429716576	0.000142979696883043	0	0	0.000429123158346445	0.000287150035893755
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jingyaoa"	0.000286082105564297	0	0	0.000143143429716576	0.000285959393766085	0	0	0.000286082105564297	0.000143575017946877
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia"	0.000429123158346445	0	0	0	0.00057191878753217	0	0	0.000143041052782148	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__|g__Gemella"	0.000143041052782148	0	0	0	0	0.000142857142857143	0.000285714285714286	0.000572164211128594	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Caecibacteroides"	0	0	0	0.000286286859433152	0.000285959393766085	0	0	0	0.000430725053840632
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"	0	0	0	0	0	0	0	0.00100128736947504	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia"	0	0	0	0	0	0	0.000285714285714286	0.000715205263910742	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"	0.000286082105564297	0	0	0	0	0	0	0.000572164211128594	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Qiania"	0	0.000142877553936277	0	0	0.000428939090649128	0	0	0.000286082105564297	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Merdimonas"	0.000286082105564297	0	0	0.000143143429716576	0.000142979696883043	0	0	0	0.000143575017946877
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum"	0	0	0	0	0	0.000142857142857143	0.000285714285714286	0	0.000287150035893755
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Murimonas"	0.000429123158346445	0	0.000142877553936277	0	0	0	0	0	0.000143575017946877
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas"	0.000429123158346445	0	0	0.000143143429716576	0.000142979696883043	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella"	0	0	0	0	0	0	0.000142857142857143	0.000572164211128594	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium"	0.000429123158346445	0	0	0	0	0	0	0	0.000143575017946877
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes"	0	0	0.000142877553936277	0.000143143429716576	0.000142979696883043	0	0	0	0.000143575017946877
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproiciproducens"	0.000143041052782148	0	0	0	0.000142979696883043	0	0	0	0.000143575017946877
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__|g__"	0.000286082105564297	0	0	0	0	0	0	0.000143041052782148	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Canicola"	0	0	0	0	0.000142979696883043	0	0	0.000286082105564297	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus"	0	0	0	0	0.000285959393766085	0	0	0.000143041052782148	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma"	0	0	0	0.000143143429716576	0	0	0	0	0.000143575017946877
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Mediterranea"	0	0	0	0.000143143429716576	0	0	0	0	0.000143575017946877
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus"	0	0	0	0	0	0	0	0.000143041052782148	0.000143575017946877
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Syntrophococcus"	0	0	0	0.000143143429716576	0.000142979696883043	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bariatricus"	0.000286082105564297	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella"	0.000286082105564297	0	0	0	0	0	0	0	0
