"Taxa"	"iris16"	"iris17"	"iris22"	"iris36"	"iris44"	"iris46"	"iris59"	"iris60"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae"	0.265799256505576	0.231099042446763	0.428775539362766	0.0695179516521242	0.275171624713959	0.184443808979125	0.100857142857143	0.0443490701001431
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae"	0.0799256505576208	0.219236815778191	0.114159165595085	0.0161636389643828	0.115846681922197	0.163711752931084	0.238571428571429	0.178826895565093
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae"	0.188161281098084	0.104616264113191	0.0702957565366481	0.150336146474038	0.110268878718535	0.129253645982271	0.0955714285714286	0.209012875536481
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae"	0.0992279096368316	0.146634271830785	0.17688241177311	0.0238878558146188	0.109553775743707	0.106948813268516	0.149857142857143	0.082689556509299
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae"	0.130397483557335	0.134629126768615	0.0644377768252608	0.0131597768559577	0.117276887871854	0.0997998284243637	0.156714285714286	0.126466380543634
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae"	0.0897912496425508	0.0880377304559097	0.0785826546649521	0.0506365326848806	0.106407322654462	0.110809265084358	0.129	0.150071530758226
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae"	0.0516156705747784	0.0264399028154924	0.0291470210030004	0.087684165355457	0.0729405034324943	0.10151558478696	0.0458571428571429	0.123032904148784
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae"	0.0175865027166142	0.00757467486065457	0.00514359194170596	0.329852667715634	0.0231693363844394	0.0204460966542751	0.0302857142857143	0.0227467811158798
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae"	0.0213039748355733	0	0	0.133457302245745	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae"	0.00543322848155562	0.000428755180791768	0.00214316330904415	0.0832498927192104	0.00614988558352403	0.00128681727194738	0.00357142857142857	0.00271816881258941
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae"	0.0141549899914212	0.012862655423753	0.00485783683383341	0.00300386210842512	0.0117276887871854	0.00929368029739777	0.0218571428571429	0.0234620886981402
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae"	0.0130111524163569	0.00271544947834786	0.0122874696385198	0.0184522958088972	0.0284610983981693	0.0178724621103803	0.00471428571428571	0.00243204577968526
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae"	0.00643408635973692	0.0107188795197942	0.00485783683383341	0.0047203547418109	0.00657894736842105	0.0105804975693452	0.00642857142857143	0.0120171673819742
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae"	0.00557620817843866	0.00914677719022438	0.00485783683383341	0.00157345158060363	0.00643592677345538	0.00714898484415213	0.00742857142857143	0.00643776824034335
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae"	0	0.000142918393597256	0	0.000143041052782148	0.000143020594965675	0.030311695739205	0	0.0011444921316166
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae"	0.00343151272519302	0.00214377590395884	0.00042863266180883	0.00200257473895008	0.00257437070938215	0.00214469545324564	0.00614285714285714	0.00987124463519313
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae"	0.00428939090649128	0.0022866942975561	0.000571510215745106	0.00114432842225719	0.00143020594965675	0.00257363454389477	0.00157142857142857	0.00214592274678112
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae"	0.000142979696883043	0.000142918393597256	0	0.00328994421398942	0.00314645308924485	0.00057191878753217	0.000571428571428571	0.000858369098712446
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae"	0.000857878181298256	0	0.000285755107872553	0.00629380632241453	0.000429061784897025	0	0.000285714285714286	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae"	0.00171575636259651	0.000285836787194512	0.00171453064723532	0	0.00128718535469108	0.000142979696883043	0.000142857142857143	0.000143061516452074
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae"	0.000285959393766085	0.000142918393597256	0.000285755107872553	0	0.000429061784897025	0.000714898484415213	0.000285714285714286	0.000429184549356223
