"","buddy11","buddy16","buddy44","buddy46","buddy48","buddy50","buddy56","buddy57"
"buddy11",0,0.772553323544665,0.628776604724467,0.696347560210179,0.646807929594591,0.673020707087842,0.664343513087421,0.63002154973794
"buddy16",0.772553323544665,0,0.836031211549587,0.848591728819536,0.803903147262528,0.832865192619389,0.873666704215246,0.841983880686902
"buddy44",0.628776604724467,0.836031211549587,0,0.567172391640535,0.646212982024644,0.591475881961972,0.689447366056593,0.524006338454778
"buddy46",0.696347560210179,0.848591728819536,0.567172391640535,0,0.609840807203472,0.619166550689765,0.607159456181715,0.67721497261077
"buddy48",0.646807929594591,0.803903147262528,0.646212982024644,0.609840807203472,0,0.62120002540247,0.636623053661191,0.566694783024896
"buddy50",0.673020707087842,0.832865192619389,0.591475881961972,0.619166550689765,0.62120002540247,0,0.602747653779989,0.619835196678296
"buddy56",0.664343513087421,0.873666704215246,0.689447366056593,0.607159456181715,0.636623053661191,0.602747653779989,0,0.6696791751442
"buddy57",0.63002154973794,0.841983880686902,0.524006338454778,0.67721497261077,0.566694783024896,0.619835196678296,0.6696791751442,0
