"ID"	"Function"
"fpt116"	"L-Valine (Valine, D-Valine) -- Consumption"
"fpt117"	"Lactose -- Consumption"
"fpt118"	"Linoleic acid (Omega-6 fatty acid) -- Consumption"
"fpt119"	"Lipoic acid (Lipoate) -- Consumption"
"fpt120"	"Lithocholic acid -- Production"
"fpt121"	"Maltose -- Consumption"
"fpt122"	"Mannan -- Macromolecule"
"fpt123"	"Melibiose -- Consumption"
"fpt124"	"Menaquinone (Vitamin K2) -- Production"
"fpt125"	"Methanol -- Production"
"fpt126"	"Methylamine (Monomethylamine) -- Production"
"fpt127"	"Mucin (Mucus Glycoprotein) -- Macromolecule"
"fpt128"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"
"fpt129"	"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"
"fpt130"	"N-Acetyl-D-mannosamine -- Consumption"
"fpt131"	"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"
"fpt132"	"N-Acetylneuraminic acid (N-acetylneuraminate, Neu5Ac, Sialic acid) -- Consumption"
"fpt133"	"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"
"fpt134"	"NH3 (Ammonia, NH4+, Ammonium) -- Production"
"fpt135"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"
"fpt136"	"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Production"
"fpt137"	"Nitrate (NO3-) -- Consumption"
"fpt138"	"Nitrite (NO2-) -- Consumption"
"fpt139"	"Oxaloacetate -- Consumption"
"fpt140"	"p-Cresol (4-methylphenol, 4-cresol) -- Production"
"fpt141"	"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"
"fpt142"	"Pectin -- Macromolecule"
"fpt143"	"Pentanol -- Production"
"fpt144"	"Phenylacetate -- Production"
"fpt145"	"Phenylethylamine -- Production"
"fpt146"	"Polypeptide -- Macromolecule"
"fpt147"	"Propanoate (Propionate) -- Consumption"
"fpt148"	"Propanoate (Propionate) -- Production"
"fpt149"	"Propanol (n-propanol, 1-Propanol) -- Production"
"fpt150"	"Putrescine -- Production"
"fpt151"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt152"	"Pyruvate -- Consumption"
"fpt153"	"Pyruvate -- Production"
"fpt154"	"Raffinose -- Consumption"
"fpt155"	"Riboflavin (Vitamin B2) -- Consumption"
"fpt156"	"Riboflavin (Vitamin B2) -- Production"
"fpt157"	"Spermidine -- Production"
"fpt158"	"Stachyose -- Consumption"
"fpt159"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt160"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt161"	"Succinate -- Production"
"fpt162"	"Sucrose -- Consumption"
"fpt163"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"fpt164"	"Tauro-b-muricholic acid -- Consumption"
"fpt165"	"Taurochenodeoxycholate -- Consumption"
"fpt166"	"Taurocholate -- Consumption"
"fpt167"	"Taurodeoxycholate -- Consumption"
"fpt168"	"Taurolithocholate -- Consumption"
"fpt169"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt170"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"fpt171"	"Thiosulfate -- Consumption"
"fpt172"	"Thymidine -- Consumption"
"fpt173"	"Trehalose -- Consumption"
"fpt174"	"Triglyceride -- Macromolecule"
"fpt175"	"Trimethylamine -- Production"
"fpt176"	"Tyramine -- Production"
"fpt177"	"Urea -- Consumption"
"fpt178"	"Urea -- Production"
"fpt179"	"Uridine -- Consumption"
"fpt180"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt181"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"fpt182"	"XOS (Xylooligosaccharide) -- Consumption"
"fpt183"	"Xylan -- Macromolecule"
