"ID"	"Function"
"fpt115"	"Pectin -- Macromolecule"
"fpt116"	"Pentanol -- Production"
"fpt117"	"Phenylacetate -- Production"
"fpt118"	"Phenylethylamine -- Production"
"fpt119"	"Polypeptide -- Macromolecule"
"fpt120"	"Propanoate (Propionate) -- Consumption"
"fpt121"	"Propanoate (Propionate) -- Production"
"fpt122"	"Propanol (n-propanol, 1-Propanol) -- Production"
"fpt123"	"Putrescine -- Production"
"fpt124"	"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"
"fpt125"	"Pyruvate -- Consumption"
"fpt126"	"Pyruvate -- Production"
"fpt127"	"Raffinose -- Consumption"
"fpt128"	"Riboflavin (Vitamin B2) -- Consumption"
"fpt129"	"Riboflavin (Vitamin B2) -- Production"
"fpt130"	"Spermidine -- Production"
"fpt131"	"Stachyose -- Consumption"
"fpt132"	"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"
"fpt133"	"Stearic acid (Stearate, Octadecanoate) -- Production"
"fpt134"	"Succinate -- Production"
"fpt135"	"Sucrose -- Consumption"
"fpt136"	"Sulfate (Sulfuric acid, Sulfite) -- Consumption"
"fpt137"	"Tauro-b-muricholic acid -- Consumption"
"fpt138"	"Taurocholate -- Consumption"
"fpt139"	"Thiamine (Vitamin B1, Thiamin) -- Consumption"
"fpt140"	"Thiamine (Vitamin B1, Thiamin) -- Production"
"fpt141"	"Thiosulfate -- Consumption"
"fpt142"	"Trehalose -- Consumption"
"fpt143"	"Triglyceride -- Macromolecule"
"fpt144"	"Trimethylamine -- Production"
"fpt145"	"Tyramine -- Production"
"fpt146"	"Urea -- Consumption"
"fpt147"	"Urea -- Production"
"fpt148"	"Valerate (Pentanoic acid, Pentanoate) -- Consumption"
"fpt149"	"Valerate (Pentanoic acid, Pentanoate) -- Production"
"fpt150"	"XOS (Xylooligosaccharide) -- Consumption"
"fpt151"	"Xylan -- Macromolecule"
