"","hamlet11","hamlet17","hamlet22","hamlet25","hamlet31","hamlet41","hamlet59","hamlet67"
"hamlet11",0,0.320547429633786,0.520004342895681,0.307320383869016,0.286122040044225,0.281210227064835,0.282130006948187,0.498986640523389
"hamlet17",0.320547429633786,0,0.53181541955298,0.108785891958047,0.180822455215146,0.226071674457832,0.123492484105484,0.350116123323166
"hamlet22",0.520004342895681,0.53181541955298,0,0.529321454124356,0.502713757338839,0.490218475852652,0.491663594388361,0.582936586975854
"hamlet25",0.307320383869016,0.108785891958047,0.529321454124356,0,0.156296036738343,0.205499964996732,0.123773738870214,0.405184292034246
"hamlet31",0.286122040044225,0.180822455215146,0.502713757338839,0.156296036738343,0,0.140869226997888,0.156339385897958,0.476053131582403
"hamlet41",0.281210227064835,0.226071674457832,0.490218475852652,0.205499964996732,0.140869226997888,0,0.154832654024845,0.519865636092278
"hamlet59",0.282130006948187,0.123492484105484,0.491663594388361,0.123773738870214,0.156339385897958,0.154832654024845,0,0.400629536588476
"hamlet67",0.498986640523389,0.350116123323166,0.582936586975854,0.405184292034246,0.476053131582403,0.519865636092278,0.400629536588476,0
