"","hamlet11","hamlet17","hamlet22","hamlet25","hamlet31","hamlet41","hamlet59","hamlet67"
"hamlet11",0,0.70076932636366,0.669653348665684,0.637451669748716,0.729033874275067,0.686598037799971,0.579184511799181,0.746978162954534
"hamlet17",0.70076932636366,0,0.71608661998632,0.606251254740531,0.618021510014752,0.674163895083039,0.609737197036274,0.558476318396379
"hamlet22",0.669653348665684,0.71608661998632,0,0.700577976496036,0.684439680578921,0.692418947298811,0.66901406140348,0.728139714802902
"hamlet25",0.637451669748716,0.606251254740531,0.700577976496036,0,0.67677054955205,0.671428021903024,0.543467962668187,0.736386462257715
"hamlet31",0.729033874275067,0.618021510014752,0.684439680578921,0.67677054955205,0,0.582131770308107,0.627796754041221,0.695727672061168
"hamlet41",0.686598037799971,0.674163895083039,0.692418947298811,0.671428021903024,0.582131770308107,0,0.619541297920935,0.737681183580208
"hamlet59",0.579184511799181,0.609737197036274,0.66901406140348,0.543467962668187,0.627796754041221,0.619541297920935,0,0.671705189301934
"hamlet67",0.746978162954534,0.558476318396379,0.728139714802902,0.736386462257715,0.695727672061168,0.737681183580208,0.671705189301934,0
