"","ivy24","ivy29","ivy36","ivy44","ivy46","ivy47","ivy70"
"ivy24",0,0.26475708571719,0.440136109046323,0.363232309512681,0.317098989407875,0.297217096395598,0.293562544570647
"ivy29",0.26475708571719,0,0.4138711218733,0.481024161740912,0.317550739065557,0.254513997416661,0.195360941543637
"ivy36",0.440136109046323,0.4138711218733,0,0.397755987561388,0.470191589023285,0.39492529347054,0.41657066716913
"ivy44",0.363232309512681,0.481024161740912,0.397755987561388,0,0.413617340948786,0.418678236053364,0.446328722906584
"ivy46",0.317098989407875,0.317550739065557,0.470191589023285,0.413617340948786,0,0.281499633031025,0.270034178824562
"ivy47",0.297217096395598,0.254513997416661,0.39492529347054,0.418678236053364,0.281499633031025,0,0.20718753162902
"ivy70",0.293562544570647,0.195360941543637,0.41657066716913,0.446328722906584,0.270034178824562,0.20718753162902,0
