"ID"	"OrderLoc"	"Location"	"StartLoc"	"TypeEvent"	"Date"	"EndLoc"	"NameLoc"	"Sire"	"Dam"	"DateBirth"	"Status"	"Sex"	"CurrentLoc"	"Disposition"	"DispIcon"	"LocAssignment"	"Breeding"	"BreedIcon"	"MateID"	"Plan"	"Assignment"	"Note"	"colorCurrent"	"NameLocCurrent"	"Country"	"AgeBTP"	"AgeReal"
2708	2	"NZP"	2022-08-25	"Transfer"	2022-08-25	2025-03-20	"Smithsonian National Zoological Park"	2631	2626	2020-08-26	"A"	"F"	"NYB"	"SEND TO"	"'plane-departure'"	"NZP"	"BREED WITH"	"'heart-circle-check'"	2682	"Include"	NA	NA	"#6C5044"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	4	4
2713	1	"NYB"	2021-03-11	"Birth"	2021-03-11	2024-03-28	"Bronx Zoo/Wildlife Conservation Society"	2623	2640	2021-03-11	"A"	"F"	"WGE"	"RECEIVE FROM"	"'plane-arrival'"	"PHI"	"BREED WITH"	"'heart-circle-check'"	2676	"Include"	NA	NA	"#40542C"	"Turtle Back Zoo"	"United States"	3	4
2713	1	"NYB"	2021-03-11	"Birth"	2021-03-11	2024-03-28	"Bronx Zoo/Wildlife Conservation Society"	2623	2640	2021-03-11	"A"	"F"	"PHI"	"SEND TO"	"'plane-departure'"	"WGE"	"BREED WITH"	"'heart-circle-check'"	2676	"Include"	NA	NA	"#808064"	"Philadelphia Zoo"	"United States"	3	4
2713	2	"WGE"	2024-03-28	"Transfer"	2024-03-28	2025-03-20	"Turtle Back Zoo"	2623	2640	2021-03-11	"A"	"F"	"WGE"	"RECEIVE FROM"	"'plane-arrival'"	"PHI"	"BREED WITH"	"'heart-circle-check'"	2676	"Include"	NA	NA	"#40542C"	"Turtle Back Zoo"	"United States"	3	4
2713	2	"WGE"	2024-03-28	"Transfer"	2024-03-28	2025-03-20	"Turtle Back Zoo"	2623	2640	2021-03-11	"A"	"F"	"PHI"	"SEND TO"	"'plane-departure'"	"WGE"	"BREED WITH"	"'heart-circle-check'"	2676	"Include"	NA	NA	"#808064"	"Philadelphia Zoo"	"United States"	3	4
2714	1	"LIT"	2021-06-18	"Birth"	2021-06-18	2022-08-02	"Little Rock Zoological Gardens"	2634	2654	2021-06-18	"A"	"F"	"CLE"	"HOLD"	"'spinner'"	"CLE"	"DO NOT BREED"	"'ban'"	NA	"Include"	NA	NA	"#6C9064"	"Cleveland Metroparks Zoo"	"United States"	3	3
2714	2	"CLE"	2022-08-02	"Transfer"	2022-08-02	2025-03-20	"Cleveland Metroparks Zoo"	2634	2654	2021-06-18	"A"	"F"	"CLE"	"HOLD"	"'spinner'"	"CLE"	"DO NOT BREED"	"'ban'"	NA	"Include"	NA	NA	"#6C9064"	"Cleveland Metroparks Zoo"	"United States"	3	3
2715	1	"LIT"	2021-06-18	"Birth"	2021-06-18	2022-08-23	"Little Rock Zoological Gardens"	2634	2654	2021-06-18	"A"	"M"	"NZP"	"HOLD"	"'spinner'"	"NZP"	"DO NOT BREED"	"'ban'"	NA	"Include"	NA	NA	"#A8444C"	"Smithsonian National Zoological Park"	"United States"	3	3
2715	2	"NZP"	2022-08-23	"Transfer"	2022-08-23	2025-03-20	"Smithsonian National Zoological Park"	2634	2654	2021-06-18	"A"	"M"	"NZP"	"HOLD"	"'spinner'"	"NZP"	"DO NOT BREED"	"'ban'"	NA	"Include"	NA	NA	"#A8444C"	"Smithsonian National Zoological Park"	"United States"	3	3
2717	1	"GRE"	2020-06-12	"Birth"	2020-06-12	2021-06-12	"Private Owner"	12717	22717	2020-06-12	"A"	"F"	"WGE"	"HOLD"	"'spinner'"	"WGE"	"BREED WITH"	"'heart-circle-check'"	2641	"Include"	NA	NA	"#40542C"	"Turtle Back Zoo"	"United States"	NA	4
2717	2	"VAS"	2021-06-12	"Transfer"	2021-06-12	2022-01-13	"Virginia Safari Park"	12717	22717	2020-06-12	"A"	"F"	"WGE"	"HOLD"	"'spinner'"	"WGE"	"BREED WITH"	"'heart-circle-check'"	2641	"Include"	NA	NA	"#40542C"	"Turtle Back Zoo"	"United States"	NA	4
2717	3	"WGE"	2022-01-13	"Transfer"	2022-01-13	2025-03-20	"Turtle Back Zoo"	12717	22717	2020-06-12	"A"	"F"	"WGE"	"HOLD"	"'spinner'"	"WGE"	"BREED WITH"	"'heart-circle-check'"	2641	"Include"	NA	NA	"#40542C"	"Turtle Back Zoo"	"United States"	NA	4
2718	1	"DUL"	2022-02-28	"Birth"	2022-02-28	2024-03-15	"Lake Superior Zoological Gardens"	2685	2679	2022-02-28	"A"	"F"	"MEM"	"HOLD"	"'spinner'"	"MEM"	"BREED WITH"	"'heart-circle-check'"	2673	"Include"	NA	NA	"#402C38"	"Memphis Zoological Garden & Aquarium"	"United States"	2	3
2718	2	"MEM"	2024-03-15	"Transfer"	2024-03-15	2025-03-20	"Memphis Zoological Garden & Aquarium"	2685	2679	2022-02-28	"A"	"F"	"MEM"	"HOLD"	"'spinner'"	"MEM"	"BREED WITH"	"'heart-circle-check'"	2673	"Include"	NA	NA	"#402C38"	"Memphis Zoological Garden & Aquarium"	"United States"	2	3
2719	1	"DUL"	2022-02-28	"Birth"	2022-02-28	2025-03-20	"Lake Superior Zoological Gardens"	2685	2679	2022-02-28	"A"	"F"	"MOO"	"HOLD"	"'spinner'"	"MOO"	"BREED WITH"	"'heart-circle-check'"	2723	"Include"	NA	NA	"#C0A480"	"Aquarium & Rainforest at Moody Gardens"	"United States"	2	3
2723	1	"MOO"	2022-12-24	"Birth"	2022-12-24	2025-03-20	"Aquarium & Rainforest at Moody Gardens"	2649	2638	2022-12-24	"A"	"M"	"MOO"	"HOLD"	"'spinner'"	"MOO"	"BREED WITH"	"'heart-circle-check'"	2719	"Include"	NA	NA	"#C0A480"	"Aquarium & Rainforest at Moody Gardens"	"United States"	1	2
2727	1	"CLE"	2023-07-25	"Birth"	2023-07-25	2025-03-20	"Cleveland Metroparks Zoo"	2667	2714	2023-07-25	"A"	"M"	"CLE"	"HOLD"	"'spinner'"	"CLE"	"DO NOT BREED"	"'ban'"	NA	"Include"	NA	NA	"#6C9064"	"Cleveland Metroparks Zoo"	"United States"	1	1
2729	1	"LIT"	2023-11-18	"Birth"	2023-11-18	2025-03-20	"Little Rock Zoological Gardens"	2634	2654	2023-11-18	"A"	"M"	"LIT"	"HOLD"	"'spinner'"	"LIT"	"DO NOT BREED"	"'ban'"	NA	"Include"	NA	"The SSP Coordinator is aware of your request to place the offspring and will work to fulfill this request as more space becomes available."	"#686854"	"Little Rock Zoological Gardens"	"United States"	1	1
2730	1	"LIT"	2023-11-18	"Birth"	2023-11-18	2025-03-20	"Little Rock Zoological Gardens"	2634	2654	2023-11-18	"A"	"M"	"LIT"	"HOLD"	"'spinner'"	"LIT"	"DO NOT BREED"	"'ban'"	NA	"Include"	NA	"The SSP Coordinator is aware of your request to place the offspring and will work to fulfill this request as more space becomes available."	"#686854"	"Little Rock Zoological Gardens"	"United States"	1	1
2732	1	"MEM"	2023-12-13	"Birth"	2023-12-13	2025-03-20	"Memphis Zoological Garden & Aquarium"	2673	2683	2023-12-13	"A"	"M"	"MEM"	"HOLD"	"'spinner'"	"MEM"	"DO NOT BREED"	"'ban'"	NA	"Include"	NA	NA	"#402C38"	"Memphis Zoological Garden & Aquarium"	"United States"	1	1
2735	1	"NZP"	2024-03-21	"Birth"	2024-03-21	2025-03-20	"Smithsonian National Zoological Park"	2715	2708	2024-03-21	"A"	"M"	"NZP"	"HOLD"	"'spinner'"	"NZP"	"DO NOT BREED"	"'ban'"	NA	"Include"	NA	NA	"#A8444C"	"Smithsonian National Zoological Park"	"United States"	0	1
2736	1	"NZP"	2024-03-21	"Birth"	2024-03-21	2025-03-20	"Smithsonian National Zoological Park"	2715	2708	2024-03-21	"A"	"F"	"NZP"	"HOLD"	"'spinner'"	"NZP"	"DO NOT BREED"	"'ban'"	NA	"Include"	NA	NA	"#A8444C"	"Smithsonian National Zoological Park"	"United States"	0	1
2738	1	"CIN"	2025-01-01	"Birth"	2025-01-01	2025-03-20	"Cincinnati Zoo & Botanical Garden"	2622	2630	2025-01-01	"A"	"M"	"CIN"	"HOLD"	"'spinner'"	"CIN"	"DO NOT BREED"	"'ban'"	NA	"Include"	NA	"A breeding option for male 2738 will be identified as more space and individuals become available."	"#789464"	"Cincinnati Zoo & Botanical Garden"	"United States"	0	0
