"ID"	"OrderLoc"	"Location"	"StartLoc"	"TypeEvent"	"Date"	"EndLoc"	"Status"	"NameLoc"	"Country"	"Sex"	"Sire"	"Dam"	"DateBirth"
2656	1	"CLE"	2015-01-22	"End"	2015-01-22	2015-01-22	"D"	"Cleveland Metroparks Zoo"	"United States"	"U"	2496	2403	2015-01-22
2657	1	"CBR"	2015-04-24	"Birth"	2015-04-24	2015-04-28	"D"	"Chicago Zoological Park / Brookfield Zoo"	"United States"	"F"	2631	2626	2015-04-24
2657	1	"CBR"	2015-04-24	"End"	2015-04-28	2015-04-28	"D"	"Chicago Zoological Park / Brookfield Zoo"	"United States"	"F"	2631	2626	2015-04-24
2658	1	"CBR"	2015-04-28	"Birth"	2015-04-28	2015-04-28	"D"	"Chicago Zoological Park / Brookfield Zoo"	"United States"	"U"	2631	2626	2015-04-28
2658	1	"CBR"	2015-04-28	"End"	2015-04-28	2015-04-28	"D"	"Chicago Zoological Park / Brookfield Zoo"	"United States"	"U"	2631	2626	2015-04-28
2659	1	"CLE"	2015-05-18	"Birth"	2015-05-18	2016-06-03	"A"	"Cleveland Metroparks Zoo"	"United States"	"F"	2450	2414	2015-05-18
2659	2	"COL"	2016-06-03	"Transfer"	2016-06-03	2023-11-16	"A"	"Columbus Zoo and Aquarium"	"United States"	"F"	2450	2414	2015-05-18
2659	3	"MOO"	2023-11-16	"Transfer"	2023-11-16	2025-03-20	"A"	"Aquarium & Rainforest at Moody Gardens"	"United States"	"F"	2450	2414	2015-05-18
2659	3	"MOO"	2023-11-16	"End"	2025-03-20	2025-03-20	"A"	"Aquarium & Rainforest at Moody Gardens"	"United States"	"F"	2450	2414	2015-05-18
2660	1	"CLE"	2015-05-18	"Birth"	2015-05-18	2015-05-19	"D"	"Cleveland Metroparks Zoo"	"United States"	"U"	2450	2414	2015-05-18
2660	1	"CLE"	2015-05-18	"End"	2015-05-19	2015-05-19	"D"	"Cleveland Metroparks Zoo"	"United States"	"U"	2450	2414	2015-05-18
2661	1	"COL"	2015-06-09	"Birth"	2015-06-09	2016-06-29	"A"	"Columbus Zoo and Aquarium"	"United States"	"F"	2639	2642	2015-06-09
2661	2	"BUS"	2016-06-29	"Transfer"	2016-06-29	2017-01-03	"A"	"Busch Gardens Tampa Bay"	"United States"	"F"	2639	2642	2015-06-09
2661	3	"BLO"	2017-01-03	"Transfer"	2017-01-03	2025-03-20	"A"	"Miller Park Zoo"	"United States"	"F"	2639	2642	2015-06-09
2661	3	"BLO"	2017-01-03	"End"	2025-03-20	2025-03-20	"A"	"Miller Park Zoo"	"United States"	"F"	2639	2642	2015-06-09
2662	1	"COL"	2015-06-09	"Birth"	2015-06-09	2015-06-09	"D"	"Columbus Zoo and Aquarium"	"United States"	"U"	2639	2642	2015-06-09
2662	1	"COL"	2015-06-09	"End"	2015-06-09	2015-06-09	"D"	"Columbus Zoo and Aquarium"	"United States"	"U"	2639	2642	2015-06-09
2663	1	"NYB"	2015-03-01	"Birth"	2015-03-01	2015-03-06	"D"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"M"	2623	2640	2015-03-01
2663	1	"NYB"	2015-03-01	"End"	2015-03-06	2015-03-06	"D"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"M"	2623	2640	2015-03-01
2664	1	"NYB"	2015-03-04	"Birth"	2015-03-04	2015-03-04	"D"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"F"	2623	2640	2015-03-04
2664	1	"NYB"	2015-03-04	"End"	2015-03-04	2015-03-04	"D"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"F"	2623	2640	2015-03-04
2665	1	"NYB"	2015-04-10	"Birth"	2015-04-10	2015-04-11	"D"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"F"	2417	2423	2015-04-10
2665	1	"NYB"	2015-04-10	"End"	2015-04-11	2015-04-11	"D"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"F"	2417	2423	2015-04-10
2666	1	"COL"	2016-03-25	"Birth"	2016-03-25	2017-08-30	"A"	"Columbus Zoo and Aquarium"	"United States"	"F"	2639	2642	2016-03-25
2666	2	"GAR"	2017-08-30	"Transfer"	2017-08-30	2025-03-20	"A"	"Lee Richardson Zoo"	"United States"	"F"	2639	2642	2016-03-25
2666	2	"GAR"	2017-08-30	"End"	2025-03-20	2025-03-20	"A"	"Lee Richardson Zoo"	"United States"	"F"	2639	2642	2016-03-25
2667	1	"COL"	2016-03-25	"Birth"	2016-03-25	2017-08-28	"A"	"Columbus Zoo and Aquarium"	"United States"	"M"	2639	2642	2016-03-25
2667	2	"AKR"	2017-08-28	"Transfer"	2017-08-28	2022-02-25	"A"	"Akron Zoological Park"	"United States"	"M"	2639	2642	2016-03-25
2667	3	"CLE"	2022-02-25	"Transfer"	2022-02-25	2025-03-20	"A"	"Cleveland Metroparks Zoo"	"United States"	"M"	2639	2642	2016-03-25
2667	3	"CLE"	2022-02-25	"End"	2025-03-20	2025-03-20	"A"	"Cleveland Metroparks Zoo"	"United States"	"M"	2639	2642	2016-03-25
2668	1	"CHI"	2016-04-25	"Birth"	2016-04-25	2016-04-27	"D"	"Lincoln Park Zoological Gardens"	"United States"	"M"	2646	2637	2016-04-25
2668	1	"CHI"	2016-04-25	"End"	2016-04-27	2016-04-27	"D"	"Lincoln Park Zoological Gardens"	"United States"	"M"	2646	2637	2016-04-25
2669	1	"CHI"	2016-04-25	"Birth"	2016-04-25	2016-04-28	"D"	"Lincoln Park Zoological Gardens"	"United States"	"U"	2646	2637	2016-04-25
2669	1	"CHI"	2016-04-25	"End"	2016-04-28	2016-04-28	"D"	"Lincoln Park Zoological Gardens"	"United States"	"U"	2646	2637	2016-04-25
2670	1	"ELP"	2016-09-28	"Birth"	2016-09-28	2016-09-29	"D"	"El Paso Zoo"	"United States"	"U"	2449	2632	2016-09-28
2670	1	"ELP"	2016-09-28	"End"	2016-09-29	2016-09-29	"D"	"El Paso Zoo"	"United States"	"U"	2449	2632	2016-09-28
2671	1	"ELP"	2016-09-28	"Birth"	2016-09-28	2017-10-25	"A"	"El Paso Zoo"	"United States"	"M"	2449	2632	2016-09-28
2671	2	"GAR"	2017-10-25	"Transfer"	2017-10-25	2025-03-20	"A"	"Lee Richardson Zoo"	"United States"	"M"	2449	2632	2016-09-28
2671	2	"GAR"	2017-10-25	"End"	2025-03-20	2025-03-20	"A"	"Lee Richardson Zoo"	"United States"	"M"	2449	2632	2016-09-28
2672	1	"ELP"	2016-09-28	"Birth"	2016-09-28	2016-10-10	"D"	"El Paso Zoo"	"United States"	"F"	2449	2632	2016-09-28
2672	1	"ELP"	2016-09-28	"End"	2016-10-10	2016-10-10	"D"	"El Paso Zoo"	"United States"	"F"	2449	2632	2016-09-28
2673	1	"MOO"	2016-12-16	"Birth"	2016-12-16	2018-01-30	"A"	"Aquarium & Rainforest at Moody Gardens"	"United States"	"M"	2649	2638	2016-12-16
2673	2	"PUE"	2018-01-30	"Transfer"	2018-01-30	2019-11-04	"A"	"Pueblo Zoo"	"United States"	"M"	2649	2638	2016-12-16
2673	3	"MEM"	2019-11-04	"Transfer"	2019-11-04	2025-03-20	"A"	"Memphis Zoological Garden & Aquarium"	"United States"	"M"	2649	2638	2016-12-16
2673	3	"MEM"	2019-11-04	"End"	2025-03-20	2025-03-20	"A"	"Memphis Zoological Garden & Aquarium"	"United States"	"M"	2649	2638	2016-12-16
2674	1	"MOO"	2016-12-16	"Birth"	2016-12-16	2018-04-26	"D"	"Aquarium & Rainforest at Moody Gardens"	"United States"	"F"	2649	2638	2016-12-16
2674	2	"PRO"	2018-04-26	"Transfer"	2018-04-26	2023-01-01	"D"	"Prospect Park Zoo"	"United States"	"F"	2649	2638	2016-12-16
2674	2	"PRO"	2018-04-26	"End"	2023-01-01	2023-01-01	"D"	"Prospect Park Zoo"	"United States"	"F"	2649	2638	2016-12-16
2675	1	"CBR"	2016-11-03	"Birth"	2016-11-03	2016-11-09	"D"	"Chicago Zoological Park / Brookfield Zoo"	"United States"	"U"	2631	2626	2016-11-03
2675	1	"CBR"	2016-11-03	"End"	2016-11-09	2016-11-09	"D"	"Chicago Zoological Park / Brookfield Zoo"	"United States"	"U"	2631	2626	2016-11-03
2676	1	"CBR"	2016-11-03	"Birth"	2016-11-03	2017-10-26	"A"	"Chicago Zoological Park / Brookfield Zoo"	"United States"	"M"	2631	2626	2016-11-03
2676	2	"PHI"	2017-10-26	"Transfer"	2017-10-26	2025-03-20	"A"	"Philadelphia Zoo"	"United States"	"M"	2631	2626	2016-11-03
2676	2	"PHI"	2017-10-26	"End"	2025-03-20	2025-03-20	"A"	"Philadelphia Zoo"	"United States"	"M"	2631	2626	2016-11-03
2677	1	"DUK"	2017-01-18	"Birth"	2017-01-18	2017-09-14	"A"	"Duke Lemur Center"	"United States"	"F"	2496	2502	2017-01-18
2677	2	"OMA"	2017-09-14	"Transfer"	2017-09-14	2025-03-20	"A"	"Omaha's Henry Doorly Zoo"	"United States"	"F"	2496	2502	2017-01-18
2677	2	"OMA"	2017-09-14	"End"	2025-03-20	2025-03-20	"A"	"Omaha's Henry Doorly Zoo"	"United States"	"F"	2496	2502	2017-01-18
2678	1	"DUK"	2017-01-18	"Birth"	2017-01-18	2017-01-19	"D"	"Duke Lemur Center"	"United States"	"F"	2496	2502	2017-01-18
2678	1	"DUK"	2017-01-18	"End"	2017-01-19	2017-01-19	"D"	"Duke Lemur Center"	"United States"	"F"	2496	2502	2017-01-18
2679	1	"COL"	2017-02-05	"Birth"	2017-02-05	2019-07-11	"A"	"Columbus Zoo and Aquarium"	"United States"	"F"	2639	2642	2017-02-05
2679	2	"DUL"	2019-07-11	"Transfer"	2019-07-11	2025-03-20	"A"	"Lake Superior Zoological Gardens"	"United States"	"F"	2639	2642	2017-02-05
2679	2	"DUL"	2019-07-11	"End"	2025-03-20	2025-03-20	"A"	"Lake Superior Zoological Gardens"	"United States"	"F"	2639	2642	2017-02-05
2680	1	"COL"	2017-02-05	"Birth"	2017-02-05	2017-02-05	"D"	"Columbus Zoo and Aquarium"	"United States"	"U"	2639	2642	2017-02-05
2680	1	"COL"	2017-02-05	"End"	2017-02-05	2017-02-05	"D"	"Columbus Zoo and Aquarium"	"United States"	"U"	2639	2642	2017-02-05
2681	1	"CHI"	2017-03-01	"Birth"	2017-03-01	2017-03-28	"D"	"Lincoln Park Zoological Gardens"	"United States"	"M"	2646	2637	2017-03-01
2681	1	"CHI"	2017-03-01	"End"	2017-03-28	2017-03-28	"D"	"Lincoln Park Zoological Gardens"	"United States"	"M"	2646	2637	2017-03-01
2682	1	"LIT"	2017-08-08	"Birth"	2017-08-08	2019-02-14	"A"	"Little Rock Zoological Gardens"	"United States"	"M"	2634	2654	2017-08-08
2682	2	"BLO"	2019-02-14	"Transfer"	2019-02-14	2025-03-20	"A"	"Miller Park Zoo"	"United States"	"M"	2634	2654	2017-08-08
2682	2	"BLO"	2019-02-14	"End"	2025-03-20	2025-03-20	"A"	"Miller Park Zoo"	"United States"	"M"	2634	2654	2017-08-08
2683	1	"LIT"	2017-08-08	"Birth"	2017-08-08	2019-05-14	"D"	"Little Rock Zoological Gardens"	"United States"	"F"	2634	2654	2017-08-08
2683	2	"MEM"	2019-05-14	"Transfer"	2019-05-14	2023-01-01	"D"	"Memphis Zoological Garden & Aquarium"	"United States"	"F"	2634	2654	2017-08-08
2683	2	"MEM"	2019-05-14	"End"	2023-01-01	2023-01-01	"D"	"Memphis Zoological Garden & Aquarium"	"United States"	"F"	2634	2654	2017-08-08
2684	1	"CHI"	2017-11-28	"Birth"	2017-11-28	2017-11-30	"D"	"Lincoln Park Zoological Gardens"	"United States"	"U"	2646	2637	2017-11-28
2684	1	"CHI"	2017-11-28	"End"	2017-11-30	2017-11-30	"D"	"Lincoln Park Zoological Gardens"	"United States"	"U"	2646	2637	2017-11-28
2685	1	"CHI"	2017-11-28	"Birth"	2017-11-28	2019-07-11	"A"	"Lincoln Park Zoological Gardens"	"United States"	"M"	2646	2637	2017-11-28
2685	2	"DUL"	2019-07-11	"Transfer"	2019-07-11	2025-03-20	"A"	"Lake Superior Zoological Gardens"	"United States"	"M"	2646	2637	2017-11-28
2685	2	"DUL"	2019-07-11	"End"	2025-03-20	2025-03-20	"A"	"Lake Superior Zoological Gardens"	"United States"	"M"	2646	2637	2017-11-28
2686	1	"COL"	2018-05-27	"Birth"	2018-05-27	2018-06-04	"D"	"Columbus Zoo and Aquarium"	"United States"	"M"	2639	2659	2018-05-27
2686	1	"COL"	2018-05-27	"End"	2018-06-04	2018-06-04	"D"	"Columbus Zoo and Aquarium"	"United States"	"M"	2639	2659	2018-05-27
2687	1	"COL"	2018-05-27	"Birth"	2018-05-27	2018-05-27	"D"	"Columbus Zoo and Aquarium"	"United States"	"M"	2639	2659	2018-05-27
2687	1	"COL"	2018-05-27	"End"	2018-05-27	2018-05-27	"D"	"Columbus Zoo and Aquarium"	"United States"	"M"	2639	2659	2018-05-27
2688	1	"SOZ"	2019-01-31	"Birth"	2019-01-31	2019-01-31	"D"	"San Diego Zoo"	"United States"	"U"	2653	2607	2019-01-31
2688	1	"SOZ"	2019-01-31	"End"	2019-01-31	2019-01-31	"D"	"San Diego Zoo"	"United States"	"U"	2653	2607	2019-01-31
2689	1	"COL"	2019-05-28	"Birth"	2019-05-28	2020-06-25	"A"	"Columbus Zoo and Aquarium"	"United States"	"M"	2639	2659	2019-05-28
2689	2	"CLE"	2020-06-25	"Transfer"	2020-06-25	2022-06-23	"A"	"Cleveland Metroparks Zoo"	"United States"	"M"	2639	2659	2019-05-28
2689	3	"AKR"	2022-06-23	"Transfer"	2022-06-23	2024-04-30	"A"	"Akron Zoological Park"	"United States"	"M"	2639	2659	2019-05-28
2689	4	"COL"	2024-04-30	"Transfer"	2024-04-30	2025-03-20	"A"	"Columbus Zoo and Aquarium"	"United States"	"M"	2639	2659	2019-05-28
2689	4	"COL"	2024-04-30	"End"	2025-03-20	2025-03-20	"A"	"Columbus Zoo and Aquarium"	"United States"	"M"	2639	2659	2019-05-28
2690	1	"COL"	2019-05-28	"Birth"	2019-05-28	2020-06-25	"A"	"Columbus Zoo and Aquarium"	"United States"	"M"	2639	2659	2019-05-28
2690	2	"CLE"	2020-06-25	"Transfer"	2020-06-25	2022-06-23	"A"	"Cleveland Metroparks Zoo"	"United States"	"M"	2639	2659	2019-05-28
2690	3	"AKR"	2022-06-23	"Transfer"	2022-06-23	2025-03-20	"A"	"Akron Zoological Park"	"United States"	"M"	2639	2659	2019-05-28
2690	3	"AKR"	2022-06-23	"End"	2025-03-20	2025-03-20	"A"	"Akron Zoological Park"	"United States"	"M"	2639	2659	2019-05-28
2691	1	"AKR"	2019-05-16	"Birth"	2019-05-16	2019-05-16	"D"	"Akron Zoological Park"	"United States"	"U"	2667	2608	2019-05-16
2691	1	"AKR"	2019-05-16	"End"	2019-05-16	2019-05-16	"D"	"Akron Zoological Park"	"United States"	"U"	2667	2608	2019-05-16
2692	1	"MEM"	2010-09-25	"Birth"	2010-09-25	2010-09-25	"D"	"Memphis Zoological Garden & Aquarium"	"United States"	"U"	2415	2416	2010-09-25
2692	1	"MEM"	2010-09-25	"End"	2010-09-25	2010-09-25	"D"	"Memphis Zoological Garden & Aquarium"	"United States"	"U"	2415	2416	2010-09-25
2693	1	"NYB"	2010-12-06	"Birth"	2010-12-06	2010-12-06	"D"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"M"	2417	2423	2010-12-06
2693	1	"NYB"	2010-12-06	"End"	2010-12-06	2010-12-06	"D"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"M"	2417	2423	2010-12-06
2694	1	"MEM"	2010-09-27	"Birth"	2010-09-27	2010-09-27	"D"	"Memphis Zoological Garden & Aquarium"	"United States"	"U"	2415	2416	2010-09-27
2694	1	"MEM"	2010-09-27	"End"	2010-09-27	2010-09-27	"D"	"Memphis Zoological Garden & Aquarium"	"United States"	"U"	2415	2416	2010-09-27
2695	1	"AKR"	2008-11-20	"Birth"	2008-11-20	2008-11-21	"D"	"Akron Zoological Park"	"United States"	"U"	2408	2400	2008-11-20
2695	1	"AKR"	2008-11-20	"End"	2008-11-21	2008-11-21	"D"	"Akron Zoological Park"	"United States"	"U"	2408	2400	2008-11-20
2696	1	"AKR"	2008-04-03	"Birth"	2008-04-03	2008-04-03	"D"	"Akron Zoological Park"	"United States"	"M"	2408	2400	2008-04-03
2696	1	"AKR"	2008-04-03	"End"	2008-04-03	2008-04-03	"D"	"Akron Zoological Park"	"United States"	"M"	2408	2400	2008-04-03
2697	1	"AKR"	2008-04-03	"Birth"	2008-04-03	2008-04-03	"D"	"Akron Zoological Park"	"United States"	"F"	2408	2400	2008-04-03
2697	1	"AKR"	2008-04-03	"End"	2008-04-03	2008-04-03	"D"	"Akron Zoological Park"	"United States"	"F"	2408	2400	2008-04-03
2698	1	"AKR"	2007-06-15	"Birth"	2007-06-15	2007-06-16	"D"	"Akron Zoological Park"	"United States"	"U"	2408	2400	2007-06-15
2698	1	"AKR"	2007-06-15	"End"	2007-06-16	2007-06-16	"D"	"Akron Zoological Park"	"United States"	"U"	2408	2400	2007-06-15
2699	1	"AKR"	2007-06-15	"Birth"	2007-06-15	2007-06-16	"D"	"Akron Zoological Park"	"United States"	"U"	2408	2400	2007-06-15
2699	1	"AKR"	2007-06-15	"End"	2007-06-16	2007-06-16	"D"	"Akron Zoological Park"	"United States"	"U"	2408	2400	2007-06-15
2700	1	"PUE"	2007-04-21	"Birth"	2007-04-21	2007-04-23	"D"	"Pueblo Zoo"	"United States"	"U"	1125	1124	2007-04-21
2700	1	"PUE"	2007-04-21	"End"	2007-04-23	2007-04-23	"D"	"Pueblo Zoo"	"United States"	"U"	1125	1124	2007-04-21
2701	1	"PUE"	2007-04-21	"Birth"	2007-04-21	2007-04-23	"D"	"Pueblo Zoo"	"United States"	"U"	1125	1124	2007-04-21
2701	1	"PUE"	2007-04-21	"End"	2007-04-23	2007-04-23	"D"	"Pueblo Zoo"	"United States"	"U"	1125	1124	2007-04-21
2702	1	"PUE"	2007-04-21	"Birth"	2007-04-21	2007-04-21	"D"	"Pueblo Zoo"	"United States"	"U"	1125	1124	2007-04-21
2702	1	"PUE"	2007-04-21	"End"	2007-04-21	2007-04-21	"D"	"Pueblo Zoo"	"United States"	"U"	1125	1124	2007-04-21
2703	1	"CLE"	2005-12-24	"Birth"	2005-12-24	2005-12-24	"D"	"Cleveland Metroparks Zoo"	"United States"	"U"	1138	2413	2005-12-24
2703	1	"CLE"	2005-12-24	"End"	2005-12-24	2005-12-24	"D"	"Cleveland Metroparks Zoo"	"United States"	"U"	1138	2413	2005-12-24
2704	1	"CLE"	2005-12-24	"Birth"	2005-12-24	2005-12-24	"D"	"Cleveland Metroparks Zoo"	"United States"	"U"	1138	2413	2005-12-24
2704	1	"CLE"	2005-12-24	"End"	2005-12-24	2005-12-24	"D"	"Cleveland Metroparks Zoo"	"United States"	"U"	1138	2413	2005-12-24
2705	1	"MOO"	2020-01-16	"Birth"	2020-01-16	2020-02-02	"D"	"Aquarium & Rainforest at Moody Gardens"	"United States"	"M"	2649	2630	2020-01-16
2705	1	"MOO"	2020-01-16	"End"	2020-02-02	2020-02-02	"D"	"Aquarium & Rainforest at Moody Gardens"	"United States"	"M"	2649	2630	2020-01-16
2706	1	"NYB"	2020-03-11	"Birth"	2020-03-11	2020-03-11	"D"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"U"	2623	2640	2020-03-11
2706	1	"NYB"	2020-03-11	"End"	2020-03-11	2020-03-11	"D"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"U"	2623	2640	2020-03-11
2707	1	"CBR"	2020-08-26	"Birth"	2020-08-26	2022-10-04	"A"	"Chicago Zoological Park / Brookfield Zoo"	"United States"	"F"	2631	2626	2020-08-26
2707	2	"CHI"	2022-10-04	"Transfer"	2022-10-04	2025-03-20	"A"	"Lincoln Park Zoological Gardens"	"United States"	"F"	2631	2626	2020-08-26
2707	2	"CHI"	2022-10-04	"End"	2025-03-20	2025-03-20	"A"	"Lincoln Park Zoological Gardens"	"United States"	"F"	2631	2626	2020-08-26
2708	1	"CBR"	2020-08-26	"Birth"	2020-08-26	2022-08-25	"A"	"Chicago Zoological Park / Brookfield Zoo"	"United States"	"F"	2631	2626	2020-08-26
2708	2	"NZP"	2022-08-25	"Transfer"	2022-08-25	2025-03-20	"A"	"Smithsonian National Zoological Park"	"United States"	"F"	2631	2626	2020-08-26
2708	2	"NZP"	2022-08-25	"End"	2025-03-20	2025-03-20	"A"	"Smithsonian National Zoological Park"	"United States"	"F"	2631	2626	2020-08-26
2709	1	"EVA"	2020-10-27	"Birth"	2020-10-27	2020-10-29	"D"	"Mesker Park Zoo"	"United States"	"U"	2641	2502	2020-10-27
2709	1	"EVA"	2020-10-27	"End"	2020-10-29	2020-10-29	"D"	"Mesker Park Zoo"	"United States"	"U"	2641	2502	2020-10-27
2710	1	"MOO"	2020-12-04	"Birth"	2020-12-04	2021-02-06	"D"	"Aquarium & Rainforest at Moody Gardens"	"United States"	"M"	2649	2638	2020-12-04
2710	1	"MOO"	2020-12-04	"End"	2021-02-06	2021-02-06	"D"	"Aquarium & Rainforest at Moody Gardens"	"United States"	"M"	2649	2638	2020-12-04
2711	1	"COL"	2021-02-25	"Birth"	2021-02-25	2024-04-30	"D"	"Columbus Zoo and Aquarium"	"United States"	"M"	2639	2642	2021-02-25
2711	2	"CLE"	2024-04-30	"Transfer"	2024-04-30	2025-01-01	"D"	"Cleveland Metroparks Zoo"	"United States"	"M"	2639	2642	2021-02-25
2711	2	"CLE"	2024-04-30	"End"	2025-01-01	2025-01-01	"D"	"Cleveland Metroparks Zoo"	"United States"	"M"	2639	2642	2021-02-25
2712	1	"NYB"	2021-03-11	"Birth"	2021-03-11	2021-03-23	"D"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"F"	2623	2640	2021-03-11
2712	1	"NYB"	2021-03-11	"End"	2021-03-23	2021-03-23	"D"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"F"	2623	2640	2021-03-11
2713	1	"NYB"	2021-03-11	"Birth"	2021-03-11	2024-03-28	"A"	"Bronx Zoo/Wildlife Conservation Society"	"United States"	"F"	2623	2640	2021-03-11
2713	2	"WGE"	2024-03-28	"Transfer"	2024-03-28	2025-03-20	"A"	"Turtle Back Zoo"	"United States"	"F"	2623	2640	2021-03-11
2713	2	"WGE"	2024-03-28	"End"	2025-03-20	2025-03-20	"A"	"Turtle Back Zoo"	"United States"	"F"	2623	2640	2021-03-11
2714	1	"LIT"	2021-06-18	"Birth"	2021-06-18	2022-08-02	"A"	"Little Rock Zoological Gardens"	"United States"	"F"	2634	2654	2021-06-18
2714	2	"CLE"	2022-08-02	"Transfer"	2022-08-02	2025-03-20	"A"	"Cleveland Metroparks Zoo"	"United States"	"F"	2634	2654	2021-06-18
2714	2	"CLE"	2022-08-02	"End"	2025-03-20	2025-03-20	"A"	"Cleveland Metroparks Zoo"	"United States"	"F"	2634	2654	2021-06-18
2715	1	"LIT"	2021-06-18	"Birth"	2021-06-18	2022-08-23	"A"	"Little Rock Zoological Gardens"	"United States"	"M"	2634	2654	2021-06-18
2715	2	"NZP"	2022-08-23	"Transfer"	2022-08-23	2025-03-20	"A"	"Smithsonian National Zoological Park"	"United States"	"M"	2634	2654	2021-06-18
2715	2	"NZP"	2022-08-23	"End"	2025-03-20	2025-03-20	"A"	"Smithsonian National Zoological Park"	"United States"	"M"	2634	2654	2021-06-18
2717	1	"GRE"	2020-06-12	"Birth"	2020-06-12	2021-06-12	"A"	"Private Owner"	"United Kingdom"	"F"	12717	22717	2020-06-12
2717	2	"VAS"	2021-06-12	"Transfer"	2021-06-12	2022-01-13	"A"	"Virginia Safari Park"	"United States"	"F"	12717	22717	2020-06-12
2717	3	"WGE"	2022-01-13	"Transfer"	2022-01-13	2025-03-20	"A"	"Turtle Back Zoo"	"United States"	"F"	12717	22717	2020-06-12
2717	3	"WGE"	2022-01-13	"End"	2025-03-20	2025-03-20	"A"	"Turtle Back Zoo"	"United States"	"F"	12717	22717	2020-06-12
2718	1	"DUL"	2022-02-28	"Birth"	2022-02-28	2024-03-15	"A"	"Lake Superior Zoological Gardens"	"United States"	"F"	2685	2679	2022-02-28
2718	2	"MEM"	2024-03-15	"Transfer"	2024-03-15	2025-03-20	"A"	"Memphis Zoological Garden & Aquarium"	"United States"	"F"	2685	2679	2022-02-28
2718	2	"MEM"	2024-03-15	"End"	2025-03-20	2025-03-20	"A"	"Memphis Zoological Garden & Aquarium"	"United States"	"F"	2685	2679	2022-02-28
2719	1	"DUL"	2022-02-28	"Birth"	2022-02-28	2025-03-20	"A"	"Lake Superior Zoological Gardens"	"United States"	"F"	2685	2679	2022-02-28
2719	1	"DUL"	2022-02-28	"End"	2025-03-20	2025-03-20	"A"	"Lake Superior Zoological Gardens"	"United States"	"F"	2685	2679	2022-02-28
2723	1	"MOO"	2022-12-24	"Birth"	2022-12-24	2025-03-20	"A"	"Aquarium & Rainforest at Moody Gardens"	"United States"	"M"	2649	2638	2022-12-24
2723	1	"MOO"	2022-12-24	"End"	2025-03-20	2025-03-20	"A"	"Aquarium & Rainforest at Moody Gardens"	"United States"	"M"	2649	2638	2022-12-24
2727	1	"CLE"	2023-07-25	"Birth"	2023-07-25	2025-03-20	"A"	"Cleveland Metroparks Zoo"	"United States"	"M"	2667	2714	2023-07-25
2727	1	"CLE"	2023-07-25	"End"	2025-03-20	2025-03-20	"A"	"Cleveland Metroparks Zoo"	"United States"	"M"	2667	2714	2023-07-25
2729	1	"LIT"	2023-11-18	"Birth"	2023-11-18	2025-03-20	"A"	"Little Rock Zoological Gardens"	"United States"	"M"	2634	2654	2023-11-18
2729	1	"LIT"	2023-11-18	"End"	2025-03-20	2025-03-20	"A"	"Little Rock Zoological Gardens"	"United States"	"M"	2634	2654	2023-11-18
2730	1	"LIT"	2023-11-18	"Birth"	2023-11-18	2025-03-20	"A"	"Little Rock Zoological Gardens"	"United States"	"M"	2634	2654	2023-11-18
2730	1	"LIT"	2023-11-18	"End"	2025-03-20	2025-03-20	"A"	"Little Rock Zoological Gardens"	"United States"	"M"	2634	2654	2023-11-18
2732	1	"MEM"	2023-12-13	"Birth"	2023-12-13	2025-03-20	"A"	"Memphis Zoological Garden & Aquarium"	"United States"	"M"	2673	2683	2023-12-13
2732	1	"MEM"	2023-12-13	"End"	2025-03-20	2025-03-20	"A"	"Memphis Zoological Garden & Aquarium"	"United States"	"M"	2673	2683	2023-12-13
2735	1	"NZP"	2024-03-21	"Birth"	2024-03-21	2025-03-20	"A"	"Smithsonian National Zoological Park"	"United States"	"U"	2715	2708	2024-03-21
2735	1	"NZP"	2024-03-21	"End"	2025-03-20	2025-03-20	"A"	"Smithsonian National Zoological Park"	"United States"	"U"	2715	2708	2024-03-21
2736	1	"NZP"	2024-03-21	"Birth"	2024-03-21	2025-03-20	"A"	"Smithsonian National Zoological Park"	"United States"	"U"	2715	2708	2024-03-21
2736	1	"NZP"	2024-03-21	"End"	2025-03-20	2025-03-20	"A"	"Smithsonian National Zoological Park"	"United States"	"U"	2715	2708	2024-03-21
2738	1	"CIN"	2025-01-01	"Birth"	2025-01-01	2025-03-20	"A"	"Cincinnati Zoo & Botanical Garden"	"United States"	"M"	2622	2630	2025-01-01
2738	1	"CIN"	2025-01-01	"End"	2025-03-20	2025-03-20	"A"	"Cincinnati Zoo & Botanical Garden"	"United States"	"M"	2622	2630	2025-01-01
11045	1	"POZ"	1985-02-14	"Birth"	1985-02-14	1986-02-14	"H"	"Ogrod Zoologiczny w Poznaniu"	"Poland"	"M"	NA	NA	1985-02-14
