"Cohort"	"Sex"	"N0"	"Date"	"Year"	"Age"	"Nx"	"lx"	"Px"	"qx"	"ax"	"Lx_life"	"Risk"	"Tx"	"ex"	"Births"	"mx"	"Fx"	"R0"	"T"	"lambda_life"	"lambda_5"	"mleAll"	"mleAge1"	"FirstRepro"	"LastRepro"
1988	"Female"	3	1988-01-01	1988	0	3	1	0.666666666666667	0.4	0	0.833333333333333	2.5	5.83333333333333	5.83333333333333	0	0	0	1.38888888888889	6.44	1.05233336214605	0	2.5	3	2	12
1988	"Female"	3	1989-01-01	1989	1	2	0.666666666666667	1	0	1	0.666666666666667	2	5	7.5	0	0	0	1.38888888888889	6.44	1.05233336214605	0	2.5	3	2	12
1988	"Female"	3	1990-01-01	1990	2	2	0.666666666666667	0.5	0.666666666666667	0	0.5	1.5	4.33333333333333	6.5	1	0.333333333333333	0.222222222222222	1.38888888888889	6.44	1.05233336214605	0	2.5	3	2	12
1988	"Female"	3	1991-01-01	1991	3	1	0.333333333333333	1	0	1	0.333333333333333	1	3.83333333333333	11.5	0	0	0	1.38888888888889	6.44	1.05233336214605	0	2.5	3	2	12
1988	"Female"	3	1992-01-01	1992	4	1	0.333333333333333	1	0	0	0.333333333333333	1	3.5	10.5	1	0.5	0.166666666666667	1.38888888888889	6.44	1.05233336214605	0	2.5	3	2	12
1988	"Female"	3	1993-01-01	1993	5	1	0.333333333333333	1	0	0	0.333333333333333	1	3.16666666666667	9.5	1	0.5	0.166666666666667	1.38888888888889	6.44	1.05233336214605	0.802741561760231	2.5	3	2	12
1988	"Female"	3	1994-01-01	1994	6	1	0.333333333333333	1	0	0	0.333333333333333	1	2.83333333333333	8.5	1	0.5	0.166666666666667	1.38888888888889	6.44	1.05233336214605	0.870550563296124	2.5	3	2	12
1988	"Female"	3	1995-01-01	1995	7	1	0.333333333333333	1	0	0	0.333333333333333	1	2.5	7.5	1	0.5	0.166666666666667	1.38888888888889	6.44	1.05233336214605	0.870550563296124	2.5	3	2	12
1988	"Female"	3	1996-01-01	1996	8	1	0.333333333333333	1	0	0	0.333333333333333	1	2.16666666666667	6.5	1	0.5	0.166666666666667	1.38888888888889	6.44	1.05233336214605	1	2.5	3	2	12
1988	"Female"	3	1997-01-01	1997	9	1	0.333333333333333	1	0	0	0.333333333333333	1	1.83333333333333	5.5	1	0.5	0.166666666666667	1.38888888888889	6.44	1.05233336214605	1	2.5	3	2	12
1988	"Female"	3	1998-01-01	1998	10	1	0.333333333333333	1	0	0	0.333333333333333	1	1.5	4.5	0	0	0	1.38888888888889	6.44	1.05233336214605	1	2.5	3	2	12
1988	"Female"	3	1999-01-01	1999	11	1	0.333333333333333	1	0	0	0.333333333333333	1	1.16666666666667	3.5	0	0	0	1.38888888888889	6.44	1.05233336214605	1	2.5	3	2	12
1988	"Female"	3	2000-01-01	2000	12	1	0.333333333333333	1	0	0	0.333333333333333	1	0.833333333333333	2.5	1	0.5	0.166666666666667	1.38888888888889	6.44	1.05233336214605	1	2.5	3	2	12
1988	"Female"	3	2001-01-01	2001	13	1	0.333333333333333	1	0	0	0.333333333333333	1	0.5	1.5	0	0	0	1.38888888888889	6.44	1.05233336214605	1	2.5	3	2	12
1988	"Female"	3	2002-01-01	2002	14	1	0.333333333333333	0	2	0	0.166666666666667	0.5	0.166666666666667	0.5	0	0	0	1.38888888888889	6.44	1.05233336214605	1	2.5	3	2	12
1988	"Female"	3	2003-01-01	2003	15	0	0	0	0	1	0	0	0	0	0	0	0	1.38888888888889	6.44	1.05233336214605	0	2.5	3	2	12
1988	"Female"	3	2004-01-01	2004	16	0	0	0	0	0	0	0	0	0	0	0	0	1.38888888888889	6.44	1.05233336214605	0	2.5	3	2	12
1988	"Female"	3	2005-01-01	2005	17	0	0	0	0	0	0	0	0	0	0	0	0	1.38888888888889	6.44	1.05233336214605	0	2.5	3	2	12
1988	"Female"	3	2006-01-01	2006	18	0	0	0	0	0	0	0	0	0	0	0	0	1.38888888888889	6.44	1.05233336214605	0	2.5	3	2	12
1988	"Female"	3	2007-01-01	2007	19	0	0	0	0	0	0	0	0	0	0	0	0	1.38888888888889	6.44	1.05233336214605	0	2.5	3	2	12
1988	"Female"	3	2008-01-01	2008	20	0	0	0	0	0	0	0	0	0	0	0	0	1.38888888888889	6.44	1.05233336214605	0	2.5	3	2	12
1988	"Female"	3	2009-01-01	2009	21	0	0	0	0	0	0	0	0	0	0	0	0	1.38888888888889	6.44	1.05233336214605	0	2.5	3	2	12
1988	"Male"	5	1988-01-01	1988	0	5	1	0.8	0.222222222222222	0	0.9	4.5	7.9	7.9	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	1989-01-01	1989	1	4	0.8	1	0	1	0.8	4	7	8.75	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	1990-01-01	1990	2	4	0.8	1	0	0	0.8	4	6.2	7.75	1	0.125	0.1	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	1991-01-01	1991	3	4	0.8	1	0	0	0.8	4	5.4	6.75	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	1992-01-01	1992	4	4	0.8	1	0	0	0.8	4	4.6	5.75	2	0.25	0.2	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	1993-01-01	1993	5	4	0.8	0.75	0.285714285714286	0	0.7	3.5	3.8	4.75	1	0.142857142857143	0.114285714285714	1.03428571428571	6.91436464088398	1.00488741513105	0.956352499790037	9.5	10	2	12
1988	"Male"	5	1994-01-01	1994	6	3	0.6	1	0	1	0.6	3	3.1	5.16666666666667	1	0.166666666666667	0.1	1.03428571428571	6.91436464088398	1.00488741513105	0.944087511294902	9.5	10	2	12
1988	"Male"	5	1995-01-01	1995	7	3	0.6	1	0	0	0.6	3	2.5	4.16666666666667	1	0.166666666666667	0.1	1.03428571428571	6.91436464088398	1.00488741513105	0.944087511294902	9.5	10	2	12
1988	"Male"	5	1996-01-01	1996	8	3	0.6	1	0	0	0.6	3	1.9	3.16666666666667	1	0.166666666666667	0.1	1.03428571428571	6.91436464088398	1.00488741513105	0.944087511294902	9.5	10	2	12
1988	"Male"	5	1997-01-01	1997	9	3	0.6	0.666666666666667	0.4	0	0.5	2.5	1.3	2.16666666666667	1	0.2	0.12	1.03428571428571	6.91436464088398	1.00488741513105	0.944087511294902	9.5	10	2	12
1988	"Male"	5	1998-01-01	1998	10	2	0.4	1	0	1	0.4	2	0.8	2	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0.870550563296124	9.5	10	2	12
1988	"Male"	5	1999-01-01	1999	11	2	0.4	0.5	0.666666666666667	0	0.3	1.5	0.4	1	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0.922107911481728	9.5	10	2	12
1988	"Male"	5	2000-01-01	2000	12	1	0.2	0	2	1	0.1	0.5	0.1	0.5	1	1	0.2	1.03428571428571	6.91436464088398	1.00488741513105	0.802741561760231	9.5	10	2	12
1988	"Male"	5	2001-01-01	2001	13	0	0	0	0	1	0	0	0	0	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	2002-01-01	2002	14	0	0	0	0	0	0	0	0	0	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	2003-01-01	2003	15	0	0	0	0	0	0	0	0	0	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	2004-01-01	2004	16	0	0	0	0	0	0	0	0	0	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	2005-01-01	2005	17	0	0	0	0	0	0	0	0	0	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	2006-01-01	2006	18	0	0	0	0	0	0	0	0	0	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	2007-01-01	2007	19	0	0	0	0	0	0	0	0	0	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	2008-01-01	2008	20	0	0	0	0	0	0	0	0	0	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Male"	5	2009-01-01	2009	21	0	0	0	0	0	0	0	0	0	0	0	0	1.03428571428571	6.91436464088398	1.00488741513105	0	9.5	10	2	12
1988	"Total"	10	1988-01-01	1988	0	10	1	0.7	0.352941176470588	0	0.85	8.5	6.2	6.2	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0	5	9.5	2	12
1988	"Total"	10	1989-01-01	1989	1	7	0.7	1	0	3	0.7	7	5.35	7.64285714285714	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0	5	9.5	2	12
1988	"Total"	10	1990-01-01	1990	2	7	0.7	0.857142857142857	0.153846153846154	0	0.65	6.5	4.65	6.64285714285714	2	0.153846153846154	0.107692307692308	0.93005883005883	6.61684708016565	0.989101816232611	0	5	9.5	2	12
1988	"Total"	10	1991-01-01	1991	3	6	0.6	1	0	1	0.6	6	4	6.66666666666667	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0	5	9.5	2	12
1988	"Total"	10	1992-01-01	1992	4	6	0.6	0.833333333333333	0.181818181818182	0	0.55	5.5	3.4	5.66666666666667	3	0.272727272727273	0.163636363636364	0.93005883005883	6.61684708016565	0.989101816232611	0	5	9.5	2	12
1988	"Total"	10	1993-01-01	1993	5	5	0.5	0.8	0.222222222222222	1	0.45	4.5	2.85	5.7	2	0.222222222222222	0.111111111111111	0.93005883005883	6.61684708016565	0.989101816232611	0.870550563296124	5	9.5	2	12
1988	"Total"	10	1994-01-01	1994	6	4	0.4	1	0	1	0.4	4	2.4	6	2	0.25	0.1	0.93005883005883	6.61684708016565	0.989101816232611	0.894112960657981	5	9.5	2	12
1988	"Total"	10	1995-01-01	1995	7	4	0.4	1	0	0	0.4	4	2	5	2	0.25	0.1	0.93005883005883	6.61684708016565	0.989101816232611	0.894112960657981	5	9.5	2	12
1988	"Total"	10	1996-01-01	1996	8	4	0.4	1	0	0	0.4	4	1.6	4	2	0.25	0.1	0.93005883005883	6.61684708016565	0.989101816232611	0.922107911481728	5	9.5	2	12
1988	"Total"	10	1997-01-01	1997	9	4	0.4	0.75	0.285714285714286	0	0.35	3.5	1.2	3	2	0.285714285714286	0.114285714285714	0.93005883005883	6.61684708016565	0.989101816232611	0.922107911481728	5	9.5	2	12
1988	"Total"	10	1998-01-01	1998	10	3	0.3	1	0	1	0.3	3	0.85	2.83333333333333	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0.902880451447434	5	9.5	2	12
1988	"Total"	10	1999-01-01	1999	11	3	0.3	0.666666666666667	0.4	0	0.25	2.5	0.55	1.83333333333333	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0.944087511294902	5	9.5	2	12
1988	"Total"	10	2000-01-01	2000	12	2	0.2	0.5	0.666666666666667	1	0.15	1.5	0.3	1.5	2	0.666666666666667	0.133333333333333	0.93005883005883	6.61684708016565	0.989101816232611	0.870550563296124	5	9.5	2	12
1988	"Total"	10	2001-01-01	2001	13	1	0.1	1	0	1	0.1	1	0.15	1.5	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0.757858283255199	5	9.5	2	12
1988	"Total"	10	2002-01-01	2002	14	1	0.1	0	2	0	0.05	0.5	0.05	0.5	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0.757858283255199	5	9.5	2	12
1988	"Total"	10	2003-01-01	2003	15	0	0	0	0	1	0	0	0	0	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0	5	9.5	2	12
1988	"Total"	10	2004-01-01	2004	16	0	0	0	0	0	0	0	0	0	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0	5	9.5	2	12
1988	"Total"	10	2005-01-01	2005	17	0	0	0	0	0	0	0	0	0	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0	5	9.5	2	12
1988	"Total"	10	2006-01-01	2006	18	0	0	0	0	0	0	0	0	0	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0	5	9.5	2	12
1988	"Total"	10	2007-01-01	2007	19	0	0	0	0	0	0	0	0	0	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0	5	9.5	2	12
1988	"Total"	10	2008-01-01	2008	20	0	0	0	0	0	0	0	0	0	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0	5	9.5	2	12
1988	"Total"	10	2009-01-01	2009	21	0	0	0	0	0	0	0	0	0	0	0	0	0.93005883005883	6.61684708016565	0.989101816232611	0	5	9.5	2	12
1989	"Female"	4	1989-01-01	1989	0	4	1	1	0	0	1	4	15.75	15.75	0	0	0	0.75	6	0.953184292996937	0	14	14	3	8
1989	"Female"	4	1990-01-01	1990	1	4	1	1	0	0	1	4	14.75	14.75	0	0	0	0.75	6	0.953184292996937	0	14	14	3	8
1989	"Female"	4	1991-01-01	1991	2	4	1	1	0	0	1	4	13.75	13.75	0	0	0	0.75	6	0.953184292996937	0	14	14	3	8
1989	"Female"	4	1992-01-01	1992	3	4	1	1	0	0	1	4	12.75	12.75	1	0.125	0.125	0.75	6	0.953184292996937	0	14	14	3	8
1989	"Female"	4	1993-01-01	1993	4	4	1	1	0	0	1	4	11.75	11.75	0	0	0	0.75	6	0.953184292996937	0	14	14	3	8
1989	"Female"	4	1994-01-01	1994	5	4	1	1	0	0	1	4	10.75	10.75	1	0.125	0.125	0.75	6	0.953184292996937	1	14	14	3	8
1989	"Female"	4	1995-01-01	1995	6	4	1	1	0	0	1	4	9.75	9.75	1	0.125	0.125	0.75	6	0.953184292996937	1	14	14	3	8
1989	"Female"	4	1996-01-01	1996	7	4	1	1	0	0	1	4	8.75	8.75	2	0.25	0.25	0.75	6	0.953184292996937	1	14	14	3	8
1989	"Female"	4	1997-01-01	1997	8	4	1	1	0	0	1	4	7.75	7.75	1	0.125	0.125	0.75	6	0.953184292996937	1	14	14	3	8
1989	"Female"	4	1998-01-01	1998	9	4	1	1	0	0	1	4	6.75	6.75	0	0	0	0.75	6	0.953184292996937	1	14	14	3	8
1989	"Female"	4	1999-01-01	1999	10	4	1	1	0	0	1	4	5.75	5.75	0	0	0	0.75	6	0.953184292996937	1	14	14	3	8
1989	"Female"	4	2000-01-01	2000	11	4	1	1	0	0	1	4	4.75	4.75	0	0	0	0.75	6	0.953184292996937	1	14	14	3	8
1989	"Female"	4	2001-01-01	2001	12	4	1	1	0	0	1	4	3.75	3.75	0	0	0	0.75	6	0.953184292996937	1	14	14	3	8
1989	"Female"	4	2002-01-01	2002	13	4	1	0.5	0.666666666666667	0	0.75	3	2.75	2.75	0	0	0	0.75	6	0.953184292996937	1	14	14	3	8
1989	"Female"	4	2003-01-01	2003	14	2	0.5	1	0	2	0.5	2	2	4	0	0	0	0.75	6	0.953184292996937	0.870550563296124	14	14	3	8
1989	"Female"	4	2004-01-01	2004	15	2	0.5	1	0	0	0.5	2	1.5	3	0	0	0	0.75	6	0.953184292996937	0.870550563296124	14	14	3	8
1989	"Female"	4	2005-01-01	2005	16	2	0.5	0.5	0.666666666666667	0	0.375	1.5	1	2	0	0	0	0.75	6	0.953184292996937	0.870550563296124	14	14	3	8
1989	"Female"	4	2006-01-01	2006	17	1	0.25	1	0	1	0.25	1	0.625	2.5	0	0	0	0.75	6	0.953184292996937	0.757858283255199	14	14	3	8
1989	"Female"	4	2007-01-01	2007	18	1	0.25	1	0	0	0.25	1	0.375	1.5	0	0	0	0.75	6	0.953184292996937	0.757858283255199	14	14	3	8
1989	"Female"	4	2008-01-01	2008	19	1	0.25	0	2	0	0.125	0.5	0.125	0.5	0	0	0	0.75	6	0.953184292996937	0.870550563296124	14	14	3	8
1989	"Female"	4	2009-01-01	2009	20	0	0	0	0	1	0	0	0	0	0	0	0	0.75	6	0.953184292996937	0	14	14	3	8
1989	"Female"	4	2010-01-01	2010	21	0	0	0	0	0	0	0	0	0	0	0	0	0.75	6	0.953184292996937	0	14	14	3	8
1989	"Male"	5	1989-01-01	1989	0	5	1	1	0	0	1	5	10.7	10.7	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0	10.5	10.5	3	10
1989	"Male"	5	1990-01-01	1990	1	5	1	1	0	0	1	5	9.7	9.7	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0	10.5	10.5	3	10
1989	"Male"	5	1991-01-01	1991	2	5	1	0.8	0.222222222222222	0	0.9	4.5	8.7	8.7	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0	10.5	10.5	3	10
1989	"Male"	5	1992-01-01	1992	3	4	0.8	1	0	1	0.8	4	7.8	9.75	1	0.125	0.1	0.834285714285714	6.98630136986301	0.974399870312736	0	10.5	10.5	3	10
1989	"Male"	5	1993-01-01	1993	4	4	0.8	1	0	0	0.8	4	7	8.75	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0	10.5	10.5	3	10
1989	"Male"	5	1994-01-01	1994	5	4	0.8	1	0	0	0.8	4	6.2	7.75	1	0.125	0.1	0.834285714285714	6.98630136986301	0.974399870312736	0.956352499790037	10.5	10.5	3	10
1989	"Male"	5	1995-01-01	1995	6	4	0.8	1	0	0	0.8	4	5.4	6.75	1	0.125	0.1	0.834285714285714	6.98630136986301	0.974399870312736	0.956352499790037	10.5	10.5	3	10
1989	"Male"	5	1996-01-01	1996	7	4	0.8	1	0	0	0.8	4	4.6	5.75	2	0.25	0.2	0.834285714285714	6.98630136986301	0.974399870312736	0.956352499790037	10.5	10.5	3	10
1989	"Male"	5	1997-01-01	1997	8	4	0.8	1	0	0	0.8	4	3.8	4.75	1	0.125	0.1	0.834285714285714	6.98630136986301	0.974399870312736	1	10.5	10.5	3	10
1989	"Male"	5	1998-01-01	1998	9	4	0.8	0.75	0.285714285714286	0	0.7	3.5	3	3.75	1	0.142857142857143	0.114285714285714	0.834285714285714	6.98630136986301	0.974399870312736	1	10.5	10.5	3	10
1989	"Male"	5	1999-01-01	1999	10	3	0.6	0.666666666666667	0.4	1	0.5	2.5	2.3	3.83333333333333	1	0.2	0.12	0.834285714285714	6.98630136986301	0.974399870312736	0.944087511294902	10.5	10.5	3	10
1989	"Male"	5	2000-01-01	2000	11	2	0.4	1	0	1	0.4	2	1.8	4.5	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0.870550563296124	10.5	10.5	3	10
1989	"Male"	5	2001-01-01	2001	12	2	0.4	1	0	0	0.4	2	1.4	3.5	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0.870550563296124	10.5	10.5	3	10
1989	"Male"	5	2002-01-01	2002	13	2	0.4	1	0	0	0.4	2	1	2.5	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0.870550563296124	10.5	10.5	3	10
1989	"Male"	5	2003-01-01	2003	14	2	0.4	0.5	0.666666666666667	0	0.3	1.5	0.6	1.5	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0.870550563296124	10.5	10.5	3	10
1989	"Male"	5	2004-01-01	2004	15	1	0.2	1	0	1	0.2	1	0.3	1.5	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0.802741561760231	10.5	10.5	3	10
1989	"Male"	5	2005-01-01	2005	16	1	0.2	0	2	0	0.1	0.5	0.1	0.5	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0.870550563296124	10.5	10.5	3	10
1989	"Male"	5	2006-01-01	2006	17	0	0	0	0	1	0	0	0	0	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0	10.5	10.5	3	10
1989	"Male"	5	2007-01-01	2007	18	0	0	0	0	0	0	0	0	0	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0	10.5	10.5	3	10
1989	"Male"	5	2008-01-01	2008	19	0	0	0	0	0	0	0	0	0	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0	10.5	10.5	3	10
1989	"Male"	5	2009-01-01	2009	20	0	0	0	0	0	0	0	0	0	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0	10.5	10.5	3	10
1989	"Male"	5	2010-01-01	2010	21	0	0	0	0	0	0	0	0	0	0	0	0	0.834285714285714	6.98630136986301	0.974399870312736	0	10.5	10.5	3	10
1989	"Total"	10	1989-01-01	1989	0	10	1	0.9	0.105263157894737	0	0.95	9.5	11.7	11.7	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0	13.5	13.75	3	10
1989	"Total"	10	1990-01-01	1990	1	9	0.9	1	0	1	0.9	9	10.75	11.9444444444444	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0	13.5	13.75	3	10
1989	"Total"	10	1991-01-01	1991	2	9	0.9	0.888888888888889	0.117647058823529	0	0.85	8.5	9.85	10.9444444444444	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0	13.5	13.75	3	10
1989	"Total"	10	1992-01-01	1992	3	8	0.8	1	0	1	0.8	8	9	11.25	2	0.125	0.1	0.707179487179487	6.53081943437274	0.948331026010776	0	13.5	13.75	3	10
1989	"Total"	10	1993-01-01	1993	4	8	0.8	1	0	0	0.8	8	8.2	10.25	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0	13.5	13.75	3	10
1989	"Total"	10	1994-01-01	1994	5	8	0.8	1	0	0	0.8	8	7.4	9.25	2	0.125	0.1	0.707179487179487	6.53081943437274	0.948331026010776	0.956352499790037	13.5	13.75	3	10
1989	"Total"	10	1995-01-01	1995	6	8	0.8	1	0	0	0.8	8	6.6	8.25	2	0.125	0.1	0.707179487179487	6.53081943437274	0.948331026010776	0.976718683861174	13.5	13.75	3	10
1989	"Total"	10	1996-01-01	1996	7	8	0.8	1	0	0	0.8	8	5.8	7.25	4	0.25	0.2	0.707179487179487	6.53081943437274	0.948331026010776	0.976718683861174	13.5	13.75	3	10
1989	"Total"	10	1997-01-01	1997	8	8	0.8	1	0	0	0.8	8	5	6.25	2	0.125	0.1	0.707179487179487	6.53081943437274	0.948331026010776	1	13.5	13.75	3	10
1989	"Total"	10	1998-01-01	1998	9	8	0.8	0.875	0.133333333333333	0	0.75	7.5	4.2	5.25	1	0.0666666666666667	0.0533333333333333	0.707179487179487	6.53081943437274	0.948331026010776	1	13.5	13.75	3	10
1989	"Total"	10	1999-01-01	1999	10	7	0.7	0.857142857142857	0.153846153846154	1	0.65	6.5	3.45	4.92857142857143	1	0.0769230769230769	0.0538461538461538	0.707179487179487	6.53081943437274	0.948331026010776	0.973647180615168	13.5	13.75	3	10
1989	"Total"	10	2000-01-01	2000	11	6	0.6	1	0	1	0.6	6	2.8	4.66666666666667	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0.944087511294902	13.5	13.75	3	10
1989	"Total"	10	2001-01-01	2001	12	6	0.6	1	0	0	0.6	6	2.2	3.66666666666667	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0.944087511294902	13.5	13.75	3	10
1989	"Total"	10	2002-01-01	2002	13	6	0.6	0.666666666666667	0.4	0	0.5	5	1.6	2.66666666666667	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0.944087511294902	13.5	13.75	3	10
1989	"Total"	10	2003-01-01	2003	14	4	0.4	0.75	0.285714285714286	2	0.35	3.5	1.1	2.75	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0.870550563296124	13.5	13.75	3	10
1989	"Total"	10	2004-01-01	2004	15	3	0.3	1	0	1	0.3	3	0.75	2.5	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0.84412087984411	13.5	13.75	3	10
1989	"Total"	10	2005-01-01	2005	16	3	0.3	0.333333333333333	1	0	0.2	2	0.45	1.5	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0.870550563296124	13.5	13.75	3	10
1989	"Total"	10	2006-01-01	2006	17	1	0.1	1	0	2	0.1	1	0.25	2.5	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0.698827118771579	13.5	13.75	3	10
1989	"Total"	10	2007-01-01	2007	18	1	0.1	1	0	0	0.1	1	0.15	1.5	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0.698827118771579	13.5	13.75	3	10
1989	"Total"	10	2008-01-01	2008	19	1	0.1	0	2	0	0.05	0.5	0.05	0.5	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0.757858283255199	13.5	13.75	3	10
1989	"Total"	10	2009-01-01	2009	20	0	0	0	0	1	0	0	0	0	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0	13.5	13.75	3	10
1989	"Total"	10	2010-01-01	2010	21	0	0	0	0	0	0	0	0	0	0	0	0	0.707179487179487	6.53081943437274	0.948331026010776	0	13.5	13.75	3	10
1990	"Female"	3	1990-01-01	1990	0	3	1	0.666666666666667	0.4	0	0.833333333333333	2.5	8.16666666666667	8.16666666666667	0	0	0	0.166666666666667	2	0.408248290463863	0	9.5	10	2	2
1990	"Female"	3	1991-01-01	1991	1	2	0.666666666666667	1	0	1	0.666666666666667	2	7.33333333333333	11	0	0	0	0.166666666666667	2	0.408248290463863	0	9.5	10	2	2
1990	"Female"	3	1992-01-01	1992	2	2	0.666666666666667	1	0	0	0.666666666666667	2	6.66666666666667	10	1	0.25	0.166666666666667	0.166666666666667	2	0.408248290463863	0	9.5	10	2	2
1990	"Female"	3	1993-01-01	1993	3	2	0.666666666666667	1	0	0	0.666666666666667	2	6	9	0	0	0	0.166666666666667	2	0.408248290463863	0	9.5	10	2	2
1990	"Female"	3	1994-01-01	1994	4	2	0.666666666666667	1	0	0	0.666666666666667	2	5.33333333333333	8	0	0	0	0.166666666666667	2	0.408248290463863	0	9.5	10	2	2
1990	"Female"	3	1995-01-01	1995	5	2	0.666666666666667	1	0	0	0.666666666666667	2	4.66666666666667	7	0	0	0	0.166666666666667	2	0.408248290463863	0.922107911481728	9.5	10	2	2
1990	"Female"	3	1996-01-01	1996	6	2	0.666666666666667	1	0	0	0.666666666666667	2	4	6	0	0	0	0.166666666666667	2	0.408248290463863	1	9.5	10	2	2
1990	"Female"	3	1997-01-01	1997	7	2	0.666666666666667	1	0	0	0.666666666666667	2	3.33333333333333	5	0	0	0	0.166666666666667	2	0.408248290463863	1	9.5	10	2	2
1990	"Female"	3	1998-01-01	1998	8	2	0.666666666666667	1	0	0	0.666666666666667	2	2.66666666666667	4	0	0	0	0.166666666666667	2	0.408248290463863	1	9.5	10	2	2
1990	"Female"	3	1999-01-01	1999	9	2	0.666666666666667	0.5	0.666666666666667	0	0.5	1.5	2	3	0	0	0	0.166666666666667	2	0.408248290463863	1	9.5	10	2	2
1990	"Female"	3	2000-01-01	2000	10	1	0.333333333333333	1	0	1	0.333333333333333	1	1.5	4.5	0	0	0	0.166666666666667	2	0.408248290463863	0.870550563296124	9.5	10	2	2
1990	"Female"	3	2001-01-01	2001	11	1	0.333333333333333	1	0	0	0.333333333333333	1	1.16666666666667	3.5	0	0	0	0.166666666666667	2	0.408248290463863	0.870550563296124	9.5	10	2	2
1990	"Female"	3	2002-01-01	2002	12	1	0.333333333333333	1	0	0	0.333333333333333	1	0.833333333333333	2.5	0	0	0	0.166666666666667	2	0.408248290463863	0.870550563296124	9.5	10	2	2
1990	"Female"	3	2003-01-01	2003	13	1	0.333333333333333	1	0	0	0.333333333333333	1	0.5	1.5	0	0	0	0.166666666666667	2	0.408248290463863	0.870550563296124	9.5	10	2	2
1990	"Female"	3	2004-01-01	2004	14	1	0.333333333333333	0	2	0	0.166666666666667	0.5	0.166666666666667	0.5	0	0	0	0.166666666666667	2	0.408248290463863	0.870550563296124	9.5	10	2	2
