"","hdz-095","hdz-005","hdz-004","hdz-019","hdz-025","hdz-002","hdz-023","hdz-001","hdz-030","hdz-050","hdz-036","hdz-067","hdz-186","hdz-183","hdz-195","hdz-157","hdz-173","hdz-161","hdz-162","hdz-170","hdz-099","hdz-103","hdz-101","hdz-096","hdz-106","hdz-107","hdz-193","hdz-259","hdz-251","hdz-323","hdz-246","hdz-247","hdz-248","hdz-267","hdz-265","hdz-209","hdz-207","hdz-260","hdz-205","hdz-208","hdz-194","hdz-200","hdz-239","hdz-199","hdz-237","hdz-307","hdz-315","hdz-306","hdz-331","hdz-303","hdz-312","hdz-313","hdz-333","hdz-335","hdz-332","hdz-325","hdz-242","hdz-334","hdz-302","hdz-232","hdz-309","hdz-337","hdz-344","hdz-338","hdz-409","hdz-346","hdz-210","hdz-393","hdz-340","hdz-349","hdz-218","hdz-406","hdz-391","hdz-316","hdz-223","hdz-217","hdz-228","hdz-403","hdz-402","hdz-387","hdz-376","hdz-378","hdz-379","hdz-359","hdz-355","hdz-360","hdz-380","hdz-451","hdz-453","hdz-449","hdz-448","hdz-439","hdz-432","hdz-440","hdz-443","hdz-165","hdz-214","hdz-446","hdz-447","hdz-189","hdz-475","hdz-441","hdz-160","hdz-464","hdz-164","hdz-474","hdz-423","hdz-416","hdz-415","hdz-414","hdz-171","hdz-412","hdz-159","hdz-473","hdz-463","hdz-158","hdz-461","hdz-466","hdz-488","hdz-483","hdz-489","hdz-477","hdz-484","hdz-509","hdz-479","hdz-480","hdz-517","hdz-487","hdz-481","hdz-525","hdz-522"
"hdz-095",0,0.548258572121063,0.573841250453667,0.428744113397057,0.554366105980484,0.612379700891775,0.578155215569376,0.553713024609742,0.60104030773204,0.727852539280032,0.692466335861038,0.700765241010189,0.592748087140583,0.58040559119818,0.558372270475228,0.673999508233202,0.4227576707125,0.463105492702119,0.40495249102716,0.40195157048411,0.599206915688336,0.620766218674435,0.600494542235044,0.547017625813268,0.619321995947436,0.606598246161568,0.734242996839267,0.370431489671992,0.365462932880727,0.708431690579251,0.629743836849653,0.536701142854903,0.757719768520538,0.460172604501808,0.467169004359632,0.650481037572404,0.460295652994734,0.582976270767105,0.431983094471559,0.513140487505846,0.443932440920992,0.451248488697348,0.591269466901412,0.362866409925316,0.640751783679297,0.71040626758548,0.481165251307566,0.504368993312462,0.380232620830797,0.479039400800757,0.540915865792821,0.550423007198746,0.505334755199661,0.550787266216893,0.594830035572029,0.636539980482111,0.534929270885539,0.553952789101666,0.638822440396668,0.569392123603881,0.736790692147731,0.488904579919925,0.641661137359119,0.599126107481987,0.479678327472032,0.560442079375273,0.465502036834731,0.646062893574407,0.541438928487107,0.707953385393891,0.696227941241832,0.434528370892094,0.500197221125956,0.641727802131143,0.447157912142692,0.488642973753825,0.777508551043908,0.624580789425661,0.363585751767774,0.518888755290156,0.720126324579867,0.552434036537004,0.737324381234458,0.662912074889229,0.499122414889807,0.586654655373231,0.429195183200658,0.431409438478185,0.528672563903021,0.462841549941055,0.627825740161853,0.457883858705863,0.741185909073346,0.552655335920126,0.537600768825992,0.597247906167048,0.588096130646789,0.429571234371679,0.351747351981578,0.732040429699544,0.450163412530526,0.452651470593769,0.484759574738398,0.457542406875343,0.459392957960066,0.398356613368115,0.41815821302265,0.820972845024884,0.624237967233733,0.463903449071314,0.896921255547672,0.458309554040166,0.789579166016128,0.608173332222783,0.44392587714355,0.500901002692598,0.567536571753113,0.41827890927564,0.602568201096667,0.443475887211479,0.543325637659088,0.595222538494654,0.683306194844529,0.508918237804898,0.484524030384268,0.605863203635328,0.645744796851358,0.482345916915084,0.592785554720016,0.456826283964829,0.518740790283932
"hdz-005",0.548258572121063,0,0.586258972413297,0.572882660707809,0.82069253524908,0.611182810714166,0.532545344017966,0.600399301747246,0.591319579748797,0.707605686368238,0.782145751589547,0.671807148632192,0.424495628502067,0.436168185506342,0.546486761406898,0.691965581295557,0.50719950918773,0.657011876795927,0.654461403272244,0.675181477450173,0.709845311497216,0.661443731755958,0.537298181917462,0.635324025522189,0.586579320216994,0.622505561161928,0.665824080238295,0.561895022746247,0.596204446205179,0.734352122463076,0.400668727909567,0.384777436411424,0.763167595311336,0.654694610698324,0.734402896563257,0.458935069621424,0.511817832226057,0.743883424240157,0.570248103019167,0.435601588589799,0.504022727876745,0.543536963259993,0.608598694758331,0.6105210411118,0.703398822958968,0.698324043594823,0.621678099735139,0.565265096002074,0.618754911605573,0.591909139904691,0.637233875736324,0.559932912373594,0.631431624457322,0.666243254305845,0.666368140026408,0.697404657988237,0.600146026245022,0.661673637800086,0.710320597238103,0.64084090781391,0.669648981480344,0.59865307216754,0.738173285150271,0.596048835539335,0.645839589007925,0.636088181139125,0.550080652311082,0.66456461223039,0.555115918265954,0.696117889854636,0.789622743828249,0.49532537507022,0.546197478029263,0.678496717690798,0.510653925764916,0.653775237382449,0.602013743744096,0.567059699781395,0.52435135542599,0.592281838494875,0.749644478292108,0.664778461850807,0.694655447008252,0.585374783479712,0.579361291776906,0.466636754657975,0.578742229848795,0.555049407865175,0.660494937239923,0.579811744293026,0.653939546143618,0.663080741507183,0.791981188429943,0.447102781797801,0.427394974898775,0.40499366333779,0.692916822173607,0.602881226126317,0.632722858079852,0.689712042807638,0.502759445533297,0.532602292198285,0.572197721633648,0.459977528727491,0.565774879512024,0.603935942103001,0.503859428821142,0.726247870295218,0.366897654754284,0.450585638693388,0.818463421943362,0.66986884751721,0.788106683318661,0.551394969159273,0.619156503225921,0.599050565062305,0.728614553751639,0.741702573864023,0.62545414766232,0.518020447016658,0.436414257276761,0.58285039055329,0.673382672212203,0.494155487388769,0.559742903943995,0.642974782254163,0.583479056494712,0.556354330656178,0.73428392784025,0.503305766490203,0.593612209757176
"hdz-004",0.573841250453667,0.586258972413297,0,0.537367002773859,0.754282311407102,0.454644109776017,0.466425325540398,0.381986284695766,0.520891532369113,0.578542272139427,0.665519109190679,0.538516458846791,0.620718220347928,0.65589492715603,0.453585777848892,0.516077219929611,0.482520584132754,0.625967449478119,0.548125928004346,0.648616674490025,0.673215212866546,0.458634014703784,0.523014004752631,0.611351558714736,0.440179221820403,0.504055388330228,0.621985288057604,0.661082486650567,0.69530719951982,0.502443837416058,0.657790868451703,0.619770766002237,0.66898399986826,0.540065007314767,0.68804995435939,0.731985908133277,0.656768816984978,0.631831583666102,0.551196172293123,0.638291181581169,0.563452591400361,0.565172073738365,0.655031104094456,0.544139953084341,0.509506656512661,0.585758509601005,0.552070084506357,0.564879024775708,0.659151364281406,0.700189178002546,0.638367208013355,0.601332238162682,0.657284049233674,0.620393063989188,0.46348927474617,0.694397839151911,0.7469096361885,0.61557872469184,0.466439783622219,0.682538727114251,0.776447936742052,0.526398482902377,0.589715117623066,0.532883255614801,0.678425102326633,0.461558102687226,0.57349574241773,0.452124745065405,0.460837289007124,0.576484721331303,0.799205499680164,0.602093148142061,0.522304429209536,0.384489204426738,0.565683363607181,0.663007977905863,0.704089280050054,0.459301453824558,0.528665347645316,0.543910320555865,0.502068066470817,0.62140318803803,0.567336826170529,0.4614957614705,0.504628991942284,0.584106526144629,0.539350920027116,0.554744335995969,0.517388008113374,0.701886386766021,0.457127770206599,0.585587209646279,0.887661711584094,0.60591372172154,0.606565075871447,0.659571089805983,0.656586771072584,0.574275194754163,0.649695909615901,0.795039456800803,0.619256689430972,0.625635304784938,0.70268329796689,0.583626416351999,0.625369599708887,0.586523470803838,0.520439054539323,0.845152959967676,0.638733153123117,0.654854092682663,0.897220063718838,0.507814396648735,0.846559988262485,0.71345811955971,0.498903590096491,0.736649863108481,0.713526765507624,0.62671664524849,0.603575090048343,0.562869071898595,0.529096011266339,0.465205502719796,0.513071842814097,0.682219617945677,0.393795250151475,0.568337767934852,0.61196012678946,0.637088880873746,0.633753353971702,0.659892395584895,0.442287062782555
"hdz-019",0.428744113397057,0.572882660707809,0.537367002773859,0,0.456104111946987,0.603718518508009,0.487656475130602,0.594231034806236,0.581943428786663,0.733393538256719,0.675296618177286,0.668564747993303,0.618031246877977,0.627387195858298,0.627073693446666,0.671990495323627,0.616809542553729,0.603476579371354,0.586796641369835,0.538376568592478,0.636280009902474,0.627040135450454,0.544510749630084,0.645449589284265,0.542181977971839,0.602528263072306,0.732400047160235,0.634322630416754,0.448539570147817,0.630790114044154,0.657810601150518,0.554529431110497,0.751221850347308,0.664894764593421,0.465350328907828,0.690405220373314,0.683187628546962,0.804974976871526,0.649343809217764,0.578528610073974,0.547543353277982,0.547800766806356,0.646701378794322,0.571817703576173,0.703501456537392,0.675084540792586,0.658156354966443,0.661131408171716,0.670410802098529,0.556343356982783,0.691976408170986,0.662484936984945,0.658332002826265,0.59425936697323,0.568445462611621,0.728448038969083,0.616886236760957,0.651922983687931,0.675227995061494,0.719668257472213,0.778150638117689,0.637940508424257,0.730065878970503,0.612423034327996,0.688567764542226,0.616257347667461,0.628114985576005,0.623057868654459,0.602792237738605,0.635362988017319,0.835482655572773,0.61982019392091,0.639152482356314,0.579998861082964,0.499974668872939,0.648279600598872,0.659657160224529,0.535014161426132,0.562594457064081,0.509482122568549,0.660864412714446,0.731759024127962,0.694188159084949,0.595634450583979,0.631301356086562,0.62159587325408,0.560557593001158,0.6167446279435,0.653296075117078,0.583705871345907,0.610755244013608,0.663226536899526,0.694526967582674,0.50756727252823,0.546213059383533,0.624920426311947,0.733979199330797,0.603444608602797,0.432104032467224,0.761662083168771,0.573255101554632,0.519867816116736,0.453158415408102,0.563564869642265,0.604051752855554,0.465208507411994,0.609832094940858,0.835243856674214,0.632032364146946,0.638497158011094,0.858422934529536,0.620254766148174,0.838167940607218,0.672555291915392,0.682190822024592,0.56677747067265,0.637449338073781,0.412915575889864,0.703062193500526,0.618038870700429,0.444059807354409,0.616780030761726,0.610265284267736,0.632539927629516,0.544214972374866,0.582695005147427,0.598333428210547,0.611317032375525,0.745594066353915,0.663600000851753,0.583688029077286
"hdz-025",0.554366105980484,0.82069253524908,0.754282311407102,0.456104111946987,0,0.728200801637388,0.78627352551161,0.774904251802152,0.7400896444813,0.780320409378424,0.63645455474181,0.73079895102552,0.755842252575944,0.758670697281613,0.738251971006313,0.794949011213887,0.757084231045182,0.64935284786617,0.646336699775636,0.422902225588078,0.570144813211124,0.732976041775318,0.758286554971108,0.54662818189866,0.785355183624097,0.659877915348486,0.756390998758822,0.662174724145664,0.505615751634994,0.631406649916507,0.810319663249486,0.646117895327117,0.766905115691322,0.750650582865101,0.457666597071393,0.840103048909203,0.727593403699792,0.69851790531826,0.709925168150327,0.709220340664896,0.663567471123655,0.600330981475388,0.80994926581385,0.605420575572516,0.740222580910185,0.759305236325284,0.689505279328711,0.738025844220702,0.678438734880157,0.57762776390504,0.726001509269419,0.701961207977154,0.726827467900943,0.637837922097422,0.662838554093687,0.640941404584301,0.808224772416103,0.636687234214928,0.771348194830715,0.8584847941986,0.904470308528971,0.802757594773979,0.753362424790416,0.746645966062781,0.662646382574777,0.713968661346929,0.75096152852121,0.779099622170384,0.774108161973555,0.821326059032017,0.694320112199847,0.766626485754201,0.710796560248246,0.770299734984514,0.702468478014087,0.716761658164919,0.693897766396039,0.773042196525827,0.741114373176305,0.734949901882748,0.752010510751706,0.784439396608019,0.854712794836225,0.796207510295992,0.793311669533947,0.799742670318578,0.71259131943322,0.753307583419101,0.74996411950766,0.708123893297616,0.696958259588754,0.739392916053105,0.793892497087853,0.698607848595891,0.748670202972363,0.822064307423548,0.750441939877815,0.698403784677373,0.492944267489165,0.895619534458491,0.734054671543207,0.672636878518265,0.731246958055811,0.711191584251388,0.785140818802997,0.557608904358804,0.65610664742786,0.902522360937236,0.882245052273692,0.79908395309945,0.87755227072452,0.691899260385529,0.91540377974552,0.783397908828309,0.755189038401193,0.758135560933407,0.562470274513588,0.472370004704868,0.690091891894412,0.719118188775257,0.69164970314237,0.838823272887449,0.720837584536556,0.781038456676619,0.62889549146913,0.652872303221721,0.808530711930514,0.704842771878364,0.687022884816796,0.794455699875498,0.641556814116524
"hdz-002",0.612379700891775,0.611182810714166,0.454644109776017,0.603718518508009,0.728200801637388,0,0.481203804157369,0.351367226593691,0.46361148877947,0.615129374308423,0.73498549235331,0.61968534168661,0.46377642571846,0.580100893521603,0.487083690834935,0.437367359589919,0.460454228385348,0.515807516551122,0.522053742486915,0.691715482490525,0.619149477503891,0.342192796230985,0.444513223881081,0.52584850404973,0.472739803693413,0.49768616525501,0.607897782929411,0.487261944647317,0.599930805680647,0.583849186346055,0.613791181850231,0.610107520781266,0.632364247241274,0.417503429737258,0.602805942130536,0.743618023929745,0.557438816691182,0.65376875164751,0.505434329167863,0.571332862827992,0.600796517638176,0.486903630130542,0.753741596563456,0.561688876078637,0.544966203836959,0.540298128198969,0.570458817296129,0.50813721177306,0.543086521189027,0.713781507795107,0.520935301634634,0.580423083477357,0.499481504858384,0.439845971104202,0.368033726439574,0.540188747200907,0.775760306792015,0.573202088318586,0.557577912115611,0.702949504873369,0.788061503269584,0.479552495696488,0.437664733590974,0.475354741197218,0.595694547995812,0.455140225921666,0.494805870761736,0.500768050901836,0.442150482279814,0.595484179247777,0.723854541442408,0.54620805314268,0.577314870695116,0.454370124684297,0.621907491418635,0.523931011932653,0.7293469360078,0.486550682516399,0.565641246305549,0.631471494028801,0.630165103198438,0.585635029987671,0.614173360623784,0.476628854410143,0.48940449479631,0.535041529247796,0.473673030905334,0.474219089317295,0.425389587961989,0.660664350935789,0.563346270795999,0.408429378590403,0.865181062447391,0.556718340727692,0.563826937716961,0.604625783899837,0.513231337999894,0.496726126423678,0.60216616742382,0.796561105286145,0.692901369605736,0.633035212549569,0.677784706255273,0.588565502477404,0.56161156962021,0.553436809511778,0.52858426423434,0.852185473451781,0.649671921514823,0.615894062193163,0.895479718741872,0.526356527898546,0.85956152480608,0.715383058653367,0.461674054303345,0.717988642003293,0.619348660008786,0.596848413069501,0.624580905553154,0.561265274339907,0.545424502926837,0.573510939345459,0.535271956902387,0.727366790409736,0.441284311550196,0.590515514895624,0.552196154030711,0.555990849639966,0.673404107325965,0.623993904843129,0.437554012926492
"hdz-023",0.578155215569376,0.532545344017966,0.466425325540398,0.487656475130602,0.78627352551161,0.481203804157369,0,0.443157738345248,0.234178891899648,0.613766371048755,0.70436569359344,0.622679350852061,0.518289390585727,0.584443549934214,0.41907412884543,0.512998378604397,0.40448270870826,0.609148108830479,0.580490150660576,0.725322156203353,0.646345348013692,0.498436814756331,0.450617346431366,0.661064735376112,0.4474116256315,0.565689440006189,0.67879288708239,0.603217095075964,0.643507673577205,0.611346659017471,0.632071160415072,0.59506598856826,0.654282355484439,0.434067177669868,0.691923105469128,0.624586656707939,0.67456396199132,0.732054989680122,0.51822383940164,0.561123013025348,0.541321875006808,0.635841008244012,0.716128571475597,0.579605282838429,0.576265421881709,0.637682531276157,0.606832646069536,0.537820426667495,0.544871688331658,0.72071977731038,0.597637134576325,0.530005363773342,0.64347643719295,0.575704231415392,0.571140351085741,0.675036107297011,0.654048764110908,0.567780873212912,0.608907102938748,0.731345309926645,0.750251815672952,0.606926784041286,0.592297128527556,0.541297259456438,0.629219041612328,0.523561198023916,0.603315345766023,0.499324394509759,0.584940108638262,0.497154721426427,0.770175837970725,0.524467447135869,0.531343647545209,0.406790859952738,0.434780896100485,0.637738557840299,0.656183072093174,0.499778903458158,0.473731649074735,0.487810223766317,0.55388341289265,0.626490201506794,0.573996971757676,0.576114533711591,0.654515922559841,0.514730977127268,0.487426566646808,0.512070338777438,0.510206439698449,0.707878660600298,0.644599308430673,0.571939870785816,0.874253108640652,0.575189533051782,0.602252906587668,0.447855460210466,0.649905290951887,0.56533841345534,0.645180781921235,0.763022711401164,0.65893999295884,0.618824030213937,0.62245980750898,0.523259940177101,0.595372582144664,0.642571976518909,0.543815750870787,0.836309106802173,0.54941257578026,0.579404134651409,0.874455960003355,0.5213053727224,0.84357842527258,0.71302658438154,0.534381863999783,0.698570370063205,0.681417304258218,0.589559058499027,0.534129690375455,0.542277174891303,0.470612641143488,0.520170431339272,0.61347002932277,0.646020070806795,0.3474705916608,0.580731070737753,0.56090188494524,0.609335685890147,0.692223012425411,0.609251821359697,0.43214362209203
"hdz-001",0.553713024609742,0.600399301747246,0.381986284695766,0.594231034806236,0.774904251802152,0.351367226593691,0.443157738345248,0,0.465830276229836,0.681692186109702,0.743596568300754,0.610464342079937,0.577672792496752,0.664421255285789,0.476405366420132,0.448881825548216,0.440373488708319,0.66597091358347,0.547123294468772,0.747362250622564,0.700933056088724,0.431176547712084,0.403143726407904,0.581461351136319,0.456533598421691,0.398328768114157,0.625882583024903,0.582749297704587,0.66198416247522,0.64616784315407,0.61102250100907,0.670852831709537,0.673635226114515,0.468894481326919,0.674234174564256,0.659469115555077,0.612450775280294,0.685471815289028,0.492900072305276,0.604639515045368,0.594442214539144,0.567775448004799,0.728870344138639,0.596701806706677,0.367403202858684,0.628071030564361,0.508410130509765,0.549480511333264,0.584792243974711,0.764761507650361,0.615743472186242,0.523128287205504,0.586300152615914,0.537895492619206,0.525057425319906,0.699425279061292,0.695226102325604,0.598833330161742,0.493640530994892,0.669181751623285,0.740182783882608,0.393131162656312,0.430959099328328,0.381453845300921,0.64357574058631,0.317196431962601,0.438488568187755,0.489548945669493,0.480635061663732,0.613326830612474,0.692608953932944,0.483241991141719,0.56460596585443,0.424629906246339,0.530814715403402,0.563250305696428,0.755862353056113,0.407040014959266,0.416850315722277,0.565123404331139,0.601674843576782,0.580473645860635,0.508894428684246,0.406154671114893,0.432254097151318,0.521446108447358,0.46323645610147,0.393029664407679,0.409621242490447,0.695783976368059,0.558345662108533,0.398145903042309,0.823975907175016,0.565150564475367,0.531224588815667,0.559654608105127,0.611197060124766,0.469620253917752,0.686321866477318,0.779327993875537,0.67509998482369,0.63130649785104,0.67638352630216,0.507484254736115,0.521174838260348,0.625330873591721,0.512176501060738,0.842165052930938,0.59432044188255,0.574347625494853,0.914099322131092,0.432495032196952,0.81552026932458,0.727051994507865,0.459878968722579,0.678168231433002,0.656337913363203,0.547628538268061,0.58951710785189,0.495201379194007,0.518417505284693,0.45964612905257,0.606573450601413,0.667835050487263,0.431538812251808,0.631264251621134,0.607629651059217,0.591773722635056,0.610139356617408,0.57055296958982,0.385370334720778
"hdz-030",0.60104030773204,0.591319579748797,0.520891532369113,0.581943428786663,0.7400896444813,0.46361148877947,0.234178891899648,0.465830276229836,0,0.578720370602096,0.730865837684307,0.640371294032745,0.535057311153534,0.61962095235422,0.406772798118746,0.471500358853537,0.377836145095454,0.643680041883336,0.53412195066049,0.670783275201013,0.638734835189883,0.454815244702193,0.521216951730116,0.632626721421486,0.500312212012893,0.558554944453255,0.679739671387238,0.573751768346539,0.626886944895273,0.670996283836487,0.64241266633806,0.653786365135212,0.609711043524213,0.490010908510449,0.67759233010251,0.661174093761451,0.699825947770184,0.687469882431414,0.542444580843595,0.573610383815839,0.563576095889802,0.623740492362071,0.753559192557657,0.550174295698591,0.576499658482862,0.599256710811394,0.562167799226828,0.538987006402511,0.579403126256116,0.711092195260984,0.550792994154686,0.508198640306759,0.596062763484592,0.514904284635971,0.555313060078321,0.602959529384356,0.699987229420241,0.464870552019854,0.627783495075539,0.736472163649982,0.773315702063947,0.608098752353971,0.467238057770022,0.498237041985916,0.643800085073181,0.496954477508592,0.593802143903242,0.514633793402962,0.559254545486581,0.545679622509254,0.742394079270426,0.48971465203529,0.456196295391314,0.413470218011809,0.477837064518279,0.572016422325741,0.706445566498801,0.573362541063854,0.526481598965076,0.500016091550212,0.558951873357402,0.616805446988592,0.613721180270694,0.598725710196585,0.614566799296724,0.505051937425759,0.449518219293776,0.497374800061015,0.46118136931177,0.722970002432068,0.623922443772384,0.589803775044607,0.885694663156288,0.601079622390553,0.63794510752861,0.53596275322974,0.611946339292844,0.56803584891198,0.622670966132779,0.779634411464339,0.644474710481575,0.599989478421798,0.671532648437964,0.493342735438241,0.559684816066382,0.616728009936697,0.507846034148226,0.842122703391551,0.596054179944157,0.597964485501845,0.869750765642669,0.499539243285755,0.863492248741436,0.697294913015882,0.401935869773651,0.716291764069991,0.642810080124512,0.581560489584918,0.442614188671294,0.543325386422509,0.495256883061509,0.483476012568447,0.569898102820407,0.647793771229407,0.314060056698377,0.590250907741115,0.547896124257248,0.605417382961794,0.677362183251148,0.603147582078606,0.433138607096325
"hdz-050",0.727852539280032,0.707605686368238,0.578542272139427,0.733393538256719,0.780320409378424,0.615129374308423,0.613766371048755,0.681692186109702,0.578720370602096,0,0.585043797217993,0.415741514205916,0.571657248153831,0.6970799377519,0.657197671066469,0.480345430197537,0.680866917857104,0.616500042250038,0.652390693929722,0.685121098034759,0.621838077104076,0.516730718382959,0.717230018257554,0.601632872900398,0.560050258155066,0.558620138618252,0.376893105467417,0.669224199345783,0.686873611725581,0.353413385204159,0.716137039325845,0.621429293793587,0.159240501176077,0.576580171857601,0.643223660188455,0.890786922813191,0.651370118035894,0.560037933939723,0.635343765145866,0.676053356492551,0.663760611612473,0.66147213411861,0.731674796598078,0.64383777752238,0.471701139268879,0.283226894169093,0.58064466257279,0.569534182067405,0.596346394422897,0.676398292226562,0.532696695667239,0.593813478812648,0.562911019469129,0.523665312621809,0.543804963299893,0.577685725406381,0.86754943491987,0.573721572901706,0.568512666666414,0.759199117439439,0.871897882015052,0.740339439017398,0.704573116367427,0.740039829446366,0.654344589510924,0.697193945225049,0.709862340754082,0.353550394081294,0.616163656268447,0.699475291372356,0.676137408170404,0.71353756165541,0.546417362549147,0.511540621928591,0.770795150522983,0.757633623709745,0.654559143429612,0.639653471854098,0.694217770459869,0.659469350099177,0.393245879669501,0.642103390135392,0.737627477615455,0.7608332724647,0.741974104436836,0.63179011742503,0.664125801118158,0.733826170211218,0.682745210338068,0.800967843232286,0.499463585375665,0.748470763504694,0.90033764279739,0.705864199801485,0.740799957621651,0.80073490561096,0.572980285676362,0.734976175274408,0.674365927026379,0.8246766279082,0.717658384043819,0.726652788414668,0.803818356555199,0.755468985996516,0.711105223348657,0.677668565253678,0.682885314297645,0.839059341034111,0.806878730399296,0.834850106474227,0.930463201568299,0.681879282827391,0.914764734923644,0.780774170148266,0.593118497330393,0.804467122101489,0.630018186948413,0.644692979240747,0.562259386664887,0.719536930920953,0.698487669423781,0.509231005766335,0.384392678587503,0.785765488339733,0.574257408567779,0.478908982907714,0.611559782623772,0.738607431801188,0.57406952040514,0.770796550739213,0.557249985164341
