"","grogu22","grogu36","grogu37","grogu41","grogu45","grogu50","grogu56","grogu70"
"grogu22",0,0.647959553798697,0.603154387372342,0.627491396554777,0.794367861771321,0.633161583409726,0.560175793474766,0.584307152066938
"grogu36",0.647959553798697,0,0.65916128958792,0.401010999967021,0.798883373531716,0.728683988703704,0.598803024561015,0.56484028807643
"grogu37",0.603154387372342,0.65916128958792,0,0.670179135016107,0.748127620303855,0.637062982015399,0.622279362626271,0.634633161104601
"grogu41",0.627491396554777,0.401010999967021,0.670179135016107,0,0.799093179428187,0.664846049294478,0.601088445267845,0.553540621736103
"grogu45",0.794367861771321,0.798883373531716,0.748127620303855,0.799093179428187,0,0.729139312046941,0.759133818274793,0.773766662798218
"grogu50",0.633161583409726,0.728683988703704,0.637062982015399,0.664846049294478,0.729139312046941,0,0.573573715519072,0.651312882894532
"grogu56",0.560175793474766,0.598803024561015,0.622279362626271,0.601088445267845,0.759133818274793,0.573573715519072,0,0.549026347208195
"grogu70",0.584307152066938,0.56484028807643,0.634633161104601,0.553540621736103,0.773766662798218,0.651312882894532,0.549026347208195,0
